label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	most probable cluster
3175	205.59999084472656	121.75999450683594	57.60000228881836	203.04	118.08	55.7	209.36	125.68	59.8	100978	clade11sub7subsub6
3176	207.51998901367188	116.47999572753906	60.60000228881836	202.96	113.68	58.6	211.68	118.32	62.7	88494	clade10sub3subsub5-9
3177	212.9599914550781	119.5199966430664	59.4000015258789	205.84	116.88	57.90000000000001	215.12	125.84	63.6	121420	clade11sub7subsub6
3178	211.3600006103516	125.75999450683594	59.60000228881836	208.48	122.16	56.90000000000001	214.72	128.48	61.90000000000001	109276	clade11sub8subsub0
3179	219.0399932861328	120.47999572753906	58.4000015258789	213.44	116.88	55.6	221.6	123.36	61.2	162150	clade10sub3subsub5-9
3180	215.0399932861328	125.75999450683594	57.60000228881836	212.48	121.36	55.2	218.0	127.44	59.8	61907	clade11sub7subsub6
3181	221.44000244140625	124.15999603271484	58.20000076293945	218.32	120.32	55.3	228.16	127.2	59.8	140550	clade6sub11
3182	130.72000122070312	145.59999084472656	59.79999923706055	128.64	142.08	56.8	134.24	148.64	61.2	84816	clade5sub16
3183	133.27999877929688	135.03999328613278	63.60000228881836	131.04	133.12	58.3	135.6	139.68	65.3	87610	clade6sub28
3184	132.80000305175778	141.75999450683594	60.4000015258789	130.72	139.68	58.7	135.52	146.8	62.40000000000001	75097	zero
3185	137.59999084472656	135.52000427246094	59.79999923706055	135.6	133.92000000000002	57.8	142.56	137.52	64.60000000000001	52141	clade4sub3
3186	143.67999267578125	137.27999877929688	62.0	140.56	133.2	59.2	145.6	139.28	64.9	80903	clade4sub5
3187	159.36000061035156	135.19999694824222	62.20000076293945	155.04	133.76	58.90000000000001	162.24	139.28	64.3	103472	nocladesub12
3188	159.36000061035156	136.0	58.0	158.0	133.2	55.2	161.68	139.44	60.8	85650	nocladesub20
3189	169.75999450683594	129.27999877929688	64.59999847412111	161.76	126.8	58.1	170.8	131.92000000000002	66.0	89265	clade3.1sub49
3190	169.27999877929688	132.95999145507812	58.60000228881836	166.72	130.48	55.2	171.76	137.84	61.5	112079	clade11sub28subsub3
3191	171.83999633789062	141.1199951171875	61.60000228881836	168.08	139.44	58.2	174.4	146.8	64.3	122349	nocladesub12
3192	177.27999877929688	134.239990234375	60.60000228881836	172.4	129.92000000000002	58.3	179.84	136.8	63.7	102365	clade3.2sub17
3193	176.8000030517578	144.3199920654297	61.4000015258789	174.08	141.92000000000004	59.0	179.28	147.52	64.9	96390	clade3.2sub17
3194	182.87998962402344	141.59999084472656	58.20000076293945	181.68	139.92000000000002	56.90000000000001	190.08	145.84	62.0	85585	clade3.1sub46
3195	182.87998962402344	144.8000030517578	56.4000015258789	181.44	142.72	55.0	193.04	149.28	58.6	111456	clade3.2sub17
3196	184.8000030517578	136.80000305175778	58.60000228881836	182.8	132.72	56.8	189.12	142.96	60.7	97604	clade3.2sub17
3197	189.75999450683597	137.27999877929688	59.60000228881836	186.96	133.52	58.0	192.72	144.16	62.1	77400	nocladesub15
3198	194.239990234375	142.239990234375	61.79999923706055	192.16	137.44	58.6	196.08	145.20000000000005	63.90000000000001	84434	clade3.1sub23
3199	198.0800018310547	128.95999145507812	60.0	194.4	126.48	57.40000000000001	202.72	131.52	62.2	95900	clade11sub6subsub8
3200	198.0800018310547	139.52000427246094	58.60000228881836	194.96	136.48	56.0	200.56	143.04	61.3	98459	clade5sub7
3201	197.75999450683597	143.52000427246094	61.60000228881836	195.68	140.48	57.6	201.6	145.6	63.7	90272	clade11sub23
3202	204.1599884033203	128.95999145507812	61.79999923706055	198.48	126.8	59.7	206.08	133.28	64.2	99802	clade11sub6subsub8
3203	205.44000244140625	133.91999816894528	63.0	200.64	131.44	59.6	207.6	136.32	64.8	94155	clade11sub6subsub8
3204	206.239990234375	131.83999633789062	58.79999923706055	201.92	129.52	56.8	208.96	135.28	61.0	107221	clade11sub6subsub8
3205	202.3999938964844	138.08000183105472	62.4000015258789	199.76	135.68	59.40000000000001	206.0	140.32	64.9	106407	clade11sub22subsub7
3206	207.83999633789062	127.68000030517578	60.20000076293945	204.0	125.36	58.2	210.08	131.2	63.3	104044	clade11sub6subsub8
3207	208.0	135.52000427246094	60.79999923706055	205.28	132.96	58.90000000000001	211.76	138.72	63.6	104111	clade11sub8subsub0
3208	209.1199951171875	142.55999755859375	61.20000076293945	205.84	139.28	58.6	211.68	147.04	64.2	117131	clade11sub8subsub8
3209	210.239990234375	132.0	61.20000076293945	207.44	127.52	59.40000000000001	212.4	134.64	64.3	96653	clade11sub6subsub6
3210	212.9599914550781	144.16000366210938	59.20000076293945	208.56	140.72	57.2	214.96	149.36	60.5	107159	clade11sub21
3211	214.3999938964844	140.0	59.79999923706055	211.2	136.08	57.8	216.64	142.32	62.6	103800	clade11sub8subsub8
3212	213.27999877929688	130.87998962402344	59.79999923706055	211.68	127.36	56.1	217.92	134.48	62.40000000000001	102262	clade11sub7subsub6
3213	215.67999267578125	133.27999877929688	61.0	212.24	130.4	57.2	217.68	136.64	63.7	115969	clade11sub45subsub0
3214	216.79998779296875	144.16000366210938	60.79999923706055	214.08	141.44	57.6	220.56	146.8	63.1	107750	clade11sub8subsub8
3215	218.3999938964844	135.19999694824222	58.4000015258789	215.04	132.56	56.1	220.8	138.0	60.90000000000001	102550	clade11sub7subsub6
3216	217.9199981689453	138.72000122070312	61.60000228881836	215.92	136.48	57.2	220.56	140.88	64.10000000000001	105341	clade11sub7subsub6
3217	219.83999633789062	127.68000030517578	60.0	216.4	124.88	57.7	222.8	131.36	62.3	132654	nocladesub19
3218	220.63999938964844	142.0800018310547	60.0	217.6	139.84	56.90000000000001	224.24	144.08	62.40000000000001	104053	clade11sub7subsub6
3219	221.1199951171875	135.83999633789062	61.0	217.92	131.36	58.90000000000001	223.04	138.0	63.40000000000001	103832	clade11sub7subsub6
3220	224.9599914550781	140.47999572753906	57.79999923706055	220.08	136.08	55.8	227.2	142.16	59.5	82840	clade11sub7subsub6
3221	222.55999755859372	132.31999206542972	58.20000076293945	220.16	129.84	55.90000000000001	225.04	135.36	60.8	105396	clade11sub7subsub6
3222	224.9599914550781	136.47999572753906	60.4000015258789	222.72	133.2	58.2	228.96	139.12	63.1	108258	clade11sub7subsub6
3223	225.27999877929688	128.80000305175778	59.79999923706055	223.12	126.32	57.40000000000001	228.8	131.52	62.40000000000001	110606	nocladesub19
3224	224.63999938964844	146.39999389648438	59.79999923706055	220.96	143.04	58.1	228.64	148.08	61.5	77654	clade11sub7subsub7
3225	227.1999969482422	132.63999938964844	57.60000228881836	224.48	130.08	55.2	230.4	135.76	59.7	102070	clade9sub16
3226	228.1599884033203	139.83999633789062	57.20000076293945	224.64	138.4	55.90000000000001	231.36	142.72	61.6	63133	clade11sub48
3227	229.9199981689453	135.36000061035156	58.4000015258789	225.6	132.8	55.90000000000001	232.88	138.48	60.7	108412	clade9sub16
3228	229.27999877929688	138.55999755859378	61.79999923706055	225.52	135.92000000000002	59.90000000000001	232.16	140.96	63.90000000000001	93842	clade11sub48
3229	230.0800018310547	144.63999938964844	57.79999923706055	227.92	141.92000000000004	55.6	234.16	146.88	59.8	100713	clade11sub30
3230	228.47999572753903	128.31999206542972	63.0	225.76	125.92	58.3	232.56	130.08	66.10000000000001	92089	clade11sub38
3231	230.72000122070312	131.03999328613278	60.4000015258789	228.96	129.44	56.5	233.6	133.28	64.4	71744	clade9sub8
3232	233.1199951171875	136.80000305175778	58.20000076293945	230.4	134.32	55.90000000000001	235.52	139.04	60.90000000000001	68188	clade11sub48
3233	233.75999450683597	139.19999694824222	60.20000076293945	231.04	137.6	58.5	236.96	141.52	63.40000000000001	56937	clade11sub48
3234	234.55999755859372	145.44000244140625	59.60000228881836	231.6	142.96	57.5	238.48	148.32	61.7	97628	clade11sub7subsub6
3235	235.0399932861328	136.47999572753906	62.60000228881836	233.2	132.96	58.40000000000001	237.84	138.4	65.3	103445	clade11sub49
3236	235.83999633789062	142.0800018310547	60.20000076293945	233.92	140.08	57.8	239.76	144.48	62.6	90582	clade11sub7subsub6
3237	122.87999725341795	161.75999450683594	60.60000228881836	121.44	159.44	59.40000000000001	126.0	164.24	64.10000000000001	34909	clade10sub3subsub5-9
3238	123.36000061035156	160.0	62.79999923706055	121.52	157.76	60.90000000000001	127.04	164.64	64.9	71383	clade10sub3subsub5-9
3239	124.63999938964844	158.72000122070312	58.60000228881836	122.96	151.76	56.3	129.76	161.44	59.5	93367	nocladesub3
3240	127.1999969482422	163.67999267578125	59.79999923706055	123.76	160.88	57.5	129.36	168.56	61.6	94486	clade10sub3subsub5-9
3241	130.72000122070312	164.95999145507812	60.20000076293945	128.72	162.0	58.0	133.04	166.88	64.5	96200	clade11sub6subsub6
3242	140.63999938964844	163.36000061035156	61.0	137.04	158.72	58.2	144.32	165.52	65.10000000000001	90794	clade3.1sub11
3243	139.52000427246094	161.1199951171875	62.4000015258789	137.04	153.44	58.8	142.8	163.36	65.2	102810	clade3.1sub11
3244	142.55999755859375	145.27999877929688	63.4000015258789	140.64	143.6	58.2	146.0	147.20000000000005	65.5	78684	clade4sub3
3245	142.55999755859375	160.3199920654297	63.20000076293945	141.20000000000005	152.88	57.90000000000001	145.12	162.08	65.9	91844	
3246	145.44000244140625	161.27999877929688	58.20000076293945	143.52	158.64	55.0	151.36	163.36	61.0	112273	clade3.1sub34
3247	148.8000030517578	149.75999450683594	60.0	147.04	145.44	57.40000000000001	151.68	152.72	63.2	110203	nocladesub12
3248	155.1999969482422	162.39999389648438	60.79999923706055	153.68	159.20000000000005	57.90000000000001	161.12	165.36	63.5	123936	nocladesub26
3249	162.87998962402344	160.63999938964844	61.79999923706055	160.24	158.0	59.7	164.64	164.56	64.7	98511	nocladesub10
3250	163.83999633789062	163.67999267578125	58.0	162.32	160.88	55.0	168.0	167.04	62.40000000000001	122280	nocladesub26
3251	169.1199951171875	164.8000030517578	59.20000076293945	167.36	161.04	57.2	171.44	167.68	62.40000000000001	84577	nocladesub10
3252	171.36000061035156	149.1199951171875	61.60000228881836	169.12	145.92000000000004	59.40000000000001	174.48	151.52	64.5	103056	nocladesub10
3253	171.67999267578125	164.95999145507812	60.4000015258789	170.32	161.92000000000004	59.0	175.6	170.08	64.4	109890	nocladesub10
3254	173.9199981689453	153.59999084472656	62.20000076293945	170.96	151.36	59.8	176.64	157.52	65.9	111610	nocladesub10
3255	175.0399932861328	150.0800018310547	60.0	172.56	148.08	55.3	178.48	153.6	63.2	120445	nocladesub10
3256	177.27999877929688	155.1999969482422	59.4000015258789	174.8	153.28	57.40000000000001	182.08	157.12	62.3	93981	nocladesub10
3257	178.87998962402344	147.67999267578125	62.60000228881836	176.72	145.28	58.8	180.96	151.6	66.2	96917	clade1sub19
3258	179.0399932861328	158.39999389648438	60.60000228881836	176.88	156.16	58.7	183.68	160.88	64.10000000000001	97831	nocladesub10
3259	181.44000244140625	150.39999389648438	60.60000228881836	179.04	147.04	58.1	184.72	152.64	63.5	105339	clade5sub7
3260	188.63999938964844	163.1999969482422	60.0	185.6	159.36	58.1	190.8	165.36	62.2	74792	nocladesub12
3261	189.9199981689453	160.16000366210938	62.0	186.48	156.4	59.8	191.36	161.92000000000004	63.7	66582	nocladesub10
3262	191.1999969482422	166.55999755859375	60.4000015258789	189.36	163.28	58.0	193.76	168.48	63.5	85700	clade4sub5
3263	212.0	151.51998901367188	60.60000228881836	208.08	148.56	58.5	214.56	154.4	64.10000000000001	98842	clade11sub20subsub5
3264	212.79998779296875	146.55999755859375	61.60000228881836	207.44	143.12	59.8	215.76	148.8	64.4	114733	clade11sub8subsub8
3265	217.1199951171875	149.75999450683594	59.60000228881836	213.12	145.84	57.7	220.16	152.32	61.40000000000001	112008	clade11sub8subsub1-4
3266	215.83999633789062	164.63999938964844	60.20000076293945	212.72	162.24	58.2	220.48	168.24	61.7	101737	clade11sub9subsub4
3267	218.0800018310547	154.239990234375	60.20000076293945	214.8	151.20000000000005	58.1	221.68	157.36	62.5	117542	clade11sub9subsub4
3268	217.59999084472656	162.72000122070312	57.79999923706055	214.96	159.52	55.40000000000001	221.6	165.84	58.8	104332	clade11sub9subsub4
3269	219.3600006103516	159.83999633789062	60.0	215.28	157.68	57.6	223.12	162.24	62.5	103542	clade11sub9subsub4
3270	220.79998779296875	147.36000061035156	58.0	216.96	144.08	55.5	223.6	150.96	60.1	111007	clade11sub4subsub6
3271	222.0800018310547	163.1999969482422	59.4000015258789	219.76	160.32	56.2	229.04	165.84	59.7	110814	clade11sub9subsub4
3272	224.0	149.9199981689453	60.0	220.24	147.6	57.40000000000001	226.4	153.20000000000005	62.2	109368	clade11sub7subsub7
3273	224.63999938964844	161.9199981689453	60.79999923706055	219.52	160.08	58.8	228.72	165.68	62.3	99885	clade11sub9subsub4
3274	226.239990234375	158.55999755859375	59.60000228881836	222.56	155.20000000000005	57.5	229.84	161.52	61.8	104561	clade11sub9subsub4
3275	228.47999572753903	151.36000061035156	62.0	224.8	149.44	59.40000000000001	231.52	154.32	63.8	97615	clade11sub7subsub7
3276	228.63999938964844	150.39999389648438	58.0	226.0	147.28	56.0	231.68	153.36	60.1	98861	clade11sub6subsub8
3277	228.63999938964844	155.51998901367188	60.0	226.0	153.12	58.1	231.68	159.12	62.6	108323	clade11sub7subsub7
3278	230.239990234375	164.95999145507812	60.0	225.28	161.76	57.3	232.48	166.96	63.3	93817	clade11sub9subsub4
3279	232.47999572753903	158.239990234375	58.20000076293945	228.96	155.52	56.5	235.84	161.84	60.2	98236	clade11sub7subsub7
3280	231.51998901367188	148.63999938964844	61.4000015258789	228.72	145.68	59.0	233.76	151.20000000000005	64.0	101698	clade11sub7subsub7
3281	232.79998779296875	152.63999938964844	58.4000015258789	229.68	150.0	56.7	236.16	155.84	60.2	98665	clade11sub7subsub7
3282	233.75999450683597	148.63999938964844	57.79999923706055	231.12	145.76	55.6	238.08	150.64	59.90000000000001	108903	clade11sub7subsub6
3283	235.3600006103516	150.0800018310547	61.4000015258789	232.0	148.08	59.7	238.64	153.28	63.5	61250	nocladesub3
3284	239.1999969482422	163.83999633789062	59.20000076293945	237.04	160.8	57.40000000000001	243.2	166.0	64.4	93207	nocladesub7
3285	122.87999725341795	173.75999450683594	62.20000076293945	121.36	170.24	57.5	126.0	179.04	64.0	114307	nocladesub12
3286	124.47999572753906	166.72000122070312	60.79999923706055	121.84	163.84	58.7	127.44	169.52	63.2	100462	clade11sub21
3287	127.5199966430664	171.1999969482422	60.20000076293945	124.0	168.56	57.3	129.36	174.8	62.40000000000001	97853	clade11sub6subsub8
3288	130.87998962402344	174.39999389648438	59.20000076293945	128.56	171.6	56.7	133.6	176.96	62.3	100107	clade11sub6subsub8
3289	130.39999389648438	168.95999145507812	60.0	128.72	166.64	57.7	132.96	172.56	63.90000000000001	103610	clade11sub6subsub8
3290	129.1199951171875	185.27999877929688	62.79999923706055	127.6	182.0	59.3	131.36	187.68	64.9	84515	clade11sub25subsub3
3291	133.27999877929688	177.75999450683594	59.4000015258789	130.24	175.52	56.8	136.48	181.2	61.8	101787	clade9sub12
3292	148.0	178.55999755859375	60.60000228881836	143.36	173.84	59.1	150.64	181.92	62.3	79635	clade11sub6subsub9
3293	148.63999938964844	186.55999755859372	57.79999923706055	146.0	182.72	56.40000000000001	152.4	189.28	59.90000000000001	92870	clade11sub41subsub1
3294	152.3199920654297	186.72000122070312	62.79999923706055	145.84	183.2	59.1	153.28	191.68	63.2	73901	clade10sub9
3295	149.44000244140625	168.16000366210938	61.0	146.16	166.0	58.0	154.32	171.92000000000004	63.5	92757	clade3.2sub17
3296	157.44000244140625	178.0800018310547	57.20000076293945	151.44	175.44	55.1	164.8	180.24	59.1	87073	clade3.1sub45
3297	156.47999572753906	183.83999633789062	60.20000076293945	153.36	182.0	58.90000000000001	162.16	192.24	63.0	102198	clade3.1sub14
3298	158.87998962402344	166.55999755859375	64.0	156.64	164.24	59.40000000000001	161.84	169.44	66.3	90667	clade1sub19
3299	162.72000122070312	167.51998901367188	61.60000228881836	159.44	165.44	59.0	166.56	170.48	64.9	104928	clade10sub24
3300	163.0399932861328	181.75999450683597	58.79999923706055	160.64	179.12	55.1	167.28	184.48	60.8	95703	clade3.2sub16
3301	165.1199951171875	169.75999450683594	58.79999923706055	161.28	166.24	57.5	167.04	172.08	62.40000000000001	98684	clade4sub5
3302	163.1999969482422	184.8000030517578	61.20000076293945	161.36	182.64	59.5	169.6	191.44	64.60000000000001	96993	clade3.1sub46
3303	167.36000061035156	186.3999938964844	60.0	163.84	182.72	57.5	169.44	189.76	62.3	90656	clade5sub7
3304	173.44000244140625	177.59999084472656	62.0	171.04	174.72	59.6	176.4	179.6	64.2	73906	clade1sub12
3305	175.83999633789062	174.239990234375	60.79999923706055	172.96	172.56	59.3	178.96	176.4	62.7	42531	nocladesub10
3306	176.8000030517578	184.3199920654297	61.4000015258789	172.88	180.88	59.0	179.20000000000005	187.44	64.3	112800	clade1sub12
3307	180.8000030517578	172.95999145507812	60.20000076293945	177.52	170.64	58.2	182.72	174.96	61.90000000000001	52910	clade5sub16
3308	179.83999633789062	177.1199951171875	63.0	176.72	174.56	59.40000000000001	182.8	178.88	65.10000000000001	83087	clade1sub12
3309	181.9199981689453	181.9199981689453	61.4000015258789	179.68	179.12	58.90000000000001	185.92	184.96	63.8	110135	clade5sub12
3310	185.9199981689453	173.59999084472656	58.0	182.48	169.28	55.5	188.16	175.84	60.90000000000001	121181	clade10sub24
3311	187.51998901367188	168.0	60.79999923706055	185.12	165.36	59.1	189.52	169.68	62.90000000000001	44468	nocladesub10
3312	191.67999267578125	172.8000030517578	61.60000228881836	189.44	169.84	59.0	193.6	175.92000000000004	66.2	132105	clade10sub24
3313	216.47999572753903	171.67999267578125	60.60000228881836	213.84	169.28	57.7	220.56	176.88	62.7	119568	clade11sub9subsub4
3314	216.9599914550781	179.1999969482422	58.20000076293945	214.8	170.96	56.5	222.0	184.48	62.90000000000001	134706	clade11sub9subsub4
3315	219.51998901367188	181.9199981689453	60.20000076293945	214.56	179.6	58.2	221.52	185.44	62.5	118967	clade11sub11subsub1
3316	219.83999633789062	170.87998962402344	58.4000015258789	216.88	169.28	55.7	223.36	176.08	60.1	106344	clade11sub9subsub4
3317	220.79998779296875	166.55999755859375	61.4000015258789	218.08	163.84	58.90000000000001	224.08	169.6	63.2	104024	clade11sub9subsub4
3318	223.51998901367188	175.1999969482422	59.20000076293945	219.2	170.72	57.40000000000001	226.08	178.0	62.1	110136	clade11sub15subsub4
3319	228.47999572753903	168.63999938964844	58.4000015258789	220.96	165.6	56.5	230.56	171.76	60.3	127897	clade11sub9subsub4
3320	223.51998901367188	181.44000244140625	59.4000015258789	221.04	178.8	57.2	227.12	185.04	62.0	96801	clade11sub9subsub8
3321	223.0399932861328	186.3999938964844	58.79999923706055	220.72	183.92	56.90000000000001	226.8	190.32	60.40000000000001	91363	clade11sub9subsub8
3322	223.83999633789062	177.9199981689453	61.79999923706055	220.72	175.28	59.5	228.32	181.12	63.40000000000001	112829	clade11sub13subsub4
3323	225.1199951171875	168.95999145507812	61.79999923706055	219.84	165.68	59.7	227.84	170.96	64.0	118871	clade11sub9subsub4
3324	227.0399932861328	172.8000030517578	60.60000228881836	220.0	170.32	58.8	230.08	175.52	63.3	111135	clade11sub15subsub4
3325	227.83999633789062	185.75999450683597	60.60000228881836	224.08	182.08	57.8	230.24	189.04	62.0	106465	clade12sub64
3326	233.4399871826172	178.87998962402344	58.20000076293945	226.8	175.36	56.6	234.56	182.08	61.0	119335	clade11sub13subsub4
3327	230.239990234375	179.51998901367188	61.4000015258789	227.2	176.8	59.40000000000001	235.84	182.24	63.5	115582	clade11sub13subsub4
3328	231.3600006103516	184.63999938964844	58.20000076293945	229.52	182.0	56.1	234.88	188.08	60.5	104130	clade11sub45subsub1
3329	234.0800018310547	170.87998962402344	57.60000228881836	230.24	168.8	55.2	236.72	173.76	59.8	92789	clade11sub9subsub4
3330	231.83999633789062	171.51998901367188	61.0	229.52	169.28	59.2	236.0	174.4	62.90000000000001	92457	clade11sub1subsub9
3331	235.3600006103516	174.87998962402344	57.20000076293945	230.72	172.72	55.1	238.0	177.76	59.5	103095	clade11sub27subsub4
3332	235.1999969482422	181.44000244140625	61.0	230.24	179.28	58.90000000000001	237.36	183.92	63.1	71456	clade11sub45subsub1
3333	235.0399932861328	184.9599914550781	60.0	231.12	182.64	57.1	237.68	188.24	61.40000000000001	91475	clade11sub45subsub1
3334	132.95999145507812	190.87998962402344	59.0	128.08	185.2	56.90000000000001	137.6	194.16	61.7	195780	clade10sub10
3335	132.63999938964844	195.1999969482422	59.4000015258789	130.96	187.92	57.2	139.12	197.12	62.1	94847	clade10sub3subsub5-9
3336	135.67999267578122	199.1999969482422	60.20000076293945	133.04	196.32	57.8	138.08	203.28	62.8	115481	clade10sub9
3337	137.91999816894528	194.72000122070312	60.20000076293945	135.2	191.6	57.8	140.24	198.08	62.5	94609	clade10sub9
3338	140.8000030517578	200.8000030517578	57.79999923706055	136.48	197.84	56.2	143.68	204.56	60.40000000000001	84400	clade10sub3subsub5-9
3339	139.67999267578122	204.63999938964844	57.4000015258789	136.96	200.64	55.6	144.88	209.36	60.40000000000001	97882	clade10sub3subsub5-9
3340	141.44000244140625	188.9599914550781	60.60000228881836	138.32	184.64	58.5	143.12	192.8	63.1	103299	clade10sub3subsub5-9
3341	141.1199951171875	188.9599914550781	57.60000228881836	138.32	185.6	55.1	143.6	193.36	59.2	66091	clade10sub13
3342	141.27999877929688	195.0399932861328	58.79999923706055	139.04	191.92	56.2	144.08	197.92	61.40000000000001	93206	clade10sub3subsub5-9
3343	144.63999938964844	204.9599914550781	57.20000076293945	140.8	202.16	55.3	148.0	209.04	59.5	74076	clade10sub8
3344	143.1999969482422	207.67999267578125	59.60000228881836	140.24	202.0	58.3	148.48	210.64	61.90000000000001	101805	clade10sub3subsub5-9
3345	144.8000030517578	187.67999267578125	61.79999923706055	143.12	185.6	59.7	147.12	192.4	64.3	94654	clade10sub9
3346	146.72000122070312	197.9199981689453	58.20000076293945	144.48	195.6	55.40000000000001	150.4	203.04	60.40000000000001	107008	clade11sub13subsub4
3347	148.47999572753906	191.51998901367188	58.20000076293945	145.36	188.88	56.6	152.96	194.48	61.3	108466	clade3.1sub48
3348	149.9199981689453	196.0	58.60000228881836	147.52	192.72	55.7	153.76	199.04	61.40000000000001	106711	clade11sub6subsub8
3349	152.16000366210938	204.47999572753903	60.4000015258789	149.28	201.68	58.0	156.16	206.48	63.3	100681	clade9sub16
3350	154.0800018310547	201.1199951171875	61.20000076293945	151.68	195.92	58.90000000000001	156.24	204.0	64.2	104825	clade11sub13subsub4
3351	156.8000030517578	205.9199981689453	60.4000015258789	154.64	203.52	58.3	161.20000000000005	209.6	62.90000000000001	114894	clade11sub7subsub6
3352	157.27999877929688	198.55999755859372	61.0	154.8	194.64	58.40000000000001	159.52	200.88	65.7	107211	clade11sub8subsub8
3353	160.16000366210938	201.44000244140625	60.0	157.68	198.72	57.5	163.28	204.16	63.3	109893	clade11sub8subsub8
3354	159.36000061035156	207.67999267578125	57.60000228881836	155.6	203.84	55.90000000000001	160.88	210.08	60.3	56860	clade9sub16
3355	160.47999572753906	196.9599914550781	61.0	157.28	193.44	58.90000000000001	162.72	199.84	64.5	101591	clade11sub8subsub8
3356	162.72000122070312	205.75999450683597	58.60000228881836	160.0	200.72	56.7	165.68	207.92	61.3	72579	clade11sub8subsub0
3357	164.16000366210938	201.9199981689453	59.4000015258789	162.56	199.6	57.2	166.8	205.76	64.5	104110	clade11sub8subsub8
3358	164.47999572753906	197.27999877929688	58.79999923706055	162.64	193.04	57.2	168.4	200.24	63.8	112074	clade11sub8subsub8
3359	168.16000366210938	200.1599884033203	59.4000015258789	164.88	196.4	56.7	171.12	203.28	62.40000000000001	123835	clade11sub20subsub5
3360	166.87998962402344	205.27999877929688	60.0	164.64	201.68	57.1	169.12	208.08	62.90000000000001	108941	clade11sub8subsub8
3361	170.55999755859375	204.79998779296875	60.4000015258789	167.36	201.44	57.8	172.48	208.16	64.4	102604	clade11sub8subsub8
3362	171.83999633789062	198.72000122070312	61.60000228881836	168.32	196.72	58.5	174.8	202.72	64.5	98048	clade11sub6subsub8
3363	173.59999084472656	206.87998962402344	59.20000076293945	171.20000000000005	201.2	56.6	175.52	209.84	61.40000000000001	99808	clade11sub8subsub1-4
3364	176.0	203.51998901367188	60.79999923706055	173.76	200.08	57.8	178.48	206.48	63.3	114560	clade11sub7subsub6
3365	178.39999389648438	206.72000122070312	60.4000015258789	175.76	204.56	58.1	181.2	210.96	63.7	105892	clade11sub7subsub7
3366	179.67999267578125	200.9599914550781	61.4000015258789	175.44	193.84	59.7	181.76	203.68	66.4	93750	clade11sub8subsub0
3367	186.55999755859372	201.59999084472656	60.79999923706055	184.32	198.32	58.2	189.04	205.12	63.1	121931	clade11sub17subsub6
3368	189.75999450683597	204.79998779296875	59.4000015258789	186.4	200.24	56.8	192.32	207.52	61.40000000000001	111662	clade11sub17subsub6
3369	191.3600006103516	200.63999938964844	61.0	189.28	198.16	58.5	194.08	204.16	64.3	106952	clade11sub9subsub4
3370	194.55999755859372	200.1599884033203	58.0	190.4	196.88	56.1	198.0	203.36	61.1	115398	clade11sub9subsub3
3371	194.3999938964844	204.63999938964844	60.60000228881836	191.76	201.52	58.40000000000001	197.28	207.44	64.2	116339	clade11sub8subsub0
3372	197.75999450683597	202.239990234375	61.0	194.8	199.28	58.90000000000001	200.08	204.72	63.3	87427	clade11sub15subsub4
3373	200.8000030517578	199.83999633789062	60.0	197.92	197.6	57.6	205.2	202.32	62.90000000000001	116109	clade11sub15subsub4
3374	202.87998962402344	204.3199920654297	58.79999923706055	199.76	199.36	56.3	206.24	206.88	61.0	114073	clade11sub15subsub4
3375	208.1599884033203	198.55999755859372	61.79999923706055	205.6	196.4	59.40000000000001	211.44	201.04	64.4	96902	clade11sub21
3376	208.63999938964844	202.3999938964844	60.60000228881836	205.68	198.72	58.7	213.04	204.72	62.3	97141	clade11sub9subsub8
3377	211.3600006103516	199.83999633789062	57.79999923706055	206.4	197.52	55.5	213.84	203.76	59.7	137867	clade11sub9subsub8
3378	209.27999877929688	206.3999938964844	60.79999923706055	206.56	204.0	57.90000000000001	212.96	209.04	63.3	124387	clade11sub7subsub7
3379	212.0	208.63999938964844	57.4000015258789	208.16	204.16	55.0	214.72	211.2	59.6	105332	clade11sub7subsub7
3380	214.55999755859372	200.3199920654297	61.60000228881836	211.2	198.0	59.5	218.0	202.56	64.0	98781	clade11sub56
3381	215.83999633789062	204.0	60.4000015258789	212.8	200.56	57.7	218.72	206.56	62.8	120153	clade11sub6subsub8
3382	218.72000122070312	199.51998901367188	57.20000076293945	214.32	196.24	55.0	222.16	201.76	59.3	96898	clade11sub52
3383	219.51998901367188	187.51998901367188	60.60000228881836	216.4	184.4	57.90000000000001	222.56	191.04	62.90000000000001	104901	clade11sub56
3384	220.47999572753903	203.3600006103516	61.79999923706055	216.72	200.48	59.3	222.32	207.68	64.0	98279	clade11sub45subsub1
3385	221.75999450683597	195.67999267578125	58.79999923706055	218.96	190.88	56.90000000000001	224.24	198.16	62.7	92139	clade11sub52
3386	221.59999084472656	197.44000244140625	61.60000228881836	216.8	192.08	58.40000000000001	224.16	200.32	64.60000000000001	69656	clade8sub63
3387	223.0399932861328	204.9599914550781	59.0	219.76	203.44	56.40000000000001	225.2	208.88	64.8	109891	clade11sub3subsub7
3388	225.9199981689453	192.1599884033203	59.4000015258789	222.56	188.56	57.0	228.4	196.8	61.90000000000001	140750	clade9sub17
3389	226.72000122070312	198.87998962402344	60.4000015258789	223.68	195.76	58.40000000000001	230.56	201.6	65.2	121081	clade11sub48
