label_id	max_midgut_endo	max_first_view	colour_midgut	colour_first_view
1	1.4584354339590993e-14	0.5785290671518376	255-232-213-56	255-254-152-44
2	2.3134383004278946e-13	0.0026390933583993	255-232-213-56	255-254-152-44
3	1.6369759329641372e-14	0.0146923226143767	255-24-215-202	255-254-152-44
4	2.877646590978873e-06	0.2445797192755271	255-70-122-242	255-254-152-44
5	3.0546221517684055e-29	1.1941000175396542e-12	255-247-113-27	255-70-122-242
6	3.0110558843161856e-18	5.4899905951887056e-15	255-70-122-242	255-212-231-53
7	1.9374208197336057e-07	1.1446408031067798e-05	255-70-122-242	255-212-231-53
8	8.588417934550232e-19	2.8473792299750303e-11	255-24-215-202	255-122-4-2
9	3.9170380137395846e-28	1.5664364505655682e-15	255-24-215-202	255-122-4-2
10	6.263123708852905e-25	6.401153291311317e-16	255-24-215-202	255-26-209-210
11	2.6264636955121577e-25	1.6028759771583158e-19	255-24-215-202	255-26-209-210
12	1.5005481496383018e-23	3.7814494694846456e-16	255-24-215-202	255-70-122-242
13	5.84050609556535e-24	4.0790869626216073e-16	255-24-215-202	255-254-152-44
14	1.6871571923976094e-17	1.588788994992609e-16	255-24-215-202	255-101-252-104
15	9.93248655141106e-25	1.0662706234257795e-17	255-24-215-202	255-26-209-210
16	1.2873843139634845e-19	2.3649414275183004e-14	255-70-122-242	255-70-122-242
17	6.110181208324257e-20	2.0386216630642128e-10	255-24-215-202	255-254-152-44
18	1.5022965354994974e-29	6.810190432022706e-21	255-70-122-242	255-70-122-242
19	6.095529678711838e-16	4.251539192120401e-11	255-24-215-202	255-26-209-210
20	1.0494581672263664e-24	1.2942246772772305e-18	255-70-122-242	255-26-209-210
21	2.4979195211118194e-25	2.709799712231573e-12	255-70-122-242	255-26-209-210
22	4.587408546614093e-28	3.1771018172242627e-20	255-24-215-202	255-122-4-2
23	2.139531819580394e-25	4.0198514840973715e-20	255-24-215-202	255-26-209-210
24	1.0213623911142085e-15	5.5635920823934045e-14	255-24-215-202	255-122-4-2
25	1.7584825877005263e-10	1.4260718237259741e-08	255-70-122-242	255-101-252-104
26	6.395695982385796e-08	0.0781551273406259	255-232-213-56	255-70-122-242
27	1.8609694017388737e-21	1.4172699425436972e-14	255-247-113-27	255-122-4-2
28	2.5060212928347692e-09	0.228193374557461	255-232-213-56	255-70-122-242
29	1.8582935531697238e-11	5.749062558992805e-11	255-24-215-202	255-101-252-104
30	3.5061677839453463e-17	4.307434729378885e-14	255-70-122-242	255-70-122-242
31	3.4438709335907136e-14	9.789876762139398e-13	255-70-122-242	255-101-252-104
32	9.869708221870056e-05	5.281168330415351e-05	255-128-254-83	255-122-4-2
33	1.040637751574468e-31	4.433057520282568e-27	255-70-122-242	255-70-122-242
34	4.130037909469415e-08	0.0838780359357609	255-24-215-202	255-122-4-2
35	4.80728404619835e-07	9.485096860322268e-07	255-122-4-2	255-122-4-2
36	8.07088784120854e-08	0.4116034983519105	255-222-62-8	255-254-152-44
37	5.16287851514376e-13	1.1780171917081626e-11	255-70-122-242	255-122-4-2
38	2.831900924542586e-23	1.7314525272860454e-19	255-24-215-202	255-122-4-2
39	2.787588448244014e-19	1.7884030948807802e-17	255-70-122-242	255-122-4-2
41	1.833938374109178e-07	0.3067235178409488	255-128-254-83	255-122-4-2
42	1.147087653006054e-29	1.1774773223961209e-19	255-24-215-202	255-122-4-2
43	2.5113802955958185e-16	6.817147419913731e-09	255-70-122-242	255-122-4-2
44	2.587833141307808e-13	1.2674092650355341e-13	255-24-215-202	255-122-4-2
45	1.3558422073047587e-20	1.1582420317730055e-14	255-24-215-202	255-122-4-2
46	0.0003201675261582	0.0031174743658678	255-232-213-56	255-70-122-242
47	1.051680958530528e-19	3.7702978761564084e-13	255-70-122-242	255-70-122-242
48	1.7317589115041252e-05	3.4152534412455363e-05	255-180-27-1	255-101-252-104
49	1.1238212427814694e-10	2.612113315560432e-10	255-70-122-242	255-101-252-104
50	1.2598622431082044e-32	2.7322700509683563e-19	255-70-122-242	255-26-209-210
51	3.2206364648790664e-23	1.5534998351624654e-17	255-24-215-202	255-122-4-2
52	2.535597776981091e-19	9.441389959570212e-17	255-24-215-202	255-26-209-210
53	3.455691672073635e-17	1.0346050010239868e-15	255-24-215-202	255-122-4-2
54	3.21435315053399e-28	1.9358701467640792e-20	255-24-215-202	255-122-4-2
55	5.172733690735743e-21	1.1611113347731547e-14	255-24-215-202	255-70-122-242
56	1.8840517619939984e-06	1.315573007549406e-06	255-70-122-242	255-122-4-2
57	1.0414484035633226e-11	0.0068778058602415	255-232-213-56	255-254-152-44
58	4.3737119529076726e-20	9.534451877468496e-17	255-70-122-242	255-101-252-104
59	1.1391441431536562e-14	3.532762722650474e-13	255-70-122-242	255-101-252-104
60	1.1530718267765942e-13	3.5511000244595244e-12	255-70-122-242	255-212-231-53
61	8.315332210558183e-24	1.9411888782167689e-19	255-24-215-202	255-122-4-2
62	0.0030901400033663	2.7917157040885847e-05	255-122-4-2	255-101-252-104
68	3.638996269470356e-05	3.1625141248286098e-06	255-128-254-83	255-122-4-2
69	4.563747601363883e-19	1.332679605103681e-14	255-70-122-242	255-212-231-53
70	4.481390545972701e-18	3.794836640812306e-15	255-24-215-202	255-212-231-53
71	5.116086668326451e-05	0.0019593664984472	255-232-213-56	255-70-122-242
72	8.470104247376483e-08	2.83529597234128e-05	255-70-122-242	255-70-122-242
73	1.925413033838717e-21	6.325395006353247e-19	255-24-215-202	255-122-4-2
74	0.2075723070294009	0.0001882995235799	255-128-254-83	255-70-122-242
75	7.738102771048107e-05	0.0001544116700997	255-122-4-2	255-70-122-242
77	5.714573754506598e-29	1.0076083348175282e-23	255-24-215-202	255-26-209-210
78	0.2203051976778453	0.000826652919032	255-122-4-2	255-101-252-104
79	2.446041507738039e-30	2.995239323808432e-20	255-70-122-242	255-212-231-53
80	3.994073597932021e-20	3.569501259222357e-17	255-24-215-202	255-122-4-2
81	0.0120677201662544	5.270690064711808e-05	255-187-244-52	255-70-122-242
82	2.767615240993663e-17	6.905412422408804e-17	255-24-215-202	255-26-209-210
83	0.027961052056047	0.0002498690321258	255-187-244-52	255-101-252-104
84	6.222026890275437e-25	6.238582628536588e-21	255-70-122-242	255-101-252-104
85	3.3883645796990107e-16	1.5210645964036702e-13	255-70-122-242	255-101-252-104
86	0.3414750282506845	0.0001803612499837	255-128-254-83	255-101-252-104
87	1.2919436861968688e-11	0.0172935105857572	255-70-122-242	255-26-209-210
88	0.0007565772298337	0.0270896127950509	255-128-254-83	255-254-152-44
89	4.889364206709951e-13	2.0727101746292162e-07	255-232-213-56	255-212-231-53
90	5.488618176379303e-23	3.06353766518702e-18	255-70-122-242	255-212-231-53
91	4.122341783311745e-12	0.0014461898002114	255-232-213-56	255-70-122-242
92	1.4293415441954036e-13	0.5059167227144623	255-232-213-56	255-70-122-242
93	0.0105688900019705	5.461257185033773e-05	255-187-244-52	255-101-252-104
94	3.7068291804133664e-11	1.4305546589450768e-11	255-247-113-27	255-70-122-242
95	0.0001623515591371	0.0022764544053049	255-24-215-202	255-122-4-2
96	2.5817019324850578e-17	1.9981593928742692e-13	255-70-122-242	255-212-231-53
97	1.9831652221612223e-18	1.119275458981581e-11	255-222-62-8	255-70-122-242
98	0.0067637300053064	2.0952413209316387e-06	255-187-244-52	255-70-122-242
99	0.0026792802045986	1.1559936942901276e-05	255-187-244-52	255-70-122-242
100	0.0011104223970191	0.0549523429759995	255-128-254-83	255-26-209-210
101	1.0448663021100697e-06	0.1610971004548494	255-24-215-202	255-122-4-2
102	8.06505077590266e-08	2.0479142753391343e-06	255-24-215-202	255-101-252-104
103	4.973011606037693e-16	7.459821720848913e-15	255-24-215-202	255-70-122-242
104	9.819183946793515e-21	1.0096127789998894e-16	255-24-215-202	255-26-209-210
105	6.797209298330786e-12	1.3697180801803392e-11	255-53-243-148	255-101-252-104
106	0.0006240965490654	7.622318199182912e-06	255-128-254-83	255-70-122-242
107	0.0027549205205411	0.0001820812948183	255-24-215-202	255-70-122-242
109	0.0127925362554567	7.273841186514534e-05	255-128-254-83	255-101-252-104
110	1.1443270146172537e-21	1.835244896930772e-19	255-24-215-202	255-212-231-53
111	1.4076309761805316e-07	2.5419302644892853e-08	255-128-254-83	255-70-122-242
112	2.6691510148596922e-11	0.9996244550037297	255-232-213-56	255-26-209-210
113	1.3057533028746701e-21	2.293738951408281e-17	255-24-215-202	255-70-122-242
115	1.1380133444287755e-09	2.9196508184619e-07	255-70-122-242	255-212-231-53
116	2.751944746258528e-16	5.835039505732234e-10	255-24-215-202	255-70-122-242
117	1.716253205458201e-12	2.3091802394822704e-05	255-232-213-56	255-212-231-53
118	5.587853142157685e-20	3.896339664999842e-16	255-70-122-242	255-70-122-242
119	1.5475079089112458e-10	0.0012444716060172	255-70-122-242	255-70-122-242
120	2.0707334180149863e-14	2.948463007101358e-09	255-70-122-242	255-212-231-53
121	3.3356340490029074e-27	4.420222527341053e-19	255-24-215-202	255-70-122-242
122	4.834377552222698e-18	1.0777875018822059e-13	255-24-215-202	255-122-4-2
123	4.8852592548359576e-14	8.970939261437559e-12	255-24-215-202	255-122-4-2
124	4.2083159855804115e-25	2.327279965631528e-20	255-24-215-202	255-70-122-242
125	0.1585737649184	0.0639596763273447	255-232-213-56	255-70-122-242
127	1.327282788661541e-07	4.294001083465993e-09	255-24-215-202	255-101-252-104
128	1.5566635525914057e-11	1.954459488732772e-12	255-24-215-202	255-101-252-104
129	0.0031984851207805	0.0799338325759704	255-232-213-56	255-26-209-210
130	6.758753859846751e-11	0.964519193045116	255-70-122-242	255-26-209-210
131	0.0325644596146485	0.1280287711395607	255-232-213-56	255-26-209-210
132	2.5338997371241253e-24	1.2562851887364423e-20	255-24-215-202	255-212-231-53
133	7.47989877505783e-08	7.115007475045163e-08	255-24-215-202	255-70-122-242
134	3.264646121253288e-15	7.233050645520107e-15	255-24-215-202	255-122-4-2
135	5.141617171373752e-15	1.0369281503055602e-15	255-24-215-202	255-122-4-2
136	3.4460482587123668e-15	1.3301218677770684e-17	255-24-215-202	255-122-4-2
137	9.78794457083992e-20	1.2595906999225578e-17	255-24-215-202	255-70-122-242
138	8.328457501156579e-20	5.944141181011791e-19	255-24-215-202	255-70-122-242
139	1.0278838159871614e-14	0.999765506913784	255-247-113-27	255-26-209-210
140	1.7157191213190186e-11	0.001198093083985	255-247-113-27	255-26-209-210
141	4.713224898178671e-13	1.282618937914145e-07	255-70-122-242	255-70-122-242
142	0.0300332422113841	0.0022584796579335	255-128-254-83	255-70-122-242
143	2.0134388135964303e-11	0.0846458003443892	255-70-122-242	255-26-209-210
144	3.2520201140794476e-08	9.279878572001134e-10	255-53-243-148	255-70-122-242
145	2.066735717311497e-20	7.335736875396004e-14	255-24-215-202	255-122-4-2
146	8.737184994934864e-19	8.188012412299293e-16	255-24-215-202	255-70-122-242
147	1.1057320373381512e-08	0.0026503093168368	255-232-213-56	255-70-122-242
148	1.2042488373236332e-14	1.1816807848728326e-11	255-24-215-202	255-122-4-2
149	4.487799790971683e-19	4.772081182077357e-15	255-24-215-202	255-212-231-53
150	6.250574136354278e-12	8.177403920885682e-13	255-24-215-202	255-70-122-242
151	0.0191910904875682	0.0003968501399357	255-128-254-83	255-101-252-104
152	4.059120185482999e-10	8.340032137055787e-05	255-247-113-27	255-26-209-210
153	0.1325108957187201	0.0001096165374631	255-128-254-83	255-101-252-104
154	3.073484308242756e-09	0.0096672841306652	255-247-113-27	255-26-209-210
155	1.113725002824889e-09	5.771693569051824e-06	255-70-122-242	255-212-231-53
156	0.0008582641893521	0.0108669812083222	255-232-213-56	255-70-122-242
157	1.6812445256874843e-08	1.5602197154496495e-05	255-70-122-242	255-122-4-2
158	7.844148990876244e-13	3.0108784450438736e-12	255-24-215-202	255-70-122-242
159	0.014740214261965	0.0029539514895263	255-128-254-83	255-70-122-242
160	1.957143645951277e-23	7.616427435853368e-15	255-70-122-242	255-212-231-53
161	0.0001470405101298	2.881902984320797e-05	255-128-254-83	255-101-252-104
162	7.357101025745411e-12	9.62503371080303e-13	255-24-215-202	255-70-122-242
163	6.662995994474057e-17	1.3148216452171045e-13	255-24-215-202	255-70-122-242
164	0.0001812700511038	0.0016636382749991	255-128-254-83	255-70-122-242
165	2.32980428152948e-19	5.3413929729839104e-17	255-24-215-202	255-70-122-242
166	1.1856592188718332e-07	1.0726611324737647e-06	255-70-122-242	255-212-231-53
167	5.060470820490154e-06	1.2449656470362664e-05	255-53-243-148	255-70-122-242
168	6.200295516977518e-12	4.83881026482993e-12	255-24-215-202	255-101-252-104
169	5.247366456296353e-13	6.830691121284928e-08	255-24-215-202	255-254-152-44
170	0.000196895579581	0.4275223983034407	255-232-213-56	255-70-122-242
171	1.4923078801805326e-16	4.293071849258349e-13	255-70-122-242	255-212-231-53
172	3.1354557459640047e-18	2.927227157888436e-17	255-180-27-1	255-101-252-104
173	0.0008257595529845	0.004875465659824	255-247-113-27	255-70-122-242
174	1.6109467388863277e-06	1.5233334966026357e-05	255-128-254-83	255-26-209-210
175	0.1081853482204539	4.5248567765188696e-05	255-128-254-83	255-101-252-104
176	1.1894841665822592e-05	1.63814352645559e-06	255-24-215-202	255-70-122-242
177	1.758518392910832e-09	5.241163906924586e-06	255-128-254-83	255-26-209-210
178	1.208919573333175e-12	0.0041278105518056	255-70-122-242	255-122-4-2
179	0.0007399218891095	3.541243566437265e-05	255-70-122-242	255-101-252-104
180	1.8729635083904133e-05	4.5412733439214776e-05	255-70-122-242	255-101-252-104
181	6.395972733993795e-11	1.330750038018981e-11	255-53-243-148	255-70-122-242
182	4.953435584186224e-12	2.726604277696819e-12	255-24-215-202	255-122-4-2
183	0.0040377741853208	0.1709351447405134	255-232-213-56	255-70-122-242
184	6.104601021228043e-05	0.0012020318980901	255-70-122-242	255-101-252-104
185	1.2864089040199126e-10	5.842619793777252e-10	255-180-27-1	255-122-4-2
186	0.0036948876203177	1.109934412331823e-05	255-128-254-83	255-101-252-104
187	7.687800839513173e-21	9.441421523009857e-21	255-24-215-202	255-122-4-2
188	1.4535892798994922e-13	1.0669460378392203e-09	255-128-254-83	255-217-56-6
189	9.611678104165655e-09	3.18704293536912e-12	255-24-215-202	255-122-4-2
190	2.2781408174567862e-06	0.0019165952954177	255-247-113-27	255-26-209-210
191	0.0001037749849393	1.2643403297550965e-05	255-122-4-2	255-70-122-242
192	9.910234035879321e-14	1.3946202253132093e-12	255-24-215-202	255-70-122-242
193	1.775853205805254e-05	0.0002736606216941	255-247-113-27	255-212-231-53
194	8.601046895143762e-05	0.0013794149002951	255-70-122-242	255-101-252-104
195	0.000105072782872	0.1316906698162931	255-232-213-56	255-26-209-210
197	2.100268477086722e-12	5.533114232024192e-10	255-70-122-242	255-101-252-104
198	3.6870167935332647e-06	0.0060860667621191	255-232-213-56	255-254-152-44
199	3.042704112947857e-05	0.0801770718780438	255-232-213-56	255-217-56-6
200	0.0018375745598941	0.3466352252307131	255-232-213-56	255-217-56-6
201	3.0423914562727207e-06	0.0034431155601904	255-232-213-56	255-26-209-210
202	4.1455221853291626e-12	4.191764231054855e-05	255-70-122-242	255-26-209-210
203	8.259450612268453e-14	1.1275583598934022e-12	255-24-215-202	255-122-4-2
204	7.764815679651451e-06	3.066142537766016e-05	255-70-122-242	255-212-231-53
205	9.11915683677586e-06	6.309502744822951e-07	255-24-215-202	255-70-122-242
206	0.0059588587542445	0.0390059782994675	255-232-213-56	255-70-122-242
207	9.217410033698957e-06	0.0003162326246192	255-122-4-2	255-101-252-104
208	1.0936640664831195e-16	1.1206543196698818e-15	255-24-215-202	255-122-4-2
209	4.044743680156359e-05	0.0017243231284099	255-232-213-56	255-70-122-242
210	5.127366088371433e-22	8.797528193195069e-21	255-24-215-202	255-101-252-104
211	1.6040083188659106e-05	1.1517861653028626e-06	255-70-122-242	255-122-4-2
212	0.0001028477268342	0.4086838913276525	255-232-213-56	255-70-122-242
213	0.0024789095190642	0.0271998195251753	255-128-254-83	255-254-152-44
214	9.329316558858543e-06	5.920288576593935e-06	255-232-213-56	255-254-152-44
215	1.2462265834842765e-06	0.0005775759402366	255-24-215-202	255-217-56-6
216	0.1347585519141867	0.0001263907298219	255-128-254-83	255-101-252-104
217	0.0005498184242196	0.0016366239753058	255-128-254-83	255-26-209-210
218	0.0855764282913361	0.0001629253910062	255-128-254-83	255-101-252-104
219	3.846404384393964e-06	4.893752363153498e-06	255-70-122-242	255-122-4-2
220	0.0737527552346622	0.0013244918073579	255-232-213-56	255-70-122-242
221	1.1933038862000534e-05	0.0154749268463799	255-70-122-242	255-70-122-242
222	1.0864575185454812e-10	9.795655276862291e-07	255-24-215-202	255-122-4-2
223	8.339122091546148e-06	0.002764682253199	255-70-122-242	255-101-252-104
224	1.7292265279954184e-06	0.0001449966398961	255-128-254-83	255-217-56-6
225	6.738103182556342e-14	0.001051908639205	255-24-215-202	255-70-122-242
226	5.02817955654677e-10	2.1411328238945208e-09	255-247-113-27	255-212-231-53
227	9.142891291848427e-10	1.3727099245292791e-09	255-247-113-27	255-70-122-242
228	0.0195801007508311	0.0008439020387509	255-247-113-27	255-70-122-242
229	0.1595811357663089	0.0005702927652099	255-128-254-83	255-101-252-104
230	8.230699892410858e-06	2.1160192826207456e-05	255-122-4-2	255-70-122-242
231	6.241386102669702e-05	0.0568917432310699	255-70-122-242	255-254-152-44
232	0.0017994793953224	0.0046490219318129	255-24-215-202	255-122-4-2
233	0.2302331271526772	0.0005069206181959	255-128-254-83	255-101-252-104
235	0.0001603479044918	0.0103766181303144	255-70-122-242	255-70-122-242
236	2.479483880691658e-05	0.0001876576158064	255-24-215-202	255-70-122-242
237	3.050571228911068e-05	0.1666552735588163	255-232-213-56	255-26-209-210
238	0.001449098181221	0.11096289223038	255-232-213-56	255-70-122-242
239	1.8770518810909407e-09	1.917866267038191e-05	255-247-113-27	255-70-122-242
240	3.993102890788246e-11	1.7273178435074297e-06	255-247-113-27	255-212-231-53
241	1.2509256670524358e-06	0.0002975872318588	255-247-113-27	255-122-4-2
242	3.612548508802661e-18	8.688073081870108e-18	255-24-215-202	255-122-4-2
243	1.4324430887404099e-09	9.628373888591804e-11	255-24-215-202	255-212-231-53
244	5.002583321420884e-10	7.897749527443174e-06	255-70-122-242	255-70-122-242
245	9.764235874251736e-14	2.8703287689423223e-13	255-24-215-202	255-122-4-2
246	4.0355066680943225e-19	3.790452715814167e-19	255-24-215-202	255-122-4-2
247	5.557920347447466e-05	0.00302100937175	255-24-215-202	255-101-252-104
248	0.2127004676324951	0.0107296694362243	255-128-254-83	255-101-252-104
249	1.5316835685949478e-14	6.266928358893946e-13	255-24-215-202	255-122-4-2
250	2.1846603495586136e-06	5.0297969583603567e-05	255-247-113-27	255-70-122-242
251	1.406780377666498e-08	2.7017716162576456e-05	255-128-254-83	255-70-122-242
252	1.0755941395122247e-09	4.387036689440168e-06	255-70-122-242	255-70-122-242
253	1.138541599800692e-15	1.7570884055136778e-13	255-24-215-202	255-122-4-2
254	3.838225580632164e-11	1.959007552514978e-07	255-24-215-202	255-122-4-2
255	4.7574385522657135e-14	9.536142741741123e-14	255-24-215-202	255-122-4-2
256	2.226602358174718e-16	1.3393742635958865e-15	255-24-215-202	255-122-4-2
257	1.6548911034168223e-14	1.0265446789676476e-13	255-24-215-202	255-122-4-2
258	7.555828306551753e-07	0.3013714389118761	255-24-215-202	255-101-252-104
259	1.0154884124259864e-06	2.442605909532448e-07	255-70-122-242	255-101-252-104
260	5.663595506651613e-05	0.9979952019211866	255-70-122-242	255-101-252-104
261	5.9962906612048146e-12	3.638470303733219e-05	255-70-122-242	255-70-122-242
262	2.5779994876830002e-12	0.0001059903310404	255-24-215-202	255-70-122-242
263	2.2850280836922959e-07	2.1263811828343078e-06	255-247-113-27	255-70-122-242
264	1.874939276463828e-15	1.4005427407326706e-07	255-70-122-242	255-70-122-242
265	8.043933181897016e-13	9.512551121037995e-12	255-24-215-202	255-122-4-2
266	5.875838448192997e-05	0.0043465191691914	255-70-122-242	255-70-122-242
267	1.3709142748951745e-13	3.2374729898236293e-13	255-24-215-202	255-122-4-2
268	2.5645956039697184e-14	1.3168402698502011e-14	255-24-215-202	255-122-4-2
269	8.392243273976992e-05	1.0631463790731049e-07	255-187-244-52	255-70-122-242
270	0.5003633865903316	0.1927629789939343	255-24-215-202	255-101-252-104
271	3.2379456745032066e-15	4.32355656540554e-11	255-247-113-27	255-26-209-210
272	3.26057024052699e-10	0.0001103966473582	255-70-122-242	255-122-4-2
273	0.0002577893829474	0.0029038889051737	255-187-244-52	255-70-122-242
274	0.0036867722432936	0.3763281198860259	255-70-122-242	255-101-252-104
275	6.543042096871106e-11	1.515293586707855e-05	255-24-215-202	255-70-122-242
276	5.897521682208393e-12	6.054493640265725e-12	255-24-215-202	255-122-4-2
277	1.9899546223519998e-07	4.985284989628173e-09	255-24-215-202	255-101-252-104
278	7.378988880480781e-13	2.5508517975556708e-11	255-24-215-202	255-122-4-2
279	4.666986417442808e-09	3.4546905437977494e-11	255-53-243-148	255-70-122-242
280	0.0127636202865583	0.7106402208969723	255-70-122-242	255-101-252-104
281	0.024629368431569	0.233024713647776	255-24-215-202	255-217-56-6
282	1.776933929698739e-19	3.3295792315065383e-09	255-24-215-202	255-70-122-242
283	7.234352092944645e-09	0.0677012372241238	255-247-113-27	255-122-4-2
284	5.0221796445499987e-14	2.6472911201917416e-12	255-24-215-202	255-212-231-53
285	2.963504539314125e-12	5.366135459531312e-13	255-24-215-202	255-122-4-2
286	4.918787643908943e-07	1.5229061126349774e-06	255-24-215-202	255-70-122-242
287	1.6013076863889043e-09	8.863945815490294e-06	255-128-254-83	255-70-122-242
288	1.2776809719302677e-13	2.0165914016085064e-12	255-70-122-242	255-212-231-53
289	1.3233262134372897e-15	3.8304817426319273e-14	255-24-215-202	255-122-4-2
290	0.0024048458071236	0.0001659311245143	255-247-113-27	255-101-252-104
291	0.0002292741706721	6.340289293077546e-05	255-70-122-242	255-101-252-104
292	1.1312617137997698e-11	1.2878192805863625e-12	255-222-62-8	255-122-4-2
294	1.1810693057721577e-12	5.56001840825624e-09	255-24-215-202	255-70-122-242
296	0.0025800041193865	0.0002991890143081	255-128-254-83	255-70-122-242
297	0.0011339258509379	0.000878346962464	255-53-243-148	255-122-4-2
298	0.0107384825587301	0.0489394319348576	255-128-254-83	255-70-122-242
299	1.32722389286668e-11	1.6907117804681295e-10	255-247-113-27	255-212-231-53
300	2.5633017237913614e-07	0.000288236133111	255-247-113-27	255-70-122-242
301	0.0013537163977979	0.2257207495656841	255-70-122-242	255-101-252-104
302	0.0041974222612198	0.0007473134785383	255-53-243-148	255-101-252-104
303	0.0139518399811442	1.1247241842701477e-05	255-128-254-83	255-70-122-242
304	1.3163390146780144e-08	0.0006909229210562	255-232-213-56	255-70-122-242
305	6.849343766571643e-13	1.0528916631260955e-09	255-24-215-202	255-122-4-2
307	3.2357448550260764e-07	0.0009268334471048	255-24-215-202	255-26-209-210
308	7.244129030762943e-21	2.128393247945597e-20	255-24-215-202	255-101-252-104
309	0.0188171446486358	0.0001539188228657	255-24-215-202	255-101-252-104
310	5.099835315439217e-13	4.795871302220576e-10	255-24-215-202	255-212-231-53
312	0.0026783505283394	0.0303868509236971	255-24-215-202	255-101-252-104
313	1.95140017583742e-07	6.769798268652045e-05	255-53-243-148	255-217-56-6
314	0.0179988164154854	7.545047590378027e-05	255-128-254-83	255-101-252-104
315	0.0924524913959185	0.1961795681094721	255-24-215-202	255-101-252-104
317	9.66534640430621e-07	0.0002625095762556	255-53-243-148	255-70-122-242
318	1.1171696913292803e-07	0.0102652759108299	255-232-213-56	255-26-209-210
319	4.126817143864703e-23	2.6017033662476163e-23	255-24-215-202	255-212-231-53
320	0.0194163689319354	0.0425026741598156	255-70-122-242	255-101-252-104
321	7.161834316163842e-12	2.3134192579299287e-11	255-24-215-202	255-122-4-2
322	1.3778121221830524e-06	5.659126158622399e-08	255-187-244-52	255-70-122-242
323	0.0092701619501931	5.496887755928323e-05	255-24-215-202	255-101-252-104
324	8.607228059312245e-13	2.2814035226687955e-11	255-24-215-202	255-70-122-242
325	5.759119325513266e-17	1.6710970658931696e-15	255-24-215-202	255-122-4-2
326	8.30218204849623e-08	6.962492270395403e-08	255-24-215-202	255-122-4-2
327	0.0109294767270288	3.443945497749487e-05	255-53-243-148	255-70-122-242
328	0.0028421004265057	0.0010862952620404	255-24-215-202	255-122-4-2
329	9.800878480883717e-07	0.0144200711625724	255-70-122-242	255-101-252-104
330	0.0086266889550371	0.0029608546802694	255-122-4-2	255-101-252-104
331	8.273489009659045e-15	5.193740965413965e-15	255-24-215-202	255-122-4-2
332	1.1101618938228344e-16	8.811932701392325e-14	255-24-215-202	255-26-209-210
333	0.5818218824579509	0.0325554602049613	255-24-215-202	255-101-252-104
334	0.0011910988259268	0.0010635993932722	255-232-213-56	255-254-152-44
335	0.1225302827739	0.0006096091376178	255-128-254-83	255-70-122-242
336	2.926636450498052e-26	3.779494690566076e-12	255-180-27-1	255-122-4-2
337	0.0084029140913882	0.0434470150425869	255-70-122-242	255-101-252-104
338	2.9974735105506215e-17	1.0196751768823455e-16	255-24-215-202	255-70-122-242
339	1.5593788657642233e-08	6.324288936992774e-05	255-232-213-56	255-26-209-210
340	0.0015905633607116	0.0029745841554191	255-232-213-56	255-70-122-242
342	4.049652505104111e-07	0.000111094014571	255-232-213-56	255-26-209-210
343	0.0349248516252215	0.0004878842725702	255-128-254-83	255-70-122-242
344	1.983122065006703e-06	0.0038832227877304	255-70-122-242	255-122-4-2
345	1.6232399937047268e-15	2.138582713832836e-07	255-24-215-202	255-122-4-2
346	8.476684519881154e-18	2.6525484657667082e-18	255-24-215-202	255-122-4-2
347	0.0001842796948397	6.454215717156372e-05	255-122-4-2	255-101-252-104
348	7.050421042850848e-05	0.2988532064213977	255-232-213-56	255-212-231-53
349	4.926134407258785e-09	1.8511699725963568e-10	255-24-215-202	255-70-122-242
350	2.7525630545243745e-17	3.729240656052093e-16	255-24-215-202	255-122-4-2
351	2.7942510729134906e-12	1.5327345540846695e-14	255-24-215-202	255-122-4-2
352	2.496601113283905e-07	1.6034058480209962e-08	255-53-243-148	255-101-252-104
353	1.0243614412826417e-13	1.6565489075098657e-07	255-232-213-56	255-26-209-210
354	3.553193646578877e-11	1.1213138018266652e-11	255-247-113-27	255-122-4-2
355	0.0174076733093574	0.0113140580921088	255-70-122-242	255-101-252-104
356	1.0669691137203965e-08	0.0265551688043631	255-232-213-56	255-70-122-242
357	1.0714665134877614e-12	1.2140601171705188e-10	255-247-113-27	255-70-122-242
358	7.56799687988901e-10	8.172957376838716e-13	255-24-215-202	255-122-4-2
359	1.592789080656325e-16	3.0414302755136654e-13	255-70-122-242	255-101-252-104
360	0.2431787380581364	0.0041762993374139	255-53-243-148	255-101-252-104
361	4.619095525968037e-05	4.858331375078407e-06	255-247-113-27	255-70-122-242
362	0.0003570002411677	7.678358814986353e-07	255-24-215-202	255-122-4-2
364	4.586241836995634e-08	9.099326781930614e-06	255-53-243-148	255-70-122-242
365	2.2670931175144823e-10	4.522634003468816e-05	255-232-213-56	255-70-122-242
366	2.77911191094716e-13	6.621163005822366e-11	255-24-215-202	255-122-4-2
367	1.0693074158863799e-10	2.0321313019014606e-07	255-232-213-56	255-122-4-2
368	7.823876824527223e-06	0.0001706614130594	255-70-122-242	255-101-252-104
369	0.0107616922970104	8.810780525589084e-08	255-24-215-202	255-101-252-104
370	7.509327591097022e-06	9.105157526960648e-05	255-70-122-242	255-101-252-104
371	7.616493260841344e-15	1.2135448074767212e-05	255-70-122-242	255-70-122-242
372	6.772583397165586e-14	2.0760100756024493e-05	255-24-215-202	255-212-231-53
373	2.6286821195562122e-09	0.0298148335456909	255-232-213-56	255-70-122-242
