label_id	Cardiovascular system	Midgut	Sensory Motile Cilia	Nervous System	Stem cells	Somatic musculature	Epidermis	Gland cells	Heme/chitin	Anterior nervous system	Enteric nervous system	zero	autofluorescence	most probable cluster
1924	6.127972070590079e-28	4.831755984456544e-29	0.002820291446484274	0.9971797085503472	4.079195737365929e-13	1.2145554853512967e-25	1.3553421566930287e-15	2.723377546442537e-28	2.7592472087924973e-12	3.192699040882314e-26	4.804480882402046e-25	0.0	3.7616248047920928e-205	Nervous System
1925	3.10542976905601e-32	7.150545599677057e-32	7.642019531892525e-07	0.99999923579784	8.954147295485186e-18	1.3415248904622858e-28	1.5762649433436468e-20	1.8449565642652384e-32	5.457395464776718e-18	2.0677071198081605e-13	4.482910778340501e-25	4.110568285327336e-239	2.6130910579468097e-240	Nervous System
1926	3.858189142137263e-33	4.50044205687374e-35	3.534188464881225e-05	0.9999646581153466	1.2913972385216039e-16	3.0303968252321817e-28	1.2480349836272658e-18	1.905246878423769e-37	4.420178713832032e-15	3.0756823059590057e-19	4.426564636031636e-29	0.0	6.810922411128688e-211	Nervous System
1927	3.521558486619184e-33	2.829032977610031e-35	0.04358044919614104	0.9564195508038548	1.4751232250339085e-16	5.127399249548953e-31	5.463421445844328e-19	2.1878438341721375e-34	4.176502429070661e-15	6.759662788568575e-22	2.089366322082001e-28	0.0	3.888918147552112e-189	Nervous System
1928	1.5160345520427548e-29	1.0020762596818718e-28	1.3551264781757773e-05	0.9999864487320528	8.004613975895583e-15	2.1585282138044228e-27	2.9186597486319516e-18	1.632187809370102e-29	2.041492234623909e-15	3.1555344878069132e-12	1.3118495615201701e-23	5.38921087703791e-214	3.580746503604162e-251	Nervous System
1929	1.6658033240142517e-26	2.0090246672010263e-26	0.0005363752351383586	0.9994636247648346	2.6446216614476588e-14	4.442140345796109e-25	5.802324231316026e-18	3.823589350704062e-23	4.002893379023879e-16	2.5336778603299636e-16	2.2390671968907115e-21	1.2947354220106143e-196	8.892548047154124e-261	Nervous System
1930	1.8857086212636684e-28	5.908497925582468e-28	9.507973826706741e-05	0.999904920261697	1.4686832084520615e-15	1.2131646453919875e-25	6.395253794073259e-17	2.977647357100848e-26	7.612041284741302e-16	3.3746059428191577e-14	1.9308017229871013e-23	2.5531355298855942e-214	1.6963765809977396e-251	Nervous System
1931	2.4032082126584275e-14	4.300917587289245e-12	0.003805752447821763	0.9949222742218661	0.0008972318129249102	1.008672808092819e-13	0.00027610582860783714	5.436201428300429e-13	9.86348067786692e-05	8.761116635646645e-10	9.197064037106449e-13	3.316109036447175e-101	0.0	Nervous System
1932	9.608676522016826e-32	1.1376306588053899e-29	4.5148570834477346e-07	0.9999995485140769	9.138886785348396e-18	1.1969765756313272e-29	1.5638534294407254e-20	1.3977430577020808e-28	3.54450048725036e-18	2.1484580713395148e-13	6.48522929969663e-18	3.4064928806885104e-204	2.3139488022613305e-259	Nervous System
1933	3.3311576113816253e-21	1.6353208593066789e-22	0.00116828370886586	0.9988317162751074	1.5903908038185764e-11	1.3786356087490303e-21	5.593483062753987e-16	2.7678420981726822e-15	1.1600125542748187e-13	3.4084585974846054e-15	3.6080999760575746e-17	8.470653148616466e-147	6.420742943636492e-292	Nervous System
1934	2.0055706958118334e-21	3.1203543550703446e-26	0.09710623502953013	0.9028937569358446	8.032403649087333e-09	1.4761866111453028e-18	2.3817645749930807e-16	8.115992583910686e-21	2.2214423627914645e-12	2.938973534112078e-23	2.203621158561894e-26	2.1678492082806177e-256	1.3185179231071333e-221	Nervous System
1935	4.6974780631007655e-23	3.1772583961665847e-22	0.005617854353468363	0.9943821456139483	3.248503363487057e-11	1.7514743967061433e-22	1.7641287128481866e-15	9.111877805250322e-20	9.635305307918547e-14	3.0785782044148565e-20	2.588191831261926e-21	2.149766030012932e-156	1.5952504645231925e-283	Nervous System
1936	1.5368510912517671e-21	4.8693355960084895e-23	0.0007789215129606078	0.999221078434478	5.2288114841177935e-11	3.1091048053616335e-22	5.503687486300896e-16	3.2814125532462796e-16	2.590404842108091e-13	1.324991943353973e-14	7.761643818853413e-18	3.3270689935603254e-159	2.4688772096030805e-286	Nervous System
1937	5.528817552842798e-21	3.2359966708070755e-26	0.008172586435713588	0.991827413556448	7.486824373751603e-12	4.627219398760242e-22	8.28656112729464e-15	5.479669941211935e-16	3.410718912900583e-13	1.704416768123841e-15	9.807824121810264e-25	1.2571724835607392e-187	8.82750390843053e-270	Nervous System
1938	4.794063971053351e-22	1.688985313648226e-24	0.0031435001641598446	0.9968564998039615	2.7926610438846016e-11	2.1860016873331685e-22	4.0597375306657356e-14	9.149483823415985e-18	3.6113940486381295e-12	3.001952938367387e-13	2.2082478888920985e-22	3.0147546967938317e-156	2.2371219766901357e-283	Nervous System
1939	3.9949127577277455e-20	3.0527110950268165e-20	0.0004220298897660368	0.9995779570173241	2.9381038584599326e-09	1.0069081171666247e-19	3.3489557362208894e-13	2.424059561144793e-19	8.70831352462085e-12	1.0145762879855925e-08	3.477155288046015e-19	1.3289735974937986e-133	0.0	Nervous System
1940	2.2185153196851343e-13	5.629253561752227e-15	0.049232333126979305	0.9507482335415298	1.4794283306756333e-05	1.0290570571869493e-13	1.6861946785018098e-07	8.881504824697989e-11	4.346733698077675e-06	1.2360587183591978e-07	5.578637942022249e-16	4.876920600065192e-114	0.0	Nervous System
1941	1.5386529116015568e-08	4.462126001728903e-07	0.3252376439602175	0.5846748928709511	0.04110873785298564	6.6264079026452535e-09	0.006997088829371952	6.431739684893137e-09	0.04195628939273181	2.4736830274772926e-05	1.3560619061089737e-07	1.4532472433555443e-64	0.0	Nervous System
1942	3.731574651598839e-10	3.6351648384133846e-09	0.027426339074829168	0.9219411997185593	0.04291241460881002	2.98595890234382e-10	0.0015609833997484621	4.746183419832201e-11	0.006159040045429972	3.5093638033626723e-09	1.5288879329670444e-08	2.299519559071957e-69	0.0	Nervous System
1943	2.2110955430384732e-26	2.652608421552124e-28	1.1907819425056515e-05	0.9999880921804182	2.249791871355536e-15	1.0375957845180872e-24	7.03497384256701e-17	1.7780669959419648e-21	1.9258477662052725e-15	1.5256258770872084e-13	4.9628657462586407e-26	5.197199793660486e-199	3.569559316143162e-263	Nervous System
1944	4.188850267573548e-16	7.772919362602204e-15	0.016532099728587397	0.9834673304769536	7.09446549089178e-08	4.883469373233539e-15	4.3143395711803056e-10	4.7379350038442075e-19	1.2471530652320451e-09	4.971712038481483e-07	1.2236920090648865e-16	9.185843803321178e-119	0.0	Nervous System
1945	5.685341222368178e-16	2.5809919349652614e-14	0.15396991416594172	0.8460246050090487	4.126256604778772e-06	9.120567055559595e-14	7.650820595934673e-08	3.630031233361626e-15	9.337512512666968e-07	3.4430882659857936e-07	8.904982623486918e-20	1.4308405837253988e-117	0.0	Nervous System
1946	1.32105084122701e-10	1.3205627184088842e-10	5.1989376697309853e-05	2.058451760193986e-05	0.0009006357017710925	8.66983269093054e-10	0.9966758516816786	2.5792051297420643e-05	0.002325145538275056	5.912710891041252e-16	1.5332032573979062e-12	2.6348920930293062e-86	0.0	Epidermis
1947	9.248042869649364e-07	7.379484420507458e-11	2.3472499623582453e-06	1.29928243130385e-06	0.0001454777122783989	0.9997769266891465	3.111631777995554e-07	6.807051643084e-05	4.64020981153747e-06	1.735869140874344e-14	2.2986619158453136e-09	4.700931008196953e-88	0.0	Somatic musculature
1948	1.3717514309196597e-09	1.5930533114650618e-09	0.9210367674444467	0.0016967975771688094	0.020516645500776767	8.5765201082231e-11	0.04225351473655457	0.0008633660846919417	0.013629336123236533	1.6911312782667712e-16	3.5694825545362272e-06	1.306191728763352e-84	0.0	Sensory Motile Cilia
1949	3.18394280151287e-11	1.246161760310289e-11	0.0004463847304661072	1.3392624525464695e-07	4.724770386017057e-05	2.1555381726787645e-13	0.9991495169618155	7.155059964551195e-09	0.0003567094780356643	1.1409994709798634e-18	8.445867793987571e-16	3.821609255896485e-112	0.0	Epidermis
1950	0.07801297649498098	0.015809730160121344	0.6296368482236121	0.08124315911190952	0.11166317324009578	1.1367985054571737e-05	0.07340024583320842	0.010069281583186897	0.00015321733931611186	4.139889411759488e-14	2.8473012158863384e-11	3.9515640806112934e-50	0.0	Sensory Motile Cilia
1951	0.023030594621204763	4.1930832314185414e-05	0.0008849800016156013	0.0016559791093857833	0.09961006643760068	0.8740290685737627	9.958678788059324e-05	0.0006448227947341819	2.9505495347817156e-06	2.7792804057989775e-09	1.7512686208300938e-08	3.500211782083508e-101	0.0	Somatic musculature
1952	4.8033655728728185e-05	2.2535823580467233e-06	0.8818484550284797	0.002903513512155463	0.11188076973461979	1.7647286719372127e-07	7.52798512740027e-06	0.002808542445195388	0.000500601540939196	2.580899600974231e-10	1.2578443920023678e-07	7.981782551728184e-108	0.0	Sensory Motile Cilia
1953	1.3836549396379496e-10	8.321146929468842e-12	0.9840928029023615	0.007983870734027367	0.005028060851722982	8.155572867388752e-13	9.610300885416319e-09	0.002892577939969163	2.6777413826100363e-06	4.1038595188679475e-14	7.26922473370479e-11	2.743075107729843e-150	2.0581145949031511e-286	Sensory Motile Cilia
1954	1.9444249479954374e-14	6.722549815379267e-14	0.00027202229802834887	6.02425252768175e-05	0.0026707905297668364	2.8266877783309135e-14	0.9912898235214004	8.663237618546465e-06	0.005698457887792636	6.246137874350499e-18	1.2812679369039396e-15	1.2812022322452142e-147	9.50725998831154e-275	Epidermis
1955	5.358307336344591e-16	3.9785896312406165e-17	0.9999996666880638	3.332127236834476e-07	7.036316985240972e-11	3.1362760481917746e-20	1.317477488948375e-15	1.765418186141924e-14	2.9614957282143764e-12	1.0443776318057535e-15	2.5866807107085483e-11	6.071891808731116e-123	0.0	Sensory Motile Cilia
1956	3.1955418041607053e-17	1.1090316989110983e-19	0.9999758653350138	2.412885216260268e-05	3.5100827059446947e-09	8.332649094391407e-19	1.68011981061519e-15	2.2978026884837406e-09	4.0556590245125e-12	5.18636234098165e-17	8.808084430754584e-13	6.44465717529242e-176	4.626373938158325e-276	Sensory Motile Cilia
1957	1.099289059321057e-18	2.145278169204033e-21	0.9995670634677721	3.1230038947650644e-05	0.00020318688400384086	1.2095052418286957e-20	0.00019851824305268192	2.6260116851667976e-10	1.1036224561424351e-09	2.0997807132988143e-26	5.767344314846748e-26	2.3016913963103812e-244	1.4154775290230816e-218	Sensory Motile Cilia
1958	5.657730182626965e-24	9.120549912151723e-26	0.9999913863253784	8.613663981833368e-06	1.0637064888603576e-11	1.735033321432713e-26	5.3744563839336585e-20	1.4085616640092103e-16	2.3448276946955173e-15	1.8203381106530994e-19	1.4524785418650034e-16	2.8522153598015965e-186	2.0027436621119785e-268	Sensory Motile Cilia
1959	3.12475208214325e-20	2.226545585399247e-21	0.9999998704837949	3.179730544574332e-08	5.188177227372954e-08	3.99952318303994e-24	4.583635964363074e-08	7.434747492529232e-13	2.4228087596407305e-14	2.034704137129305e-27	6.919695853707939e-21	4.102086856016984e-177	2.880367509448589e-259	Sensory Motile Cilia
1960	2.040411987094248e-30	5.485557028782835e-30	0.9999792054553323	2.07945446619904e-05	5.793015215378114e-15	1.1943795943490543e-31	2.7218952827329857e-24	5.772343937478976e-23	1.3946112986578656e-18	6.844426840381097e-25	2.4415288862412387e-20	3.4526151603800964e-236	2.1948298084047883e-237	Sensory Motile Cilia
1961	9.309441920091684e-29	3.0828369813546616e-28	0.9957780121603116	0.004221987839682109	6.160706291085801e-15	1.0061647243063586e-29	1.8215920488930594e-23	2.3041773879290595e-20	1.0465462723222438e-16	7.271482901533736e-20	1.9757616203456005e-17	8.952124253410556e-206	6.014138578158173e-252	Sensory Motile Cilia
1962	3.9227840778749923e-29	3.912529467866365e-29	0.6340438308470209	0.36595616913986134	4.6757570234564084e-12	5.913094726853929e-28	6.964380072292718e-15	1.8509437718440038e-22	8.435045131761168e-12	2.550456007860134e-25	2.8866590309671972e-22	7.93520114466854e-253	3.8906260670393104e-209	Sensory Motile Cilia
1963	7.675045845591639e-25	2.4907118887606605e-24	0.1990412042209043	0.8009587957756347	2.0350832248843036e-13	8.966051855254271e-25	1.1126716999464883e-19	2.4110187659105446e-14	1.1289444736227431e-14	1.9516612064675965e-15	3.2200247992359737e-12	1.2661806803796211e-194	8.600861271193035e-250	Nervous System
1964	1.6130159887644614e-09	3.456465813706578e-11	0.00015109604951943424	7.746256651440533e-07	0.0009345401466738194	3.890289268751628e-06	0.998614711162987	2.1773060166573832e-07	0.00029476834750491866	1.7377798359949444e-13	2.4880171477763855e-14	3.753217833895642e-100	0.0	Epidermis
1965	7.722944122076274e-11	8.69995073719026e-13	0.0004256346521914493	6.0534324465223615e-06	0.002434792052312179	2.9040232467249214e-07	0.9928576084787879	1.0600069029791893e-05	0.004265020834784651	2.987305157172207e-18	2.3313723519539784e-14	3.0346520563336516e-110	0.0	Epidermis
1966	7.492959442978554e-07	1.1056170591401832e-12	5.282073405400519e-07	1.5315697372287503e-08	4.433190104108378e-05	0.9999539400706876	3.163717472036315e-07	2.6839174315398355e-09	1.1570570624566194e-07	1.4782522049643992e-11	4.3203018319977964e-10	5.187949928443976e-117	0.0	Somatic musculature
1967	3.3260739103130475e-06	1.9495809683963332e-08	0.7864987427381925	0.0010084911849891273	0.0016199536747681176	1.2985405296223174e-09	0.20586420139101505	4.484876766943757e-07	0.005004810418360317	3.887271583443644e-11	5.197864885683597e-09	1.0041578067694132e-100	0.0	Sensory Motile Cilia
1968	0.5050326225709301	0.0003834311776096419	0.001959433194328178	0.002528406450251967	0.2797399381111616	0.03346598043601761	0.17673622202247596	0.00012123327350363894	1.7118835199797456e-05	2.8656332105076272e-08	1.5585272189378235e-05	2.827778832098306e-76	0.0	Cardiovascular system
1969	0.04171276410621116	0.013381369278820384	0.0007711373815267607	0.004837888956250849	0.07802382649355079	2.7703603019073795e-07	0.841712504319751	0.019408143119227148	0.00015142044347028739	1.8782849625207584e-10	6.686773331423094e-07	4.1212690927823304e-29	0.0	Epidermis
1970	0.003057730966340499	0.3385402571458174	0.26734278090843755	0.3003022068786298	0.07320642106215715	2.3802810532538003e-07	0.006927705468633023	0.010620744225311287	1.908813421912564e-06	3.322252979495979e-13	6.502814028855687e-09	2.2073192923182802e-33	0.0	Midgut
1971	4.526739753211506e-09	3.274721640678746e-10	0.42085241325704564	0.002390315164125708	0.07295103517694938	5.870218408913861e-09	0.0003680353352621568	5.925739777502909e-07	0.5034375975769989	2.4359627722619628e-17	1.9121029270516547e-10	1.7942624420387118e-119	0.0	Heme/chitin
1972	5.184536545866993e-09	6.093619365056529e-06	0.9918890970259013	0.0002854476059676025	0.007183324307802477	5.328948163638745e-09	2.2075233348451176e-05	0.00011324925125150486	0.0004998649664703284	4.6886588492442174e-08	7.905898199851984e-07	5.34565708529647e-42	0.0	Sensory Motile Cilia
1973	7.217944154754069e-14	2.778286829817792e-10	0.9999835745455261	1.1703615146551207e-06	1.487395122013671e-05	1.6895360603966228e-13	5.325600127832457e-10	1.6595480682282761e-09	3.727988987360696e-07	6.478935629721376e-13	5.872014536380645e-09	4.062743970753137e-67	0.0	Sensory Motile Cilia
1974	0.0013347369445037408	0.17259225161299793	0.41100909684920506	0.3853520362892085	0.029148774610087975	1.6048127044068455e-07	0.00018655349501912956	0.0003763857064977425	4.0467644912484653e-10	2.9782750979000973e-13	3.6062350633904475e-09	2.3950449655934114e-50	0.0	Sensory Motile Cilia
1975	7.746230408711148e-08	1.9490400391563872e-06	0.9570578388144723	0.027201619379604285	0.008993401499019229	6.593028281080916e-08	1.7535706242631014e-05	0.0004869798363664419	0.0062400530771438536	4.1661503754952394e-11	4.792128636906903e-07	4.296118295816648e-58	0.0	Sensory Motile Cilia
1976	1.2579347483928293e-10	1.0374144190601788e-08	0.9364430886867231	0.06232378114487409	0.0008326035591690697	1.175807137179179e-10	6.389189208426707e-07	0.0001126917805528537	0.00028684165390960883	2.216357008960198e-11	3.436161686114895e-07	1.076238740623083e-64	0.0	Sensory Motile Cilia
1977	4.816827042536786e-09	1.9089205408412728e-10	0.9915903200940603	0.008398074778121193	1.1138737631638966e-05	2.4245571352333634e-12	2.3994932160504428e-09	4.1928763564913136e-07	2.330645857822829e-08	1.0876178774561602e-09	1.5298837773004466e-08	6.787011348739268e-77	0.0	Sensory Motile Cilia
1978	3.1038881866538792e-15	1.0690414070356245e-16	0.9955238095237461	0.004476178264543476	1.2138977634096201e-08	1.5544865750601617e-18	3.655730412780656e-13	1.2700243397766625e-14	5.3389838987058953e-11	1.06114920416634e-11	8.350127467972664e-12	4.397039061940303e-123	0.0	Sensory Motile Cilia
1979	3.665057339031477e-16	1.3894204622508682e-14	0.9970684890009963	0.002931425195979272	8.179680742924223e-08	2.822647885577109e-17	1.080422088571447e-10	7.480921067852105e-17	3.6428517432639935e-09	1.740608085238743e-13	2.5513444582368694e-10	5.155008428478097e-108	0.0	Sensory Motile Cilia
1980	1.5492566971522752e-17	2.2952759603583245e-18	0.9999999623862474	3.75869570487303e-08	2.2879418683455447e-11	4.557100836404568e-21	1.668998186802322e-16	3.267922213503281e-12	2.8850081328332736e-13	7.966037571319209e-20	3.5944802960086457e-13	9.711635382460573e-137	0.0	Sensory Motile Cilia
1981	3.80881550454069e-20	1.0786954416206993e-22	0.9999980377574863	1.962230598094767e-06	1.1772226188392439e-11	1.0709712456387649e-23	1.649346250345812e-16	6.863125195241688e-14	5.446764735231738e-14	2.0892129039198714e-17	2.002249189730076e-14	3.434135818739231e-160	2.5483269730736872e-287	Sensory Motile Cilia
1982	7.004483564965629e-16	4.798670583578893e-17	0.99753253081428	0.0024674657768362714	3.2900253855538637e-09	5.093713906017002e-19	4.1675051351616615e-13	2.3804942854030028e-12	1.1393231117239272e-10	1.6333207400206047e-13	1.9648882330304123e-12	3.4060039639324364e-116	0.0	Sensory Motile Cilia
1983	3.7529613224725853e-14	1.766964808826104e-14	0.9921139506993001	0.00788569393692668	8.461117475102011e-08	1.235900625499601e-17	5.8840258094506305e-12	2.688944283127552e-07	1.8390291049361975e-09	1.3728381469828359e-12	1.1828884501963237e-11	1.3469297673751295e-110	0.0	Sensory Motile Cilia
1984	2.2214024464748183e-16	4.139692332731033e-21	0.9882801421858785	0.011719856788549442	7.610435444084703e-10	1.3499033336966648e-19	4.9269906057775276e-14	2.5707457183126953e-10	7.361141907749785e-12	3.72799969609837e-14	6.049069357426988e-15	9.240556913824737e-161	6.781674147220919e-279	Sensory Motile Cilia
1985	2.711641037929318e-20	1.4203357168177516e-23	0.9999807018539788	1.9298142140218805e-05	3.81683702577131e-12	9.172447767448296e-24	8.51878285064422e-18	1.148356936808024e-14	1.0365952841382932e-14	1.1935275709963194e-15	4.139675269970314e-14	1.3661853511826849e-170	9.916295676693987e-280	Sensory Motile Cilia
1986	4.1922493742794036e-18	1.1284390761372334e-19	0.999985155488342	1.4844500870434475e-05	6.417334369573635e-12	2.0673499877258876e-21	2.124507848474405e-17	6.303906686011977e-13	9.115360768834828e-15	2.655890362373249e-13	3.4651310654243294e-12	1.1400052208797195e-140	0.0	Sensory Motile Cilia
1987	2.3670515362695958e-14	5.8071573383217276e-15	0.9719495717310994	0.028050274850818496	3.5368469703071046e-08	1.4326860136470488e-17	5.624629088019374e-12	1.080378540728621e-07	9.996049683134212e-09	1.0049189227179955e-11	5.280340754913504e-15	1.3018196172948392e-115	0.0	Sensory Motile Cilia
1988	1.6534818281354967e-15	1.1121873465865803e-17	0.9557463066886893	0.04425360768382225	8.539004266633605e-08	2.851770199934157e-19	4.219024292157884e-13	8.498350979905671e-11	1.4036219600972115e-10	1.1674516107773223e-11	2.1593885000156112e-15	3.0477285185577575e-149	2.2866944210424613e-285	Sensory Motile Cilia
1989	4.9948006206253785e-23	2.4112772785977667e-23	0.993120692622561	0.006879307375115625	2.3158444768830937e-12	6.946720883272143e-23	1.120602644853534e-18	1.438197374415055e-18	7.506344100937607e-15	4.7969939277148176e-17	1.5765502551244754e-17	9.119824207318396e-184	6.403678483820698e-266	Sensory Motile Cilia
1990	5.2294040676779084e-15	1.9431389243194662e-19	0.8387737385720455	0.16122625941852292	2.0027387227293243e-09	1.8324938456004624e-19	4.642320053082937e-15	2.5239319586724477e-15	2.8293687241866058e-12	3.5667974302673293e-12	2.8451085171025403e-13	3.1313115023164165e-167	2.272825622520551e-276	Sensory Motile Cilia
1991	5.489494229797532e-28	2.8017150113223234e-29	0.9983749867209251	0.001625013279073807	9.540566054647314e-16	2.7534862663289377e-30	1.1738499858149048e-22	6.4996371627345914e-21	2.032051663096652e-16	4.7741396135045305e-22	9.111464247817136e-22	3.806267045469904e-225	2.4737157409743828e-244	Sensory Motile Cilia
1992	2.073503742011252e-26	2.0703582334084314e-29	0.05274426279286223	0.9472557372070126	1.2485170784684935e-13	5.025796936632082e-28	1.620159478564101e-21	1.737440982798665e-21	2.9006469004690776e-16	3.9035866937411317e-19	2.855248628403285e-20	4.649932630772587e-236	2.955965339610146e-237	Nervous System
1993	2.659396872050123e-19	2.4900679480786664e-22	0.9799032765621898	0.02009672262709078	8.062727183245324e-10	1.205965091184208e-22	1.5958790440221058e-16	2.8406531155469725e-12	1.599993248608749e-12	1.2153239723118812e-15	4.577924917572107e-15	4.764425726791171e-187	3.3454428310070494e-269	Sensory Motile Cilia
1994	2.31356405438411e-23	5.118369806289733e-24	0.00872201500121508	0.9912779849694091	2.93540206775165e-11	4.205908785809949e-24	3.0299568819090895e-17	9.642053045367606e-21	1.4421668237008835e-14	7.41811584567489e-15	1.5355876045254985e-20	2.346268185054852e-189	1.6293777175540466e-262	Nervous System
1995	3.8765813929963537e-25	4.6370287162296877e-26	0.45391024755478177	0.5460897524428173	2.3263057210101965e-12	7.754078380076088e-26	7.036488272979186e-18	4.439726804364634e-21	7.409576772686068e-14	4.57863393243703e-16	1.3069064841689722e-22	7.816434602570166e-207	5.251169393572511e-253	Nervous System
1996	2.7465433860356616e-16	6.0154341916463975e-19	0.9012663124643178	0.0987336859520909	6.112867553438765e-10	2.5805776494154245e-20	2.270187911660563e-14	9.327324438851512e-10	2.0016944657985693e-11	1.948833311836907e-11	4.380778454873629e-14	1.5271347341272605e-147	1.157565939260631e-292	Sensory Motile Cilia
1997	1.2443289704066813e-18	1.0577365771377746e-20	0.01913405765446357	0.9808659417900814	9.866650726621295e-12	1.748168464061914e-22	1.1931478158661208e-15	2.69489791603104e-14	1.916287571617014e-14	5.455353624369876e-10	5.615615521993379e-15	5.641449145845872e-161	4.140277494314897e-279	Nervous System
1998	1.0134136515508831e-21	7.967186933284202e-22	0.8939077350590512	0.10609226459015975	3.4185085102005326e-10	4.8227003338983554e-23	4.8777195720959e-17	5.3401920443359014e-12	3.597820426574684e-12	2.159896268177192e-18	2.605083616378577e-16	3.580137885565151e-168	2.5700446367096745e-268	Sensory Motile Cilia
1999	7.54558928645971e-27	5.40733903917961e-27	0.6588152387671313	0.3411847612328258	3.478783772138704e-14	2.4823910295736542e-27	9.19397882364171e-22	7.281360156000391e-15	6.56157291169576e-16	1.0654694751471204e-22	1.22924658830486e-19	1.7969625900176378e-215	1.1939535598298453e-252	Sensory Motile Cilia
2000	3.184076761677047e-27	2.3733549817361076e-22	0.058999294146143466	0.9410007058473256	6.530527244117734e-12	1.627327601342748e-23	3.992996624459804e-16	1.467163718491179e-26	2.1225070398562536e-17	3.594389505176276e-27	4.445846991781758e-19	4.66628813128641e-199	3.169697460284749e-254	Nervous System
2001	2.8391816940773657e-23	9.209480123913465e-24	0.00021888197418362828	0.9997811180256329	1.702533362878578e-13	4.134768690240147e-24	6.541541792400335e-17	6.355792825143569e-21	2.2750554583428726e-15	1.0733679834849534e-14	2.1798641716350538e-20	3.3677890776761135e-185	2.3647647108654843e-267	Nervous System
2002	1.899050236094592e-30	1.143939674668453e-25	0.00031869711861060463	0.9996813028813123	7.677171416048978e-14	2.407586199078111e-25	1.0399677540989856e-19	1.0876455222970379e-22	3.7270383202880487e-16	1.5474049752383333e-20	8.873635655972123e-18	4.804429603814994e-219	3.157121549887664e-247	Nervous System
2003	6.789791099087575e-22	1.1271386720783175e-21	0.0008612856716067843	0.9991387143182393	9.646402486333751e-12	5.779465300101734e-23	2.6257094426682116e-16	4.17039105107629e-16	4.007748403764134e-13	1.044204673116256e-13	1.6085254055897151e-15	9.744001850556393e-186	6.76677099243487e-259	Nervous System
2004	7.606020045051601e-32	1.6089164266072692e-29	0.0008367712233812271	0.9991632287766009	1.7844227657503273e-14	1.425370115430519e-25	4.743708451078662e-19	9.293250281679788e-27	3.5796792218031486e-19	5.818436573838523e-34	2.0916377000748185e-20	2.50318448571521e-258	1.5224737941420544e-223	Nervous System
2005	2.4599938598775266e-26	4.220623247339141e-26	0.0014021561767842436	0.9985978438232138	1.917565837699635e-15	4.745492557562435e-26	3.983314988091623e-18	4.206186698720385e-23	5.310232879181684e-18	1.1194278223784473e-25	6.649763380812022e-22	8.53570018010749e-241	5.366521800820051e-233	Nervous System
2006	2.924074138323985e-32	4.310848147794341e-29	0.0004584614754939888	0.9995415385244527	5.3276924237661835e-14	2.498193057074916e-26	2.754093975482064e-18	4.871048155168706e-26	4.102862082468892e-18	2.0171484836991006e-31	7.988648752808492e-20	2.311967581891034e-246	1.4375950067526145e-229	Nervous System
2007	2.4295915186611547e-34	4.427108353880355e-31	0.00011118486476259585	0.9998888151352372	2.0010084465761907e-16	1.4344481753718241e-27	1.225448906051683e-19	2.250493314002286e-31	8.012395746830436e-20	1.0441887878418147e-35	1.0047234626780337e-23	0.0	2.570689730061845e-215	Nervous System
2008	5.584718410330642e-29	1.9478653948440753e-25	0.001186019102276645	0.9988139808975106	2.1282483076995472e-13	9.924690827801658e-25	1.9250142210982852e-17	1.2727757366947261e-26	4.098170613524407e-17	1.955607174793196e-29	4.583309829166889e-21	7.704045550265581e-247	4.790420722854128e-230	Nervous System
2009	1.2488028309090011e-26	7.67453106822983e-29	0.012979918142272805	0.9870200818577269	6.817493860811063e-17	7.257271940242952e-27	1.135537196488393e-20	9.24267612277645e-27	1.334750702420199e-16	1.1966518418499606e-17	3.540097779285623e-19	5.254722706925925e-254	3.196000000172623e-219	Nervous System
2010	7.322820042692772e-32	2.959885108217025e-30	0.00020125608905112273	0.9997987439109469	1.844985217514729e-15	4.9661154201794147e-26	1.7379204728567602e-16	1.7660451453258274e-32	1.0550322975833054e-18	1.3212931666050293e-34	5.803261869690926e-26	0.0	6.94061300411691e-205	Nervous System
2011	7.671257054989407e-26	1.7368424315301878e-27	0.0025060967278456164	0.9974939032721405	4.3901559287817674e-17	6.791044698352836e-25	3.0722956487899236e-20	1.1085265047000334e-25	6.136138684689758e-17	1.3089085365115353e-14	9.133569952188376e-16	7.034903463209911e-232	4.472092921762273e-233	Nervous System
2012	5.470857289220533e-28	2.3511313048647102e-29	0.0010925199168420913	0.9989074800831567	1.3112071537557593e-15	3.0918885622897164e-27	4.966541208788952e-19	3.750960169845341e-23	2.3384965703752687e-18	1.0732004629475736e-27	2.181920741584992e-22	8.325182492837553e-258	5.063499014605762e-223	Nervous System
2013	1.1123634212147773e-30	1.3636994477155254e-28	0.0005279406918711512	0.9994720593081287	2.735971205025861e-16	4.801952834792969e-27	4.4029704775895334e-18	5.35897067679671e-28	1.1449198130383225e-17	2.7741619170897837e-33	8.616327118081884e-22	1.0428961385211453e-263	5.113315753150899e-220	Nervous System
2014	3.889422166990164e-31	7.336336112979548e-33	0.0012612371220191243	0.99873876287798	2.9389414577082667e-17	2.525986537022635e-29	2.08713240465791e-17	7.166991045182414e-31	9.215211104883043e-16	5.647316783408509e-26	3.754238237034634e-27	0.0	1.8584261857249426e-201	Nervous System
