label_id	Cardiovascular system	Midgut	Motile cilia	Central nervous system	Stem cells	Somatic musculature	Developing neurons	Epidermis	Gland cells	Heme/chitin	Anterior nervous system	Glia	Macrophage	Enteric nervous system	Adult eye	zero	autofluorescence	most probable cluster
6	5.93015907988209e-17	1.535939687688657e-17	0.9999054411018073	1.3001742231439027e-06	4.639553632843483e-08	2.343717923074862e-22	9.302077909936273e-05	2.4478010453346843e-12	1.8993126158715324e-11	1.9152774430800333e-07	6.560524782530544e-17	4.2709952444139036e-18	9.477051584819057e-16	1.4778956915895193e-13	1.156350267491995e-19	1.8453457853020752e-31	0.0	Motile cilia
10	7.749854054695914e-21	3.1943440476657284e-24	0.9986446825081106	4.812644586648967e-05	2.550548110341024e-10	8.620966329743217e-24	0.0013071905769975187	3.97085557633814e-15	3.0627171432608736e-15	2.1367099254359193e-10	2.2532335570554264e-18	8.228086051680616e-22	1.103472200053226e-19	2.9273997945301854e-13	1.2334130387856685e-22	9.81583627489169e-44	0.0	Motile cilia
23	5.387821634973333e-21	6.477351932480634e-24	0.04561444368222731	0.31201943786980585	4.852361634144245e-13	8.637522612911934e-26	0.6423661145686012	6.817719558499623e-18	2.0245303789123345e-15	9.442399471000834e-14	3.87878120538834e-09	3.0931049430458855e-18	3.9901179686566607e-25	2.6009322624420647e-15	1.9613466346684056e-22	5.957994709414582e-45	0.0	Developing neurons
39	5.150605895095136e-17	4.0756722270973354e-17	0.0039297889307076525	0.5657421107589915	1.1380574571318138e-10	1.366458752336517e-22	0.43032135208785277	9.829462350000403e-14	6.693607181009035e-11	5.282302480113146e-12	6.745649740163152e-06	1.8014044726652916e-14	5.699489570675846e-16	2.3865666890428572e-09	6.459238711638333e-17	7.163600936118407e-28	0.0	Central nervous system
58	1.5442195652296038e-18	6.326844405348044e-19	8.34287934696666e-06	0.7069454961644276	1.632031198921269e-12	2.437933297100942e-23	0.2930461367921674	6.010196024709401e-16	1.3534084458121732e-13	6.878036859801995e-13	2.415001333583284e-08	4.730314853953289e-18	4.7369644825899435e-20	1.1588979222297417e-11	2.866952386249022e-21	3.7226891770639044e-37	0.0	Central nervous system
80	4.2361703591208674e-19	4.8071654773491667e-20	8.040305742394748e-06	0.9248561898389702	5.185461237361954e-12	7.85433575705205e-24	0.07513576926574714	2.939111996521818e-16	7.765387870922469e-14	3.286165977428183e-13	5.5789555069268e-10	1.2644822521762603e-16	2.5573547878686832e-20	2.596632432668933e-11	8.606209518031704e-14	2.8956188739205944e-35	0.0	Central nervous system
95	0.00018042309239481806	0.0006940915079726457	0.8608875058423276	0.01425062565432159	0.00592434162416649	4.136249865768781e-05	0.004017232080418862	0.0004906234941740716	0.05195153277925276	0.061162473519514836	7.72222622857376e-06	3.398703036610595e-06	0.00026543595461819917	0.00012311023420997187	7.826060223995935e-08	4.2528102880190834e-08	0.0	Motile cilia
100	0.19884379024628535	0.0009614494594074411	0.01853726742039948	1.5667391008519963e-05	0.09407264045887467	0.3713551978276589	0.00016914127751695423	0.01410786773182402	0.20768415416272493	0.0787697615626285	4.531422125796359e-05	9.02642842795194e-06	0.015422817621556643	3.593735497989235e-07	1.1476313108770491e-06	4.397185567912956e-06	0.0	Somatic musculature
118	8.986023976138213e-21	1.5510481457431638e-21	4.2168551155129865e-09	9.718782398170456e-07	1.569800027929875e-15	2.2835331623938412e-26	1.1756136372117818e-07	2.790012986846616e-18	4.251828474563403e-19	4.518522555794621e-17	0.9999988908437611	1.4120061438254642e-17	8.624023339509728e-22	1.549977853769689e-08	4.2635962236793164e-20	2.4534611935976573e-33	0.0	Anterior nervous system
124	9.09345118618535e-25	1.4503971690539523e-26	2.4901083080758613e-10	0.0033758592989436083	1.3424590135366225e-19	4.368692537909321e-29	0.0007274423570772752	3.406499744908732e-22	7.176382665877338e-19	1.8919531202351828e-20	0.9958966978980712	1.6764307118208105e-23	1.5155282908496666e-28	1.9689713261231165e-10	1.4811803023783213e-23	7.232439277783396e-46	0.0	Anterior nervous system
148	9.424913114822638e-13	6.440236730532806e-12	0.07833400436083733	0.9198769285818917	2.591603405855447e-06	5.1326691203934515e-17	0.0017417765615849502	9.924292919023797e-10	4.456808906776485e-05	9.56177636416642e-09	8.778194123907362e-08	6.424987218733922e-10	1.2827363164461753e-10	3.0412275963568276e-08	1.2766344147620477e-09	1.1125395403401547e-17	0.0	Central nervous system
251	2.17756097133442e-08	3.374659342732095e-09	0.00018684460259244936	0.0013735505098150412	1.0843029940999242e-05	1.6146702842907846e-12	0.954982867755193	9.24289861152643e-06	5.4886323563761954e-05	5.843816401031625e-06	0.0433751697107889	5.498168855907626e-10	1.6423560595328965e-08	7.084683013579964e-07	2.1679222884597959e-10	5.427384057703253e-10	0.0	Developing neurons
269	0.0031786301005552594	0.00028687103428591386	0.016258329484485193	0.41493317076513125	0.014112041220734306	2.2043071193979998e-08	0.5387634818207975	0.0002320137978302006	0.0038334082232421196	0.0018600788327897614	0.004756128539700859	5.2994134837922174e-05	0.00025366652089420905	0.0014536841830744762	3.6387205619422816e-08	2.5442911364419768e-05	0.0	Developing neurons
291	0.009729260324949553	0.0021978882346579778	0.6346046915463684	0.237638499266875	0.041361949268767226	0.001709317841127339	0.020666074848446143	0.0001614104971985725	0.03477981636155558	0.00182589841851515	0.0002442549799333653	2.4510824538308935e-06	0.014340405167095982	0.0007375301715605928	3.9420542641567513e-07	1.5778506875736545e-07	0.0	Motile cilia
436	3.056443091667346e-09	4.540602412530228e-08	0.007928560197320238	0.00010458596624281089	0.0004406517019103885	3.561024442246148e-15	0.01181451113014918	0.9579585039319439	4.763001634485453e-08	0.021679141507121892	7.354481178642275e-05	3.547306528688147e-09	1.4276422893106034e-09	3.9968605012231306e-07	3.8764346519468747e-14	2.6141578279097677e-17	0.0	Epidermis
