label_id	anchor_x	anchor_y	anchor_z	cell_id	kevin_head_traces_id	david_motorneuron_2nd_segment_traces_id	most_probable_broad_type	most_probable_subtype
4125	163.6	218.56	66.4	6642	220	0	Central nervous system	clade9sub16
4127	167.28	219.12	69.0	6118	65	0	Developing neurons	clade11sub48
4130	169.52	219.2	71.8	6654	209	0	Developing neurons	clade11sub48
4131	171.52	216.88	67.3	6875	621	0	Developing neurons	clade11sub48
4132	171.12	213.6	69.3	6374	622	0	Developing neurons	clade11sub7subsub6
4204	180.32	134.24	72.9	6977	703	0	Heme/chitin	clade3.1sub34
4205	181.2	130.8	75.7	6978	704	0	Somatic musculature	clade3.1sub11
4206	183.44	136.88	74.8	6951	710	0	Somatic musculature	clade3.1sub44
4258	144.88	163.44	76.2	7875	531	0	Cardiovascular system	nocladesub9
4263	148.96	162.88	76.7	7239	529	0	Gland cells	clade10sub10
4309	218.64	158.96	74.5	7260	305	0	Developing neurons	clade11sub8subsub0
4315	226.0	154.48	74.2	7261	291	0	Adult eye	nocladesub7
4317	226.16	158.08	71.4	6785	289	0	Adult eye	nocladesub7
4318	231.92	161.84	73.2	7263	295	0	Adult eye	nocladesub7
4380	230.8	174.88	74.5	7513	726	0	Central nervous system	clade11sub7subsub1-4
4396	149.28	197.92	76.2	7330	532	0	Motile cilia	clade10sub3subsub5-9
4399	151.92	199.28	75.1	7735	674	0	Motile cilia	clade10sub3subsub5-9
4400	152.0	193.44	74.7	7317	675	0	Motile cilia	clade10sub9
4402	155.44	190.8	75.4	7719	672	0	Somatic musculature	clade3.1sub11
4403	155.28	195.04	76.8	7538	673	0	Somatic musculature	clade3.1sub46
4432	193.28	201.6	76.5	7955	125	0	Central nervous system	clade11sub22subsub4
4433	196.08	207.28	76.0	7746	127	0	Central nervous system	clade11sub7subsub7
4546	177.6	130.16	80.0	7402	705	0	Somatic musculature	clade3.1sub14
4644	227.76	150.16	78.4	7870	297	0	Adult eye	clade11sub7subsub6
4646	230.32	155.04	80.8	8067	299	0	Adult eye	nocladesub7
4647	231.04	158.48	78.7	7481	301	0	Adult eye	nocladesub7
4648	233.2	163.36	78.5	8089	307	0	Anterior nervous system	clade11sub3subsub7
4703	220.56	175.2	81.0	8086	154	0	Anterior nervous system	clade11sub58
4704	222.88	172.8	80.3	8280	133	0	Anterior nervous system	clade9sub17
4706	222.8	185.92	80.0	8119	727	0	Central nervous system	clade11sub18subsub2
4778	219.28	188.16	79.8	8312	730	0	Central nervous system	nocladesub19
4784	228.32	188.24	79.2	8318	729	0	Anterior nervous system	nocladesub19
5001	221.84	178.48	83.2	8660	152	0	Anterior nervous system	clade11sub58
5048	203.28	200.56	84.1	8699	149	0	Anterior nervous system	clade11sub3subsub7
5049	203.2	205.36	84.6	8504	148	0	Anterior nervous system	clade11sub58
5054	206.16	204.16	85.7	8883	151	0	Anterior nervous system	clade11sub3subsub7
5060	211.68	191.2	83.0	8314	680	0	Central nervous system	clade11sub4subsub6
5066	216.8	194.32	84.9	8509	682	0	Motile cilia	clade10sub21
5067	217.2	197.2	82.7	8682	681	0	Motile cilia	clade10sub9
5068	217.92	191.92	81.9	8115	679	0	Developing neurons	nocladesub19
5069	219.12	197.68	85.4	8710	683	0	Motile cilia	clade10sub9
5071	223.2	195.6	83.6	8683	684	0	Motile cilia	nocladesub19
5225	224.88	164.88	91.7	9370	157	0	Developing neurons	clade11sub30
5279	227.44	171.6	91.6	9012	158	0	Anterior nervous system	clade11sub58
5320	210.72	195.28	88.6	9049	688	0	Central nervous system	clade10sub21
5321	212.24	189.2	89.3	9231	687	0	Developing neurons	clade9sub16
5325	216.48	191.6	89.6	8684	686	0	Motile cilia	clade10sub21
5326	221.68	191.52	87.4	8871	685	0	Motile cilia	clade10sub9
5564	205.28	195.84	94.1	9244	690	0	Central nervous system	clade11sub17subsub6
5565	208.88	194.0	94.5	9803	689	0	Developing neurons	clade10sub3subsub5-9
5567	212.4	187.2	94.0	9415	691	0	Central nervous system	clade11sub17subsub6
6078	132.08	124.16	143.6	11589	0	117	Central nervous system	clade11sub20subsub0-1-2-4-6
6720	195.84	167.2	119.6	12125	732	0	Stem cells	clade11sub23
6768	184.0	178.0	119.5	12795	733	0	Developing neurons	clade11sub23
6821	133.28	125.76	141.0	13515	0	132	Central nervous system	clade11sub11subsub1
6912	135.44	126.72	133.3	14010	0	1	Central nervous system	clade11sub6subsub8
7041	132.72	124.64	141.2	14732	0	131	Central nervous system	clade11sub11subsub0-4
7053	135.36	126.24	135.9	14351	0	152	Central nervous system	clade11sub11subsub1
7068	133.12	125.44	142.9	14337	0	110	Central nervous system	clade11sub17subsub6
7106	135.04	127.36	133.5	14752	0	144	Central nervous system	clade11sub20subsub0-1-2-4-6
7110	134.96	126.96	133.6	14197	0	145	Central nervous system	clade11sub42
7111	134.48	124.16	142.6	5021	0	106	zero	clade11sub11subsub2-3
7142	132.4	123.92	144.0	14209	0	100	Central nervous system	clade11sub6subsub8
7242	133.6	124.48	142.8	15317	0	103	Central nervous system	clade11sub11subsub0-4
7245	133.28	125.36	141.8	14943	0	107	Central nervous system	clade11sub11subsub0-4
7256	134.4	125.52	140.9	15161	0	134	Central nervous system	clade11sub11subsub1
7261	135.04	127.44	134.4	15325	0	149	Central nervous system	clade11sub11subsub1
7272	135.36	126.16	137.2	14970	0	158	Central nervous system	clade11sub20subsub0-1-2-4-6
7276	132.48	125.2	143.5	15331	0	114	Central nervous system	clade11sub11subsub0-4
7278	131.68	123.12	146.0	14738	0	124	Central nervous system	clade11sub22subsub4
7282	134.72	127.12	134.5	15150	0	150	Central nervous system	clade11sub22subsub4
7284	134.96	127.04	134.0	15167	0	146	Central nervous system	clade11sub11subsub0-4
7295	135.04	126.24	136.0	15183	0	155	Central nervous system	clade11sub27subsub8
7299	132.96	125.28	142.3	14996	0	105	Central nervous system	clade11sub11subsub2-3
7306	132.64	125.12	143.2	0	0	113		
7313	135.28	126.72	135.8	14998	0	25	Somatic musculature	clade3.1sub23
7380	129.2	121.44	148.9	15929	0	14	Central nervous system	clade11sub20subsub0-1-2-4-6
7381	129.28	119.92	150.2	15742	0	20	Central nervous system	clade11sub20subsub3
7392	129.04	122.0	148.7	15934	0	21	Central nervous system	clade11sub11subsub1
7404	135.36	124.88	139.0	15709	0	161	Gland cells	clade9sub4
7408	135.6	126.32	135.2	15321	0	151	Stem cells	clade11sub42
7420	134.56	125.44	141.2	15517	0	164	Central nervous system	clade11sub8subsub1-4
7421	124.56	117.6	154.9	15538	0	76	Central nervous system	clade11sub8subsub1-4
7424	129.12	122.32	148.8	15520	0	9	Central nervous system	clade11sub8subsub1-4
7426	128.88	120.72	149.8	15521	0	18	Central nervous system	clade11sub11subsub1
7427	129.12	122.4	148.2	15539	0	11	Central nervous system	clade11sub11subsub1
7430	128.8	121.68	148.5	15162	0	22	Central nervous system	clade11sub11subsub1
7431	133.12	124.88	142.4	16256	0	104	Central nervous system	clade11sub11subsub1
7436	122.4	115.76	157.8	16258	0	35	Central nervous system	clade11sub11subsub1
7437	129.28	121.76	149.4	15965	0	6	Central nervous system	clade11sub11subsub1
7439	122.72	116.16	159.1	16241	0	34	Central nervous system	clade11sub11subsub1
7443	129.04	121.6	148.3	15950	0	12	Central nervous system	clade11sub6subsub7
7446	135.2	127.44	134.6	15952	0	148	Central nervous system	clade11sub11subsub0-4
7447	132.32	124.8	143.3	15750	0	112	Central nervous system	clade11sub11subsub0-4
7448	135.04	127.52	134.2	15527	0	147	Central nervous system	clade11sub11subsub0-4
7450	133.12	125.44	141.5	15971	0	165	Central nervous system	clade11sub17subsub6
7452	135.28	126.64	136.0	15334	0	154	Somatic musculature	clade3.1sub7-16
7462	128.48	122.0	148.7	15768	0	16	Central nervous system	clade11sub11subsub1
7464	132.4	125.44	143.4	15769	0	115	Central nervous system	clade11sub11subsub0-4
7502	135.36	126.88	136.0	15581	0	153	Central nervous system	clade11sub11subsub0-4
7590	121.28	113.6	167.1	16473	0	68	Central nervous system	clade11sub20subsub0-1-2-4-6
7595	125.68	118.16	152.3	16223	0	80	Central nervous system	clade11sub11subsub0-4
7606	129.92	122.48	147.4	17157	0	2	Central nervous system	clade11sub17subsub6
7650	127.76	119.68	151.9	15962	0	83	Central nervous system	clade11sub11subsub1
7651	131.76	121.76	146.0	16841	0	123	Central nervous system	clade11sub20subsub3
7652	125.52	117.84	152.3	17152	0	81	Central nervous system	clade11sub11subsub1
7657	128.72	122.0	148.7	16843	0	3	Central nervous system	clade11sub11subsub1
7665	132.16	122.88	145.6	16827	0	120	Central nervous system	clade11sub11subsub0-4
7667	132.4	127.52	140.6	16513	0	140	Central nervous system	clade11sub11subsub0-4
7682	122.96	116.72	158.2	16871	0	33	Central nervous system	clade11sub11subsub0-4
7684	131.52	125.12	142.3	16558	0	130	Central nervous system	clade11sub11subsub2-3
7696	135.52	126.64	136.2	16255	0	157	Central nervous system	clade11sub20subsub3
7698	139.44	93.84	151.0	16298	0	43	Central nervous system	clade11sub22subsub4
7700	135.44	126.16	136.9	16563	0	159	Cardiovascular system	clade5sub7
7701	131.92	122.72	145.5	16880	0	121	Midgut	clade1sub3
7703	132.08	122.48	144.8	16010	0	118	Cardiovascular system	clade3.2sub13
7734	135.52	126.72	136.4	16902	0	156	Motile cilia	clade11sub17subsub6
7741	133.6	126.4	141.0	16882	0	133	Motile cilia	clade11sub22subsub4
7858	125.04	116.48	154.6	17515	0	88	Central nervous system	clade11sub11subsub0-4
7860	131.76	124.56	142.2	16791	0	129	Central nervous system	clade11sub17subsub6
7898	123.6	116.56	154.4	17164	0	77	Central nervous system	clade11sub20subsub3
7901	123.36	114.48	160.4	17556	0	93	Central nervous system	clade10sub11
7910	124.32	116.56	156.1	17570	0	30	Central nervous system	clade11sub20subsub3
7912	122.88	115.12	157.4	17915	0	36	Central nervous system	clade11sub20subsub0-1-2-4-6
7914	124.08	116.96	155.2	16842	0	41	Central nervous system	clade11sub20subsub3
7915	125.2	115.2	156.6	17573	0	91	Central nervous system	clade11sub11subsub1
7916	122.24	115.12	160.8	17538	0	70	Central nervous system	clade11sub20subsub3
7917	124.16	117.6	154.1	17928	0	45	Developing neurons	clade9sub8
7921	130.24	122.24	146.8	17930	0	96	Central nervous system	clade11sub22subsub4
7922	129.92	122.08	146.8	18340	0	97	Central nervous system	clade11sub22subsub4
7957	130.64	122.16	147.4	17237	0	94	Central nervous system	clade11sub22subsub4
7959	130.32	122.4	147.0	17239	0	99	Cardiovascular system	clade11sub22subsub5
8009	132.56	123.68	144.0	17656	0	101	Midgut	nocladesub22
8137	120.48	112.48	166.1	18287	0	67	Central nervous system	clade11sub34
8141	125.12	117.04	156.6	19038	0	75	Central nervous system	clade11sub11subsub1
8158	132.32	124.0	142.1	18316	0	128	Central nervous system	clade11sub17subsub6
8160	125.76	118.64	152.4	19071	0	79	Central nervous system	clade11sub17subsub6
8187	120.64	113.12	166.8	19083	0	26	Central nervous system	clade11sub21
8194	125.04	117.12	156.2	18725	0	90	Central nervous system	clade11sub8subsub1-4
8202	128.88	120.56	149.5	19086	0	19	Central nervous system	clade11sub20subsub0-1-2-4-6
8295	129.68	122.96	146.6	18787	0	24	Central nervous system	clade11sub11subsub2-3
8423	122.64	116.08	158.8	19681	0	73	Central nervous system	clade11sub11subsub2-3
8431	120.8	111.52	169.2	19360	0	53	Central nervous system	clade11sub11subsub0-4
8433	124.08	117.6	155.7	19989	0	74	Central nervous system	clade11sub11subsub2-3
8434	131.28	125.2	143.0	19957	0	141	Central nervous system	clade11sub11subsub0-4
8435	125.44	116.4	155.1	19375	0	85	Central nervous system	clade11sub11subsub2-3
8440	124.32	117.2	155.1	19671	0	40	Central nervous system	clade11sub17subsub6
8443	128.16	121.52	147.8	19686	0	23	Central nervous system	clade11sub17subsub6
8486	122.0	116.24	159.7	19704	0	71	Motile cilia	clade11sub18subsub6
8509	121.68	113.36	167.5	20058	0	61	Central nervous system	clade11sub11subsub0-4
8553	126.32	118.8	152.5	19493	0	78	Central nervous system	clade11sub4subsub9
8559	132.24	123.6	143.9	19183	0	102	Developing neurons	clade9sub11
8639	123.92	116.8	155.2	21066	0	44	Central nervous system	clade11sub11subsub2-3
8649	119.52	111.76	169.3	20241	0	49	Central nervous system	clade11sub17subsub6
8660	120.48	111.36	166.4	21073	0	4	Central nervous system	clade11sub11subsub0-4
8661	123.6	116.32	158.0	20526	0	39	Central nervous system	clade11sub17subsub6
8663	122.8	114.32	161.1	20527	0	69	Central nervous system	clade11sub17subsub6
8696	123.36	116.08	157.8	20541	0	38	Central nervous system	clade11sub11subsub1
8719	122.32	111.28	166.8	21129	0	58	Central nervous system	clade11sub11subsub2-3
8725	124.72	116.08	154.8	21117	0	89	Central nervous system	clade11sub6subsub10
8729	122.08	115.6	159.7	20610	0	72	Central nervous system	clade11sub4subsub6
8830	121.28	113.12	167.6	21718	0	27	Central nervous system	clade11sub11subsub0-4
8832	119.84	112.48	169.5	21050	0	47	Motile cilia	clade10sub9
8838	120.32	112.0	168.9	21303	0	51	Central nervous system	clade11sub17subsub6
8839	121.12	112.0	168.8	21734	0	62	zero	zero
8841	120.8	111.76	169.8	20772	0	167	Somatic musculature	clade3.1sub6
8842	121.28	112.0	169.3	21084	0	55	Enteric nervous system	clade11sub6subsub10
8856	121.12	110.56	168.7	21322	0	57	Central nervous system	clade11sub11subsub0-4
8979	118.4	113.68	166.7	16213	0	65	Somatic musculature	clade3.1sub50
8999	121.36	110.56	168.4	22141	0	63	Central nervous system	clade11sub11subsub0-4
9000	119.6	112.48	169.2	21537	0	52	Central nervous system	clade11sub8subsub1-4
9006	121.84	111.6	168.9	22338	0	56	Central nervous system	clade11sub11subsub1
9010	121.12	111.52	168.5	21950	0	64	Macrophage	clade13sub12
9035	120.48	111.84	168.7	19781	0	54	Gland cells	clade1sub12
9264	120.88	111.44	169.7	23368	0	46	Central nervous system	clade11sub11subsub1
10174	103.44	86.4	221.2	26011	735	0	Central nervous system	clade11sub9subsub3
10340	101.2	92.56	222.4	26818	736	0	Central nervous system	clade11sub8subsub0
