label_id	cell_ids	is_traced	most_probable_assignment	clade10sub3subsub5-9	clade10sub9	clade11sub11subsub0-4	clade11sub11subsub1	clade11sub11subsub2-3	clade11sub13subsub4	clade11sub13subsub5	clade11sub17subsub6	clade11sub18subsub7	clade11sub20subsub0-1-2-4-6	clade11sub20subsub3	clade11sub21	clade11sub23	clade11sub25subsub2	clade11sub25subsub3	clade11sub25subsub7	clade11sub28subsub2	clade11sub34	clade11sub35	clade11sub42	clade11sub6subsub6	clade11sub6subsub7	clade11sub6subsub8	clade11sub6subsub9	clade11sub7subsub1-4	clade11sub7subsub6	clade11sub8subsub0	clade11sub8subsub1-4	clade11sub8subsub8	clade11sub9subsub4
4808	8154	no	clade11sub20subsub0-1-2-4-6	4.8415706146647654e-18	3.27974363453378e-11	1.6110580295383502e-06	4.913899707592408e-05	2.1520438736124086e-10	8.654633638780895e-08	1.9778143937751666e-18	1.5584174473521325e-19	4.1812570575885126e-14	0.9957541491174544	0.0036876158855378	4.2728287778879716e-08	2.1464150308227403e-07	5.768449881874017e-15	6.236766959390653e-14	5.672987138600027e-20	2.816550447975205e-16	3.312894671878148e-11	2.0637188149362283e-09	1.096479603238988e-09	2.0393832040383928e-10	6.217890663034411e-16	7.671052254537071e-09	2.4206018391434312e-18	1.653299831172841e-13	6.394830322041084e-11	6.54142526083755e-08	0.0005070628859458	1.3825065934090269e-12	2.1633754990846287e-13
4810	8352	no	clade11sub8subsub1-4	3.064014840823078e-15	3.701886341339662e-12	0.0324206633847087	0.0003384215903619	4.081969313486213e-06	6.846440511064019e-06	1.9462165663763762e-13	9.824108167135547e-14	1.394746050074576e-13	2.50474565866202e-07	1.6942237095614585e-13	1.278262564213278e-09	4.88759134023876e-07	8.211690156194496e-18	1.5253507174840504e-11	4.813626842725663e-11	1.1195253403570952e-09	1.7799792212218495e-10	5.363627270531508e-08	1.8562430680221312e-08	3.749493742144567e-12	2.0965483601945738e-13	9.463339309756262e-11	1.3410557759181808e-15	2.0816663096291202e-13	2.132660072623504e-11	2.681789004932688e-08	0.9672264863688982	8.689350340175257e-07	2.052131473590584e-09
4813	8736	no	clade11sub8subsub1-4	9.317612660443893e-13	8.80021187888463e-11	0.0082540442189318	0.0002788314566556	7.554193976478475e-05	4.149430575776187e-06	5.560202036380768e-10	1.372352367497933e-10	3.45844633196877e-11	6.598072014840706e-09	4.796223418069396e-13	1.4877522842183057e-07	0.0021107739354767	2.1855799966805734e-13	7.205317648717303e-10	4.9286352446131494e-11	3.2279919211470303e-10	8.021276369043978e-09	8.120694912115908e-07	1.929084156291992e-06	3.72181560571487e-08	2.514131540623292e-07	1.3570313665504145e-06	6.42308229977115e-10	2.3776890610992933e-10	4.5744157838678246e-11	3.584070152324491e-06	0.9891187947985716	9.666887954088472e-05	7.707173141247015e-07
4814	8357	no	clade11sub11subsub0-4	3.366765527945192e-07	4.250926448352745e-09	0.829413313614877	0.0348647758000679	0.1261909456498795	0.0003916156839839	8.849585124272491e-06	2.0593503339352424e-06	1.205065751865314e-07	4.1406610541242145e-08	1.0781894190566823e-09	0.0002170147480282	0.0047173399679458	1.739415733924144e-09	8.842154149492788e-06	4.5569212740934845e-09	2.022800221581911e-06	0.0003391720546018	6.130276324582797e-05	0.0017318087615615	1.0625424433948494e-06	2.095144402495768e-05	6.967718871148249e-06	1.0989590463965156e-05	2.463382360934595e-09	6.234097302003456e-08	1.7896506810914755e-05	0.0004959925061452	1.8854732358629295e-10	6.511039158541963e-08
4815	8916	no	clade11sub8subsub1-4	2.954985556983158e-09	7.217480301712627e-11	0.0054358957993048	0.0058133513866347	0.0005039216643467	0.0001254078019389	9.348469160567854e-10	4.597622802308345e-05	1.328144003045663e-09	4.706997141739028e-09	4.594096492549044e-09	1.4063967984782928e-07	4.749221979469761e-07	5.168217328960495e-06	1.5857376523553417e-06	1.1174966372203537e-07	2.401297692257849e-07	2.062152223287281e-07	9.880526415608629e-08	1.1511479420751705e-07	4.667378135638432e-10	5.915909990600237e-07	1.600820749263937e-06	5.7568127716488276e-08	3.5038314031297105e-07	1.0614834722970215e-05	0.0002169794323548	0.9788162502039216	0.0001624541973316	1.589483534669867e-08
4828	8945	no	clade11sub20subsub0-1-2-4-6	5.5417677640710016e-21	1.942808575203116e-14	4.177204049122872e-06	0.0004173103139079	3.5351982063344557e-10	1.350527403280547e-08	5.875663804707037e-17	8.029483060520884e-18	6.677918981367387e-17	0.9995550526279072	1.939188111572568e-05	8.20554021064565e-12	5.960071563326429e-11	2.0712580702211457e-18	1.522296138214875e-15	9.693952778515985e-18	2.685351610222222e-15	4.780502515496772e-11	7.138969308662625e-10	2.587226939582297e-13	5.043600731372214e-12	1.3285930480530946e-12	7.239218630254842e-13	1.6248012684161775e-20	4.2288822152989614e-14	2.0226906862284485e-15	2.2178735786300762e-10	3.062549668375104e-06	9.83174875978781e-07	5.544702419418323e-10
4833	8946	no	clade11sub8subsub0	7.904083255260629e-11	1.5486282342471878e-10	0.1064537688026893	0.0013440451082487	3.271062001269042e-06	0.0007996332886277	7.227207495655655e-09	1.3835999759158888e-09	2.5922508806870147e-09	1.1786750041827768e-05	6.244560970735172e-08	1.3863813880286436e-05	1.0705966126041204e-05	2.9680815645423117e-10	5.710122846668694e-07	2.2012079263225484e-12	5.706880876507506e-11	4.972089514581225e-05	0.0003327728766011	0.0001358461182925	1.2182827806972876e-08	3.687716201980815e-05	4.634749225685454e-05	1.8793750482369978e-12	4.3571725908946565e-08	6.707542340692861e-07	0.6877909201626282	0.1997059370859849	1.047276048055913e-09	0.0003935629600773
4844	8749	no	clade11sub20subsub0-1-2-4-6	4.151319036351424e-16	1.109884666036984e-12	0.0001221298448023	0.0097092832110305	1.6548342958485526e-08	1.5171148789229883e-05	1.2783951436910014e-15	2.526551974935016e-15	2.67755864529631e-13	0.9897320325170011	4.246356470716362e-06	3.304529935515694e-08	5.196087357886648e-06	3.445740199166677e-15	2.3174193199314037e-10	2.0121881104493257e-15	5.888162760172919e-11	3.87528575980616e-09	1.153428586839057e-07	1.6857007997996485e-08	1.6539155032201054e-10	1.0915499884735142e-11	2.9189161909024384e-06	3.30501571913179e-15	1.4271500332199099e-12	3.9927921601763606e-10	2.7276792560536878e-06	0.0004060420332605	5.3953766667946193e-08	2.948398439742289e-09
4880	8193	no	clade11sub8subsub1-4	6.642361800510298e-11	6.530282555537588e-08	0.0060954594743369	0.0043593778460426	6.738872096665904e-05	0.0001501600372927	1.4063380805088553e-08	1.68639781706078e-08	7.292882432396041e-09	6.252347443992552e-08	2.9852477054420174e-11	1.0931569986929353e-07	3.0836655401414605e-05	1.6541927568467994e-09	5.920109841963041e-08	2.9732811233421017e-10	1.5315625551787306e-07	2.389134542868496e-07	6.077100736784271e-09	2.956795189559135e-06	6.25732962730422e-08	1.3173131580820904e-07	3.886650770874578e-09	7.371051192251049e-10	3.611266674737127e-09	8.946089870171408e-10	1.76791060836743e-05	0.9884819800643124	0.0005988869660291	1.4711302752812608e-08
4882	8770	no	clade11sub8subsub1-4	8.350338786988813e-10	2.9450286353156147e-08	0.0658683583070981	0.0283741751921773	0.0050061834248148	0.0002909965992752	1.9121987249158738e-10	1.2530225928675345e-07	1.2175362674601531e-08	5.230486155388889e-07	2.49583143436805e-10	1.0777508693765551e-06	0.0227163720929628	2.4858713792718345e-10	8.694279603989699e-07	9.990798282250422e-07	9.045473993176147e-06	3.049307997651261e-07	4.304604816642451e-07	1.840477596321672e-06	4.002870532303913e-08	4.773296762862704e-06	1.4503286135139405e-05	2.105623415602839e-07	7.239390447417385e-07	2.9289443851491332e-09	8.934709451441769e-05	0.8705355246626941	0.0004813135355697	1.5602220703690308e-07
4885	8971	no	clade11sub11subsub0-4	5.3503093050644887e-08	2.788096185918585e-10	0.4695217214954959	0.2550840721574443	0.0083516892758075	1.8173014613458288e-06	1.4821152261449284e-09	1.10803347448407e-06	5.939692523875452e-07	4.668706755187434e-07	2.4180512602698865e-08	4.349522014892541e-05	0.0217505698939723	9.619693112057565e-09	5.1266809410759615e-08	2.8145540544820682e-14	2.3097082970523804e-08	2.790602115974419e-05	7.487175799311957e-05	0.0055227387971186	5.258163174263031e-10	0.0001622797139801	4.783084419961902e-06	4.378487404490026e-08	3.200870068000242e-09	1.7560727224477145e-07	9.226034487720365e-05	0.227725475070875	1.359169411265549e-10	4.479593834197642e-06
5108	9114	no	clade11sub20subsub0-1-2-4-6	3.541183102526232e-22	4.6961184050263886e-14	1.5661902109040677e-07	0.0020137201177854	1.500956908842894e-11	3.5468065116162903e-10	5.376767874564573e-19	7.525390239610022e-17	3.331079714010132e-15	0.9958978459127448	0.0020740288643197	2.495244475585612e-13	2.2150008962880624e-10	2.751093159929136e-16	4.961953985593227e-14	5.023118275253277e-19	4.481318024343948e-15	1.2743717903123368e-14	2.226776932461343e-12	1.8057140904226045e-12	6.254352513544416e-18	1.9392351686847058e-15	2.2240687861107464e-10	1.1653691552568826e-21	3.1912896927928733e-13	1.042194173507103e-13	4.696519778086345e-08	1.3845204688135745e-05	3.535340701892787e-07	7.474280777968226e-12
5109	9274	no	clade11sub20subsub0-1-2-4-6	1.3519010475379559e-20	4.311320177957601e-12	2.8748993273736e-06	0.0013217823712953	1.2775223413922459e-10	2.0298479585549368e-08	3.021613569683816e-15	2.9761438168683324e-14	9.62420988895722e-17	0.9964968064136104	0.0021779564195454	1.9466126680357857e-12	1.7794805864734622e-09	1.6171618613443052e-14	3.8597549533269854e-13	4.023738019689589e-16	6.791456043362228e-13	3.9037011668268683e-13	4.353739225063861e-11	1.1517796412223929e-12	1.4808614149523447e-14	7.317241478776296e-14	3.5956846689560974e-14	2.1047937121456684e-21	9.545148428788883e-12	5.458996180636142e-14	1.5038262727538422e-08	2.576430383477353e-07	2.846571645817625e-07	6.9144870944653506e-12
5110	9115	no	clade11sub20subsub0-1-2-4-6	2.5522682281589838e-17	1.6190373261541052e-13	0.0003375755968237	0.0959883670804759	1.456264479059362e-07	5.9322885121508665e-06	1.1016455838533204e-17	1.552124226889623e-15	4.068555399078555e-15	0.8951890351610788	0.0008874404373106	1.1446631007694113e-08	2.1939442302439697e-05	1.2395016459074194e-15	1.652257706468756e-12	1.66598241549807e-17	4.389061632892378e-14	4.486839934139053e-10	6.370536974978446e-08	4.0845831989737494e-09	8.212480760876204e-10	1.0726834539589688e-11	8.915117643378589e-08	3.581052728103875e-16	5.833719884842396e-13	5.37962065052128e-12	1.2329140939375103e-06	0.0075676101651709	3.4862113963205475e-10	3.599141082967505e-09
5112	9117	no	clade11sub8subsub1-4	2.313113891279468e-16	1.1864424716469516e-13	0.0029196168771503	0.00013565780895	1.175729674743762e-07	0.0005826698325557	5.598965048795507e-09	1.171890519187132e-13	8.926349182352676e-16	1.1209055812660712e-06	9.088176369523543e-12	1.9672121358761542e-09	1.9552342629522135e-07	3.9949183095759293e-14	1.0784759330310112e-11	2.211588092096463e-12	1.3682646015847469e-12	1.3925984209796097e-08	7.615860576729613e-08	5.890906794450823e-11	1.1312182810771243e-09	9.393789031474506e-12	2.0701287757398648e-11	8.439636586169314e-16	5.578414752510985e-12	1.4090486636159247e-11	3.107771811370151e-07	0.9962180414943358	0.0001116950345385	5.195115792008832e-09
5114	9277	no	clade11sub20subsub0-1-2-4-6	1.140539465730164e-16	2.862230293513592e-12	4.771415400732727e-07	0.0017789636653012	4.027789703187346e-09	6.314119387293086e-09	4.5303239126530484e-18	6.535797707600472e-14	2.142166042296145e-15	0.8956405856187409	0.1025561252321952	2.101582375999145e-11	1.2148052564410966e-07	1.727260861565172e-12	3.3384841984720496e-11	6.870863677286383e-11	8.938821840884775e-12	1.8047699190124742e-09	2.743490985896467e-09	3.896917116818778e-12	6.0163475919505945e-12	2.833252928920847e-09	6.020849059319769e-13	9.88813191132136e-17	1.6429095182651167e-09	1.807552817021212e-12	6.542365969995533e-09	1.4346267983601138e-05	4.5897720693051264e-10	1.8133894375843224e-10
