label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_points	n_traces	sources	cell_id	kevin_head_traces_id	david_motorneuron_2nd_segment_traces_id
3414	170.24	217.84	58.1	167.92	183.44	51.30	191.84	220.88	60.50	0	1	kevin	5191	225	0
3416	171.36	213.12	60.3	166.72	195.68	50.10	173.60	218.96	61.60	0	1	kevin	5421	223	0
3418	173.68	210.56	61.6	171.44	184.08	49.20	190.56	213.84	64.70	0	1	kevin	5864	619	0
3419	174.4	216.32	56.3	154.80	187.60	53.50	179.52	221.04	61.50	0	1	kevin	5194	631	0
3421	175.84	216.0	60.1	172.72	174.72	39.70	189.28	219.20	63.20	0	1	kevin	5422	629	0
3423	176.48	220.48	60.3	174.16	210.16	59.10	182.32	226.00	65.00	0	1	kevin	5664	630	0
3424	178.24	218.4	57.0	171.76	180.56	50.40	195.28	221.60	63.40	0	1	kevin	5195	632	0
3435	198.56	209.2	61.5	190.96	180.80	58.70	200.80	212.96	71.70	0	1	kevin	5651	141	0
3436	201.92	212.56	60.5	186.80	192.48	56.70	204.40	215.60	64.60	0	1	kevin	5426	139	0
3444	151.44	117.76	66.0	147.92	115.28	42.20	197.76	171.52	70.60	0	1	kevin	5467	543	0
3491	177.92	140.72	63.2	165.36	138.72	57.10	180.24	145.84	65.90	0	1	kevin	5947	699	0
3520	223.92	145.04	63.9	208.08	142.96	54.70	226.64	156.08	66.40	0	1	kevin	5530	238	0
3522	226.56	140.8	63.0	194.08	137.60	41.40	228.88	177.36	67.60	0	1	kevin	5737	257	0
3524	230.8	144.64	64.5	200.32	142.40	53.20	233.60	174.64	67.00	0	1	kevin	5759	240	0
3525	232.24	137.2	65.5	200.80	134.48	52.90	239.52	179.36	68.70	0	1	kevin	6224	230	0
3526	234.96	140.8	64.6	209.76	138.72	54.90	238.24	175.84	67.80	0	1	kevin	6225	88	0
3529	123.36	164.96	65.3	100.32	101.84	56.10	146.08	180.80	229.60	0	1	kevin	6017	649	0
3540	183.2	146.24	63.2	170.00	144.24	54.70	185.60	154.00	64.40	0	1	kevin	5752	697	0
3545	188.8	147.52	66.3	170.88	144.72	54.60	190.96	153.36	68.20	0	1	kevin	5980	693	0
3587	124.64	176.24	64.8	121.04	141.44	56.60	139.12	188.40	124.90	0	1	kevin	5807	650	0
3611	150.16	186.56	67.0	101.76	183.68	63.50	154.00	238.40	74.30	0	1	kevin	6331	678	0
3633	184.48	183.92	66.0	176.64	177.20	50.80	188.80	188.56	68.00	0	1	kevin	6079	113	0
3677	153.28	190.4	67.2	133.36	185.36	62.60	156.08	223.28	71.50	0	1	kevin	6067	72	0
3692	169.6	205.84	65.4	149.76	171.12	47.40	193.68	208.24	68.50	0	1	kevin	5853	626	0
3699	179.52	190.08	66.3	177.28	186.88	55.70	195.04	195.28	70.00	0	1	kevin	6339	117	0
3701	181.84	193.12	65.3	178.64	186.88	55.50	191.36	196.00	69.40	0	1	kevin	6603	119	0
3703	182.96	187.6	66.7	175.36	164.16	56.20	197.20	189.76	70.30	0	1	kevin	6340	115	0
3719	215.36	202.96	68.9	195.60	183.28	46.80	225.92	206.24	71.80	0	1	kevin	5858	381	0
3721	219.36	195.52	65.5	190.32	184.00	54.60	228.48	202.40	73.20	0	1	kevin	6101	555	0
3727	223.92	194.4	66.1	197.92	182.16	63.60	227.04	197.92	73.90	0	1	kevin	6342	557	0
3746	166.0	220.24	64.6	163.92	194.00	52.10	198.08	223.52	66.60	0	1	kevin	6117	62	0
3748	168.56	210.08	64.3	166.08	177.28	40.70	198.00	212.40	68.00	0	1	kevin	5647	222	0
3749	169.6	216.8	62.1	166.88	183.68	52.00	198.16	224.40	67.40	0	1	kevin	5876	61	0
3750	170.16	213.92	65.2	164.40	184.08	49.40	208.08	225.36	68.80	0	1	kevin	6120	216	0
3751	169.6	218.96	66.5	167.52	189.52	48.90	189.36	223.92	68.20	0	1	kevin	6392	63	0
3752	172.32	209.84	65.8	169.76	168.16	39.40	203.52	212.56	67.60	0	1	kevin	5865	620	0
3753	172.88	216.64	62.6	169.52	185.68	50.80	194.00	221.20	65.50	0	1	kevin	5877	215	0
3754	173.6	204.56	67.7	171.36	175.44	34.40	191.20	208.08	70.50	0	1	kevin	5628	624	0
3771	201.6	212.24	62.8	185.76	191.28	60.80	205.04	215.28	66.40	0	1	kevin	5870	137	0
3806	197.68	121.52	72.2	188.96	105.04	67.80	220.08	123.84	77.30	0	1	kevin	6934	67	0
3808	200.16	117.84	70.1	192.16	104.64	67.60	219.28	120.40	76.00	0	1	kevin	6932	55	0
3844	178.96	138.16	69.9	169.76	134.64	61.20	182.08	149.20	76.90	0	1	kevin	6980	702	0
3845	181.36	141.04	69.5	164.96	129.84	57.70	185.52	149.36	82.30	0	1	kevin	6465	701	0
3846	182.32	136.64	68.7	166.00	129.20	56.90	185.60	150.88	73.20	0	1	kevin	6466	700	0
3848	181.6	145.52	68.0	169.28	142.96	64.50	189.44	156.80	74.00	0	1	kevin	6500	711	0
3851	186.96	143.52	67.7	169.76	141.44	64.30	189.84	151.20	72.70	0	1	kevin	6467	707	0
3852	185.84	138.64	72.7	167.12	135.84	58.50	188.96	147.52	74.50	0	1	kevin	6215	709	0
3855	190.32	140.64	69.2	172.08	138.16	59.70	192.16	149.84	72.60	0	1	kevin	6217	706	0
3888	226.24	144.0	67.2	199.28	138.96	52.10	240.24	195.68	69.90	0	1	kevin	6255	242	0
3890	232.32	138.32	69.2	199.52	136.08	53.50	239.68	181.28	71.30	0	1	kevin	6479	57	0
3891	230.64	140.96	72.8	207.76	139.04	55.10	233.44	157.36	74.10	0	1	kevin	6478	86	0
3892	234.56	141.92	68.5	206.96	139.12	54.30	238.08	160.96	71.40	0	1	kevin	6737	59	0
3918	185.92	148.64	68.7	164.08	131.44	55.70	192.96	166.48	79.20	0	1	kevin	5751	692	0
3920	187.68	151.28	68.0	172.72	145.12	58.40	190.00	153.44	70.30	0	1	kevin	6248	695	0
3922	190.0	147.12	70.6	172.48	140.40	58.20	192.64	152.88	71.80	0	1	kevin	5953	694	0
3923	191.68	152.24	69.2	171.36	148.88	54.30	194.40	155.60	70.50	0	1	kevin	5754	696	0
3933	206.32	162.24	69.0	190.08	159.12	57.10	210.16	178.72	71.80	0	1	kevin	6782	135	0
3944	220.72	164.64	68.6	209.04	160.16	56.80	224.88	179.76	69.70	0	1	kevin	6533	3	0
3945	222.8	162.56	71.8	200.88	153.44	57.60	227.76	172.48	74.90	0	1	kevin	6284	293	0
3948	226.8	161.04	68.9	186.48	158.80	52.20	230.32	194.24	74.30	0	1	kevin	6535	311	0
3950	229.04	164.4	69.8	201.76	160.72	55.90	232.40	197.92	73.90	0	1	kevin	7033	317	0
3956	236.56	162.48	71.7	191.60	159.68	43.30	240.88	193.12	73.50	0	1	kevin	7265	309	0
4004	186.72	186.32	68.3	184.08	173.36	42.40	195.76	191.92	71.70	0	1	kevin	6815	47	0
4013	213.12	179.44	71.0	209.68	177.12	68.60	215.36	182.72	75.40	0	1	kevin	7299	109	0
4023	224.88	166.56	69.1	203.60	164.24	63.40	229.36	175.76	69.50	0	1	kevin	6568	21	0
4024	224.88	169.52	69.3	182.32	144.96	39.10	229.36	184.96	72.50	0	1	kevin	7059	82	0
4025	228.08	172.64	67.5	203.20	140.80	57.90	231.36	180.64	72.20	0	1	kevin	6307	84	0
4029	229.04	168.4	70.8	186.00	164.24	64.40	232.64	190.48	73.40	0	1	kevin	7288	315	0
4030	228.24	171.28	72.1	200.80	151.52	60.90	232.80	174.16	74.20	0	1	kevin	7289	313	0
4032	234.16	168.96	71.6	195.52	166.00	65.30	237.52	183.28	72.80	0	1	kevin	7290	319	0
4035	233.2	180.32	74.4	210.64	170.32	62.00	238.72	182.40	76.90	0	1	kevin	7514	725	0
4057	150.96	192.0	69.9	118.32	185.44	63.50	152.96	230.72	73.60	0	1	kevin	6620	677	0
4059	153.44	188.56	69.2	144.56	185.12	67.10	156.72	191.36	72.00	0	1	kevin	6826	69	0
4061	155.04	194.64	72.7	133.92	184.08	67.40	157.12	222.96	74.70	0	1	kevin	7308	676	0
4072	171.36	207.52	69.3	168.96	158.64	32.50	188.80	210.88	71.70	0	1	kevin	6844	625	0
4078	178.72	202.72	71.4	174.16	196.24	56.20	181.68	207.84	74.20	0	1	kevin	6878	623	0
4085	189.28	188.08	70.5	184.48	175.28	42.90	194.96	191.76	74.40	0	1	kevin	7077	13	0
4097	218.24	197.44	67.6	192.96	173.76	41.20	221.76	200.48	72.30	0	1	kevin	6859	385	0
4125	163.6	218.56	66.4	161.52	190.16	51.90	181.68	224.96	70.70	0	1	kevin	6642	220	0
4127	167.28	219.12	69.0	165.12	190.64	51.60	193.52	223.44	70.70	0	1	kevin	6118	65	0
4130	169.52	219.2	71.8	167.20	191.44	53.10	179.84	222.80	75.20	0	1	kevin	6654	209	0
4131	171.52	216.88	67.3	167.52	164.80	31.50	188.24	219.52	70.20	0	1	kevin	6875	621	0
4132	171.12	213.6	69.3	148.24	171.20	40.10	194.00	216.88	72.80	0	1	kevin	6374	622	0
4204	180.32	134.24	72.9	169.44	131.76	68.40	182.96	147.52	78.30	0	1	kevin	6977	703	0
4205	181.2	130.8	75.7	167.60	128.00	62.50	183.84	142.16	79.20	0	1	kevin	6978	704	0
4206	183.44	136.88	74.8	165.36	133.76	57.20	186.00	145.36	76.50	0	1	kevin	6951	710	0
4258	144.88	163.44	76.2	142.08	144.96	60.40	154.88	166.64	79.70	0	1	kevin	7875	531	0
4263	148.96	162.88	76.7	143.12	153.92	61.70	156.00	165.52	80.00	0	1	kevin	7239	529	0
4309	218.64	158.96	74.5	195.92	156.80	52.30	222.16	196.64	75.60	0	1	kevin	7260	305	0
4315	226.0	154.48	74.2	204.72	152.24	54.60	228.88	194.64	78.40	0	1	kevin	7261	291	0
4317	226.16	158.08	71.4	202.24	155.52	54.20	229.92	197.52	76.00	0	1	kevin	6785	289	0
4318	231.92	161.84	73.2	204.72	159.04	54.50	235.68	195.04	75.60	0	1	kevin	7263	295	0
4380	230.8	174.88	74.5	197.92	171.36	58.30	235.36	196.40	77.30	0	1	kevin	7513	726	0
4396	149.28	197.92	76.2	125.68	185.52	70.40	152.16	226.08	78.50	0	1	kevin	7330	532	0
4399	151.92	199.28	75.1	125.52	159.12	68.80	154.56	224.72	85.20	0	1	kevin	7735	674	0
4400	152.0	193.44	74.7	132.80	182.16	67.40	153.92	223.52	76.60	0	1	kevin	7317	675	0
4402	155.44	190.8	75.4	131.04	177.84	66.40	157.68	218.16	77.40	0	1	kevin	7719	672	0
4403	155.28	195.04	76.8	128.80	168.08	65.70	157.76	223.12	78.30	0	1	kevin	7538	673	0
4432	193.28	201.6	76.5	189.44	177.76	68.90	200.88	222.40	77.50	0	1	kevin	7955	125	0
4433	196.08	207.28	76.0	189.12	184.32	61.10	200.08	219.20	77.20	0	1	kevin	7746	127	0
4546	177.6	130.16	80.0	164.96	127.20	60.40	180.08	141.52	82.00	0	1	kevin	7402	705	0
4644	227.76	150.16	78.4	204.40	147.44	54.10	230.96	196.16	82.00	0	1	kevin	7870	297	0
4646	230.32	155.04	80.8	205.12	150.40	54.90	233.60	192.72	84.50	0	1	kevin	8067	299	0
4647	231.04	158.48	78.7	221.44	150.08	68.20	235.60	164.32	84.60	0	1	kevin	7481	301	0
4648	233.2	163.36	78.5	220.32	158.56	69.20	236.16	166.16	82.50	0	1	kevin	8089	307	0
4703	220.56	175.2	81.0	201.60	171.92	63.70	238.00	191.68	82.60	0	1	kevin	8086	154	0
4704	222.88	172.8	80.3	201.76	168.00	64.80	238.48	179.04	82.70	0	1	kevin	8280	133	0
4706	222.8	185.92	80.0	199.52	169.12	65.70	237.44	191.60	83.70	0	1	kevin	8119	727	0
4778	219.28	188.16	79.8	191.76	177.84	58.30	231.12	199.12	82.00	0	1	kevin	8312	730	0
4784	228.32	188.24	79.2	194.56	172.40	62.80	231.68	190.88	82.70	0	1	kevin	8318	729	0
5001	221.84	178.48	83.2	198.08	171.12	63.60	237.76	194.48	85.30	0	1	kevin	8660	152	0
5048	203.28	200.56	84.1	191.12	179.20	60.70	215.52	218.72	85.20	0	1	kevin	8699	149	0
5049	203.2	205.36	84.6	190.96	182.40	63.30	211.36	218.72	86.20	0	1	kevin	8504	148	0
5054	206.16	204.16	85.7	190.96	191.84	73.00	208.96	218.80	88.60	0	1	kevin	8883	151	0
5060	211.68	191.2	83.0	184.56	177.68	66.30	214.88	199.92	84.40	0	1	kevin	8314	680	0
5066	216.8	194.32	84.9	209.20	191.68	79.30	225.68	198.80	87.40	0	1	kevin	8509	682	0
5067	217.2	197.2	82.7	205.04	179.44	71.40	224.72	200.16	84.60	0	1	kevin	8682	681	0
5068	217.92	191.92	81.9	186.00	121.84	56.10	228.32	200.64	84.60	0	1	kevin	8115	679	0
5069	219.12	197.68	85.4	208.88	190.80	79.60	226.24	200.56	87.10	0	1	kevin	8710	683	0
5071	223.2	195.6	83.6	219.68	193.36	80.00	226.24	198.16	87.30	0	1	kevin	8683	684	0
5094	89.40	98.59	206.28	89.40	92.11	205.60	105.24	103.01	212.50	17	1	david_new_dangling	0	0	0
5194	121.28	112.01	169.32	91.88	109.84	142.98	123.99	149.86	204.39	627	1	david_new_dangling	0	0	0
5200	116.84	111.55	179.56	89.30	93.72	173.96	127.58	157.27	195.88	252	1	david_new_dangling	0	0	0
5225	224.88	164.88	91.7	203.92	162.08	71.60	238.80	172.56	93.00	0	1	kevin	9370	157	0
5279	227.44	171.6	91.6	207.28	160.64	71.80	235.92	174.48	94.10	0	1	kevin	9012	158	0
5320	210.72	195.28	88.6	163.44	189.28	55.50	225.52	202.48	91.00	0	1	kevin	9049	688	0
5321	212.24	189.2	89.3	186.88	180.96	69.40	227.68	201.68	92.00	0	1	kevin	9231	687	0
5325	216.48	191.6	89.6	184.48	119.28	55.50	226.56	200.40	91.80	0	1	kevin	8684	686	0
5326	221.68	191.52	87.4	181.20	164.56	57.50	228.56	199.04	89.60	0	1	kevin	8871	685	0
5564	205.28	195.84	94.1	202.88	190.88	82.90	209.68	200.16	96.60	0	1	kevin	9244	690	0
5565	208.88	194.0	94.5	204.16	186.56	88.20	212.72	199.44	96.90	0	1	kevin	9803	689	0
5567	212.4	187.2	94.0	200.24	168.56	59.70	214.72	190.32	95.70	0	1	kevin	9415	691	0
5629	90.87	105.85	201.10	90.87	105.85	201.10	117.21	118.29	206.90	49	1	david_new_dangling	0	0	0
5872	116.93	112.27	179.66	89.44	97.13	164.41	126.43	170.95	184.26	453	1	david_new_dangling	0	0	0
5882	108.97	115.69	184.21	91.88	111.66	142.98	123.81	149.86	211.47	468	1	david_new_dangling	0	0	0
5908	107.15	132.82	166.58	101.87	127.84	165.35	109.82	132.83	166.58	12	1	david_new_dangling	0	0	0
5909	109.21	128.98	163.53	109.21	122.14	161.34	120.12	131.38	168.52	88	1	david_new_dangling	0	0	0
6078	132.08	124.16	143.6	127.65	108.97	105.80	149.06	131.28	147.92	112	2	david;david_new	11589	0	117
6093	109.94	104.76	157.67	109.62	104.76	157.67	123.12	114.65	163.67	43	1	david_new_dangling	0	0	0
6096	199.63	159.69	34.00	79.60	76.89	21.02	223.12	204.11	254.17	46493	1	david_new_dangling	0	0	0
6105	104.59	135.66	144.22	104.59	115.29	144.22	127.16	137.20	178.09	167	1	david_new_dangling	0	0	0
6109	119.68	106.14	199.45	109.84	84.37	163.52	123.63	122.71	200.48	292	1	david_new_dangling	0	0	0
6118	96.53	94.94	207.51	96.53	94.94	207.51	115.54	104.69	214.49	26	1	david_new_dangling	0	0	0
6141	105.40	139.77	147.47	105.21	132.21	134.66	121.85	140.36	153.64	61	1	david_new_dangling	0	0	0
6153	108.38	143.86	169.66	108.38	115.69	155.30	126.94	143.86	169.66	80	1	david_new_dangling	0	0	0
6321	120.29	106.72	157.62	119.12	70.33	150.23	167.45	113.21	161.38	315	1	david_new_dangling	0	0	0
6367	116.88	110.22	197.20	112.44	104.70	197.20	116.88	110.30	218.20	130	1	david_new_dangling	0	0	0
6571	128.72	121.28	150.16	119.30	98.18	132.35	129.06	122.60	150.66	109	1	david_new_dangling	0	0	0
6578	117.50	111.59	179.51	114.92	97.16	165.05	126.42	113.77	180.61	156	1	david_new_dangling	0	0	0
6607	147.43	97.66	143.75	103.52	97.66	143.75	148.04	126.36	217.73	661	1	david_new_dangling	0	0	0
6620	118.43	110.60	179.74	104.15	76.20	173.59	140.55	117.77	181.51	298	1	david_new_dangling	0	0	0
6627	125.39	117.48	152.83	114.54	102.20	148.29	133.82	122.80	202.44	598	1	david_new_dangling	0	0	0
6628	119.76	113.42	166.05	105.82	107.91	117.44	151.16	130.08	215.85	710	1	david_new_dangling	0	0	0
6638	129.09	121.25	148.15	116.97	96.16	105.66	133.11	150.56	199.45	593	1	david_new_dangling	0	0	0
6651	130.93	124.06	145.38	117.57	122.10	131.72	131.95	139.02	146.33	143	1	david_new_dangling	0	0	0
6652	135.60	126.67	136.29	113.83	118.60	136.19	141.85	143.60	156.27	168	1	david_new_dangling	0	0	0
6653	128.48	121.77	148.85	108.33	116.85	100.68	145.13	149.96	164.46	339	1	david_new_dangling	0	0	0
6720	195.84	167.2	119.6	190.96	159.12	103.30	208.16	186.48	124.20	0	1	kevin	12125	732	0
6768	184.0	178.0	119.5	178.00	174.32	102.90	194.48	191.60	126.70	0	1	kevin	12795	733	0
6812	125.15	117.08	156.63	122.69	97.51	154.19	132.19	120.28	159.76	170	1	david_new_dangling	0	0	0
6814	120.49	112.53	166.15	110.34	102.42	152.64	129.40	121.78	218.16	352	1	david_new_dangling	0	0	0
6821	133.28	125.76	141.0	116.40	85.36	120.70	150.80	130.96	154.20	132	2	david;david_new	13515	0	132
6837	131.78	121.76	146.06	118.12	107.53	132.48	133.34	137.10	152.73	167	1	david_new_dangling	0	0	0
6841	122.05	113.45	167.52	118.79	109.35	153.08	127.59	118.43	188.25	135	1	david_new_dangling	0	0	0
6842	106.54	116.80	152.85	106.54	116.79	152.85	125.89	126.83	157.72	49	1	david_new_dangling	0	0	0
6861	118.19	109.30	184.24	111.93	100.57	103.26	137.08	141.57	220.99	583	1	david_new_dangling	0	0	0
6870	135.41	126.92	136.04	120.62	125.70	134.54	136.46	146.36	143.03	73	1	david_new_dangling	0	0	0
6871	135.37	126.28	135.99	106.71	117.22	127.68	137.44	146.55	136.44	163	1	david_new_dangling	0	0	0
6876	133.13	125.45	141.56	114.00	110.26	133.22	154.45	129.57	179.98	218	1	david_new_dangling	0	0	0
6912	135.44	126.72	133.3	122.72	112.08	116.00	150.88	170.16	137.00	422	2	david;david_new	14010	0	1
6924	133.64	126.42	141.04	122.43	119.88	141.04	140.23	152.57	147.06	119	1	david_new_dangling	0	0	0
7041	132.72	124.64	141.2	100.64	97.04	128.30	153.76	138.38	154.76	167	2	david;david_new	14732	0	131
7044	130.85	91.57	160.65	129.36	89.49	158.12	137.91	102.35	170.95	40	1	david_new_dangling	0	0	0
7049	132.13	124.21	143.66	130.26	116.71	112.71	140.51	125.11	143.76	137	1	david_new_dangling	0	0	0
7053	135.36	126.24	135.9	115.84	85.37	124.35	142.11	133.20	154.14	193	2	david;david_new	14351	0	152
7067	135.06	127.46	134.49	122.33	109.60	132.38	139.04	129.12	135.24	61	1	david_new_dangling	0	0	0
7068	133.12	125.44	142.9	123.20	105.60	126.30	139.36	135.44	148.10	0	1	david	14337	0	110
7074	124.34	116.62	156.13	114.03	108.26	148.78	130.65	120.20	197.57	379	1	david_new_dangling	0	0	0
7076	125.23	115.22	156.61	121.37	109.00	151.52	129.65	117.54	157.06	72	1	david_new_dangling	0	0	0
7098	129.02	150.64	84.90	124.91	128.67	84.90	139.36	150.76	150.44	305	1	david_new_dangling	0	0	0
7106	135.04	127.36	133.5	100.17	96.16	112.80	149.44	141.52	156.25	218	2	david;david_new	14752	0	144
7110	134.96	126.96	133.6	120.08	80.88	107.85	144.80	148.32	151.80	189	2	david;david_new	14197	0	145
7111	134.48	124.16	142.6	126.24	87.92	129.00	155.04	137.76	153.20	0	1	david	5021	0	106
7142	132.4	123.92	144.0	115.45	90.16	95.92	137.28	160.32	220.25	1048	2	david;david_new	14209	0	100
7242	133.6	124.48	142.8	99.92	93.12	88.56	157.94	138.24	156.79	441	2	david;david_new	15317	0	103
7245	133.28	125.36	141.8	131.01	98.16	130.70	148.56	126.80	154.92	130	2	david;david_new	14943	0	107
7256	134.4	125.52	140.9	113.04	111.77	131.80	138.97	130.72	145.15	96	2	david;david_new	15161	0	134
7261	135.04	127.44	134.4	117.97	93.45	132.30	139.04	133.86	152.39	185	2	david;david_new	15325	0	149
7263	150.23	111.41	99.55	119.29	111.24	99.10	150.36	120.08	162.89	181	1	david_new_dangling	0	0	0
7271	134.80	127.17	134.54	98.39	110.63	133.94	149.39	138.67	155.28	116	1	david_new_dangling	0	0	0
7272	135.36	126.16	137.2	110.44	115.52	130.30	141.68	132.97	152.97	97	2	david;david_new	14970	0	158
7276	132.48	125.2	143.5	120.76	101.28	134.50	145.68	141.60	151.20	181	2	david;david_new	15331	0	114
7277	141.18	98.25	148.60	133.92	98.25	142.71	141.18	110.71	149.62	163	1	david_new_dangling	0	0	0
7278	131.68	123.12	146.0	100.16	88.63	130.50	147.76	136.32	156.30	318	2	david;david_new	14738	0	124
7280	130.29	122.25	146.89	129.88	109.00	143.97	148.51	127.44	148.98	132	1	david_new_dangling	0	0	0
7282	134.72	127.12	134.5	98.32	103.52	107.52	155.28	138.72	155.30	255	2	david;david_new	15150	0	150
7284	134.96	127.04	134.0	126.16	106.96	128.10	153.84	136.48	143.00	17	2	david;david_new	15167	0	146
7295	135.04	126.24	136.0	108.72	115.43	132.60	145.48	142.16	148.80	127	2	david;david_new	15183	0	155
7299	132.96	125.28	142.3	112.96	96.40	129.79	141.84	142.96	159.82	304	2	david;david_new	14996	0	105
7304	133.93	130.32	131.19	132.84	113.06	101.70	154.63	158.51	131.19	414	1	david_new_dangling	0	0	0
7305	129.34	122.51	146.81	128.49	119.62	99.41	146.19	129.92	151.18	220	1	david_new_dangling	0	0	0
7306	132.64	125.12	143.2	108.42	73.30	130.00	150.13	142.24	160.51	450	2	david;david_new	0	0	113
7313	135.28	126.72	135.8	112.96	96.80	125.70	147.92	169.12	193.70	0	1	david	14998	0	25
7373	129.19	122.45	148.29	118.45	71.49	138.71	158.83	130.20	167.91	526	1	david_new_dangling	0	0	0
7380	129.2	121.44	148.9	89.92	93.60	137.80	135.92	154.32	162.90	0	1	david	15929	0	14
7381	129.28	119.92	150.2	123.52	99.20	137.90	131.28	123.76	152.90	0	1	david	15742	0	20
7392	129.04	122.0	148.7	110.96	96.96	139.60	143.20	137.20	157.50	0	1	david	15934	0	21
7396	141.77	95.79	143.75	141.73	95.79	143.75	142.66	104.61	149.74	37	1	david_new_dangling	0	0	0
7401	134.49	124.18	142.61	126.29	87.95	129.97	144.15	131.08	153.11	281	1	david_new_dangling	0	0	0
7402	128.87	122.54	148.92	113.38	79.12	137.48	138.92	129.99	182.92	415	1	david_new_dangling	0	0	0
7404	135.36	124.88	139.0	128.38	81.92	133.80	161.52	128.24	159.45	127	2	david;david_new	15709	0	161
7406	132.97	125.33	142.31	114.36	104.00	134.67	141.82	136.48	154.46	247	1	david_new_dangling	0	0	0
7408	135.6	126.32	135.2	126.08	98.64	128.39	166.00	139.52	156.10	173	2	david;david_new	15321	0	151
7420	134.56	125.44	141.2	107.60	96.20	112.80	149.41	141.52	145.90	195	2	david;david_new	15517	0	164
7421	124.56	117.6	154.9	100.59	71.28	99.72	214.16	127.31	180.70	687	2	david;david_new	15538	0	76
7422	138.36	131.11	101.08	120.93	103.35	87.86	147.40	147.27	206.57	769	1	david_new_dangling	0	0	0
7424	129.12	122.32	148.8	113.20	79.36	135.70	149.04	128.24	152.90	0	1	david	15520	0	9
7425	144.87	105.03	108.75	111.01	105.03	108.75	144.87	145.15	123.32	167	1	david_new_dangling	0	0	0
7426	128.88	120.72	149.8	115.92	104.64	75.00	139.52	158.16	156.20	0	1	david	15521	0	18
7427	129.12	122.4	148.2	116.00	71.44	136.00	158.88	130.24	168.00	0	1	david	15539	0	11
7430	128.8	121.68	148.5	119.44	104.32	135.50	140.24	134.56	158.60	0	1	david	15162	0	22
7431	133.12	124.88	142.4	119.20	88.56	110.74	155.35	148.28	155.38	381	2	david;david_new	16256	0	104
7433	155.51	114.72	87.53	130.95	110.70	87.53	158.85	127.46	165.11	248	1	david_new_dangling	0	0	0
7436	122.4	115.76	157.8	102.32	102.85	89.22	159.45	128.16	186.14	229	2	david;david_new	16258	0	35
7437	129.28	121.76	149.4	111.30	87.16	138.00	145.50	128.16	223.88	315	2	david;david_new	15965	0	6
7439	122.72	116.16	159.1	89.96	101.07	137.89	137.12	154.26	213.40	537	2	david;david_new	16241	0	34
7440	132.31	123.61	143.94	113.83	115.82	122.29	140.05	152.95	158.04	371	1	david_new_dangling	0	0	0
7443	129.04	121.6	148.3	90.56	99.84	81.20	148.96	158.32	164.20	0	1	david	15950	0	12
7446	135.2	127.44	134.6	123.31	93.59	130.30	153.84	130.63	157.71	152	2	david;david_new	15952	0	148
7447	132.32	124.8	143.3	108.73	108.78	137.60	157.12	128.96	157.06	185	2	david;david_new	15750	0	112
7448	135.04	127.52	134.2	117.94	107.60	133.59	157.04	131.92	168.72	129	2	david;david_new	15527	0	147
7450	133.12	125.44	141.5	120.16	80.94	129.94	159.36	143.29	151.78	219	2	david;david_new	15971	0	165
7452	135.28	126.64	136.0	113.09	104.96	132.10	172.96	140.72	143.50	81	2	david;david_new	15334	0	154
7462	128.48	122.0	148.7	107.04	110.00	136.30	140.24	140.88	153.10	0	1	david	15768	0	16
7464	132.4	125.44	143.4	109.60	88.88	137.50	140.32	137.01	154.30	128	2	david;david_new	15769	0	115
7502	135.36	126.88	136.0	120.56	125.68	134.50	136.48	150.32	143.10	0	1	david	15581	0	153
7558	142.91	92.09	143.75	133.61	79.12	143.75	146.34	92.09	149.78	131	1	david_new_dangling	0	0	0
7590	121.28	113.6	167.1	105.26	97.20	142.70	135.36	122.78	190.34	275	2	david;david_new	16473	0	68
7595	125.68	118.16	152.3	100.59	90.16	95.90	136.56	156.88	220.30	318	2	david;david_new	16223	0	80
7602	133.35	125.39	141.86	132.92	98.19	135.73	145.99	126.78	142.11	106	1	david_new_dangling	0	0	0
7606	129.92	122.48	147.4	124.40	92.80	111.20	146.80	150.32	150.70	359	2	david;david_new	17157	0	2
7623	123.66	116.36	158.06	119.01	92.13	157.37	144.59	123.79	167.00	165	1	david_new_dangling	0	0	0
7642	133.48	133.51	95.42	122.62	105.63	95.38	146.36	144.71	182.66	469	1	david_new_dangling	0	0	0
7647	131.64	125.19	141.54	131.17	108.38	108.52	152.32	127.93	142.03	202	1	david_new_dangling	0	0	0
7650	127.76	119.68	151.9	93.62	94.84	88.50	158.00	126.80	195.24	386	2	david;david_new	15962	0	83
7651	131.76	121.76	146.0	99.94	98.61	132.40	140.75	138.21	154.54	267	2	david;david_new	16841	0	123
7652	125.52	117.84	152.3	105.92	76.53	97.50	164.24	132.52	204.60	339	2	david;david_new	17152	0	81
7656	135.01	127.05	134.04	126.19	107.02	128.18	152.39	136.43	137.59	138	1	david_new_dangling	0	0	0
7657	128.72	122.0	148.7	121.20	101.12	110.90	155.76	127.76	151.30	539	2	david;david_new	16843	0	3
7661	147.01	98.36	146.44	109.76	90.45	146.44	147.01	121.05	231.24	487	1	david_new_dangling	0	0	0
7665	132.16	122.88	145.6	122.64	105.04	129.82	157.36	147.07	149.30	139	2	david;david_new	16827	0	120
7667	132.4	127.52	140.6	127.76	108.00	140.10	158.80	133.28	146.86	106	2	david;david_new	16513	0	140
