label_id	anchor_x	anchor_y	anchor_z	secretory	gut	empty	gland	yolk	neuropil	cuticle
79	181.71359573146216	94.94621203815355	143.13076904335534	0	0	0	0	0	0	0
80	179.01022166778614	118.62634296132809	79.49983686786298	0	0	0	0	0	0	0
81	180.34760127783687	90.11223482568636	233.6319922218621	0	0	0	0	0	0	0
82	198.84361336319589	92.1530082820987	164.84832334379098	0	0	0	1	0	0	0
83	196.93263200703686	124.07919911475126	105.25274630437045	0	0	0	0	0	0	0
84	187.91466520135003	59.233877070413676	160.2959690713557	0	0	0	0	0	0	0
85	190.9351367302774	215.2153019870155	59.349267165060006	0	0	0	0	0	0	0
86	198.0166320379633	115.6992176478133	115.85219528878628	0	0	0	0	0	0	0
87	207.22834466559533	76.65577034439231	164.44898074708343	0	0	0	0	0	0	0
88	205.21601557054746	98.64442761142016	97.9210347049618	0	0	0	0	0	0	0
89	212.0230957417456	163.28301296790215	103.8358203807597	0	0	0	0	0	0	0
90	217.47300745128288	129.52113738401675	65.79442177728069	0	0	0	0	0	0	0
91	0.0	0.0	0.0	0	1	0	0	0	0	0
92	163.9316056372069	151.7256710280716	62.93796717592157	0	0	0	0	0	0	0
93	153.2293184160122	142.89307873187906	58.77492916060809	0	0	0	0	0	0	0
94	149.38857142857142	143.62095238095242	66.1857142857143	0	0	0	0	0	0	0
