label_id	cell_id	nucleus_id	most_probable_subtype	most_probable_broad_type	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_points
52	1411	1046	clade10sub19	Motile cilia	184.4	152.48	24.1	184.4	135.28	24.1	202.88	152.56	57.2	702
521	3258	2123	clade11sub8subsub1-4	Central nervous system	167.36	180.08	43.5	163.44	168.08	43.5	178.96	182.48	51.6	409
523	4490	2829	clade11sub8subsub0	Central nervous system	173.28	201.36	51.8	173.28	178.32	46.1	185.28	201.44	59.0	417
525	3907	2703	nocladesub20	Epidermis	152.0	157.84	48.5	150.4	155.6	32.5	175.44	178.0	53.4	497
527	7012	100	clade7sub8	Somatic musculature	146.16	164.24	71.3	142.96	154.56	59.9	154.08	166.88	71.4	87
529	7239	4263	clade10sub10	Gland cells	148.96	162.88	76.7	143.12	153.92	61.7	156.0	163.92	80.0	260
531	7875	4258	nocladesub9	Cardiovascular system	144.88	163.44	76.2	144.0	144.96	60.4	154.88	164.24	76.3	266
532	7330	4396	clade10sub3subsub5-9	Motile cilia	149.28	197.92	76.2	125.68	185.52	70.4	149.36	226.08	76.3	105
534	3306	2266	clade9sub17	Developing neurons	186.08	220.24	39.8	174.4	169.84	39.8	195.52	220.32	60.3	878
535	2987	2913	clade11sub8subsub0	Central nervous system	199.04	121.68	53.1	179.28	117.68	21.0	202.0	129.28	56.0	162
537	2988	2298	clade9sub16	Developing neurons	198.4	122.08	46.8	178.72	119.52	18.7	200.56	128.96	58.0	195
539	5220	3157	clade1sub12	zero	154.16	120.56	60.0	149.68	116.8	56.2	167.28	128.0	110.5	591
54	3619	2524	clade11sub8subsub0	Central nervous system	171.44	194.0	46.1	166.72	176.8	46.1	172.8	194.08	55.0	302
541	5219	3155	clade6sub15	Epidermis	150.96	119.6	59.8	148.56	119.52	56.9	167.84	128.32	94.8	408
543	5467	3444	clade4sub3	zero	151.44	117.76	66.0	151.28	117.76	42.2	197.76	171.52	68.3	641
545	5449	3154	clade5sub16	zero	149.52	122.16	61.7	148.96	117.68	56.1	167.6	127.84	109.3	534
547	4683	2922	clade11sub8subsub0	Central nervous system	217.2	123.36	56.2	204.24	117.6	51.6	222.0	158.0	58.2	307
549	4853	3180	clade11sub7subsub6	Central nervous system	215.28	124.32	58.2	203.52	118.0	52.1	221.28	162.8	60.8	511
55	6932	3808	clade10sub3subsub5-9	Motile cilia	200.16	117.84	70.1	192.16	104.64	68.3	219.28	120.4	76.0	129
551	5414	3395	clade11sub25subsub5	Developing neurons	149.76	213.76	58.0	149.76	164.0	53.4	216.0	221.76	76.4	665
553	10379	148	clade11sub20subsub3	Central nervous system	114.72	144.48	97.3	108.64	139.12	97.3	136.48	155.92	134.5	437
555	6101	3721	clade11sub56	Anterior nervous system	219.36	195.52	65.5	190.32	184.0	54.6	228.48	202.4	73.2	260
557	6342	3727	clade11sub45subsub1	Anterior nervous system	223.92	194.4	66.1	197.92	182.16	66.1	224.0	195.12	73.9	183
559	4497	3113	clade11sub52	Anterior nervous system	225.76	197.36	54.6	204.32	184.56	50.1	228.8	198.4	67.1	1277
561	1471	2439	clade11sub8subsub1-4	Motile cilia	139.28	183.6	43.4	133.2	158.56	19.3	147.76	190.48	69.4	248
562	1901	2763	clade2sub2	Glia	157.84	180.48	51.8	140.88	158.56	14.8	186.16	185.2	51.9	805
564	3655	2284	clade10sub13	Motile cilia	158.08	121.04	46.7	157.36	121.04	36.3	159.12	132.64	49.1	139
566	4019	2611	clade4sub5	Motile cilia	159.68	123.52	50.2	157.68	122.88	36.1	168.0	137.12	50.3	169
568	4193	2632	clade10sub21	Motile cilia	152.24	128.24	50.8	145.04	118.64	41.2	167.52	132.4	105.7	477
57	6479	3890	clade11sub8subsub0	Central nervous system	232.32	138.32	69.2	199.52	137.68	53.5	239.68	181.28	69.5	1254
570	4017	2633	clade10sub19	Motile cilia	154.24	126.32	48.8	145.76	119.68	40.4	169.76	130.72	96.5	452
572	3701	2315	clade11sub28subsub4	Motile cilia	177.2	140.4	46.1	177.2	138.4	44.0	192.72	163.2	53.9	401
574	3885	2646	clade11sub23	Motile cilia	178.48	137.76	48.4	178.48	137.36	38.2	191.92	169.44	53.9	748
576	4025	2645	clade11sub23	Central nervous system	176.4	132.8	47.8	176.4	132.8	47.8	196.16	168.48	54.3	456
578	3504	2314	clade7sub10	Midgut	174.4	132.64	45.3	174.16	132.64	40.1	193.12	174.88	53.8	971
580	4043	2652	clade11sub23	Central nervous system	183.12	142.24	49.7	182.88	139.68	49.5	211.2	168.16	57.4	225
582	4216	2649	clade11sub23	Motile cilia	179.2	136.48	50.9	179.2	136.48	34.1	193.2	174.72	53.9	425
584	4396	2650	clade11sub23	Central nervous system	178.72	142.24	51.3	178.72	138.0	41.9	191.84	165.92	54.1	370
586	3700	2651	clade11sub23	Central nervous system	178.8	144.88	47.7	178.8	144.88	33.9	198.24	179.92	52.7	590
588	3520	2316	clade11sub23	Heme/chitin	177.12	144.32	43.7	177.12	144.32	35.8	202.88	183.2	60.6	897
59	6737	3892	clade11sub48	Central nervous system	234.56	141.92	68.5	206.96	141.92	54.3	234.64	160.96	68.6	399
590	3028	2040	clade9sub22	Developing neurons	183.84	148.0	42.5	180.4	147.6	35.3	188.4	151.12	47.7	60
592	3728	2326	clade11sub37	Central nervous system	183.92	145.6	46.9	181.92	144.64	41.1	185.6	147.2	50.3	23
594	4411	2710	clade11sub23	Central nervous system	181.6	147.2	51.0	160.4	147.2	41.5	191.04	182.72	54.1	448
596	4197	2648	clade9sub22	Central nervous system	177.92	128.72	50.6	176.64	128.72	38.3	197.36	189.6	63.5	731
598	3866	2317	nocladesub22	Central nervous system	176.08	127.04	46.9	176.08	127.04	34.9	196.96	178.88	52.7	721
600	3868	2323	clade11sub8subsub1-4	Central nervous system	180.88	127.12	48.1	180.88	127.12	26.0	197.44	170.08	54.2	1123
602	3522	2384	clade11sub23	Central nervous system	180.56	148.16	45.7	180.56	145.68	45.7	182.64	148.24	49.3	12
603	3927	2443	clade11sub23	Central nervous system	143.76	172.88	46.5	143.76	166.96	37.0	176.32	189.44	52.8	1064
604	4085	2754	clade11sub23	Midgut	144.88	168.72	48.4	144.88	161.04	35.6	199.2	189.84	59.9	777
605	3405	2101	clade9sub22	Midgut	144.4	166.96	43.2	144.4	166.96	39.7	188.32	178.16	52.3	617
606	3928	2445	clade11sub23	Motile cilia	147.68	167.92	46.1	147.68	164.4	34.9	202.96	186.8	62.6	985
607	3241	2098	clade11sub23	Central nervous system	140.64	170.88	40.7	140.64	160.16	40.7	188.08	179.04	52.1	880
608	3415	2438	clade11sub15subsub4	Central nervous system	140.48	177.2	44.0	140.48	171.44	42.7	191.44	183.84	53.0	812
609	3240	2096	clade11sub8subsub0	Motile cilia	140.24	174.64	40.8	140.24	168.96	40.8	176.88	181.12	53.0	650
61	5876	3749	clade11sub48	Anterior nervous system	169.6	216.8	62.1	166.88	183.68	52.0	198.16	224.4	67.4	1293
610	3765	2436	clade11sub23	Central nervous system	139.2	173.84	44.4	139.2	164.0	37.7	186.08	177.36	52.0	1004
611	3403	2094	clade11sub23	Central nervous system	135.84	172.08	42.5	135.84	162.24	38.7	186.8	178.72	52.3	1144
612	3926	2440	clade9sub13	Developing neurons	141.2	168.96	46.3	141.2	168.96	46.3	179.44	186.16	51.5	182
613	4086	2755	clade11sub29subsub6	Cardiovascular system	146.08	173.84	48.9	146.08	161.44	37.7	191.84	184.0	51.7	452
614	4277	2748	clade11sub6subsub7	Developing neurons	135.44	177.44	50.1	135.44	168.32	50.1	169.52	191.68	59.8	354
615	4104	2747	clade10sub14	Motile cilia	134.64	181.92	48.7	132.56	172.16	44.9	202.72	199.6	75.5	570
616	3940	2434	clade11sub8subsub1-4	Central nervous system	134.8	180.64	46.2	132.64	172.08	44.5	178.72	198.64	53.2	192
617	3941	2435	clade11sub29subsub6	Central nervous system	137.84	176.48	47.9	132.88	172.08	41.0	194.96	199.28	54.3	434
618	5629	3365	clade11sub7subsub7	Central nervous system	178.48	207.52	61.2	177.12	180.24	52.6	199.2	207.6	61.3	397
619	5864	3418	clade11sub8subsub1-4	Central nervous system	173.68	210.56	61.6	173.68	184.08	49.2	190.56	210.64	64.4	531
62	6117	3746	clade11sub48	Developing neurons	166.0	220.24	64.6	166.0	194.0	52.1	198.08	220.32	64.7	791
620	5865	3752	clade11sub8subsub8	Central nervous system	172.32	209.84	65.8	172.32	168.16	39.4	203.52	209.92	65.9	788
621	6875	4131	clade11sub48	Developing neurons	171.52	216.88	67.3	167.52	164.8	31.5	188.24	216.96	67.4	914
622	6374	4132	clade11sub7subsub6	Developing neurons	171.12	213.6	69.3	148.24	171.2	40.1	194.0	213.68	69.4	728
623	6878	4078	clade11sub9subsub3	Central nervous system	178.72	202.72	71.4	174.16	196.24	56.2	179.84	207.84	71.5	153
624	5628	3754	clade11sub7subsub6	Central nervous system	173.6	204.56	67.7	173.04	175.44	34.4	191.2	206.24	67.8	499
625	6844	4072	clade11sub7subsub6	Central nervous system	171.36	207.52	69.3	169.44	158.64	32.5	188.8	207.6	69.4	823
626	5853	3692	clade11sub8subsub8	Central nervous system	169.6	205.84	65.4	149.76	171.12	47.4	193.68	206.16	65.5	600
627	5403	80	clade11sub15subsub4	Central nervous system	180.8	209.92	58.6	174.88	175.84	53.9	204.24	210.0	62.2	545
628	4985	3129	clade11sub7subsub7	Central nervous system	182.32	215.68	56.1	177.44	183.28	46.4	199.12	215.76	59.5	343
629	5422	3421	clade11sub45subsub0	Central nervous system	175.84	216.0	60.1	175.84	174.72	39.7	189.28	216.08	62.2	708
63	6392	3751	clade11sub8subsub0	Developing neurons	169.6	218.96	66.5	167.52	189.52	48.9	189.36	219.04	66.6	442
630	5664	3423	nocladesub3	Heme/chitin	176.48	220.48	60.3	174.88	210.16	59.7	182.32	226.0	65.0	50
631	5194	3419	clade11sub7subsub7	Central nervous system	174.4	216.32	56.3	154.8	187.6	53.5	179.52	216.4	61.5	569
632	5195	3424	clade11sub7subsub7	Central nervous system	178.24	218.4	57.0	171.76	180.56	50.4	195.28	218.48	63.4	823
633	4670	3127	clade11sub7subsub7	Central nervous system	179.76	217.92	54.3	177.6	175.68	34.2	196.88	218.0	62.7	750
634	3512	2628	clade10sub9	Motile cilia	137.92	145.12	50.0	132.56	138.56	40.6	140.32	161.52	108.1	387
635	3878	2307	clade3.1sub23	Stem cells	139.6	143.28	47.9	134.96	136.96	40.2	141.2	161.52	108.4	465
636	3877	2695	clade10sub9	Motile cilia	133.84	147.6	48.0	127.92	138.8	41.0	148.88	181.04	60.8	352
637	4244	2694	clade4sub5	zero	132.88	155.6	51.0	132.88	151.76	35.9	144.24	156.0	51.1	164
638	4065	2693	clade4sub3	Motile cilia	132.0	155.36	48.3	132.0	152.16	35.5	150.32	158.32	48.4	172
639	3372	2692	clade10sub13	Motile cilia	130.8	160.16	46.9	127.04	153.68	37.4	138.08	164.0	111.7	467
640	3742	2369	clade10sub19	Motile cilia	132.4	161.44	44.2	129.6	130.88	36.7	140.08	163.92	129.4	762
641	3349	2370	clade13sub3	Heme/chitin	132.96	154.4	44.2	132.96	147.6	36.7	149.68	154.48	44.3	92
643	3238	2431	clade10sub9	Motile cilia	126.88	172.96	46.9	126.88	155.68	38.2	137.76	175.2	104.1	419
644	3413	2089	clade10sub9	Motile cilia	129.12	176.64	42.1	128.4	131.52	38.9	139.84	178.8	130.5	651
645	5345	3288	clade11sub6subsub8	Central nervous system	130.96	174.56	60.2	130.96	172.4	52.9	144.32	180.16	63.0	195
646	5366	3291	clade9sub12	Motile cilia	133.36	178.08	59.4	133.36	155.84	33.0	154.32	178.96	60.5	323
647	5343	3287	clade11sub6subsub8	Central nervous system	127.12	171.52	60.3	127.12	157.68	60.3	135.44	171.6	75.4	152
648	5558	3286	clade11sub21	Central nervous system	124.64	166.32	61.7	124.64	164.32	61.7	130.08	168.48	65.8	24
649	6017	3529	clade11sub6subsub8	Central nervous system	123.36	164.96	65.3	100.32	101.84	56.1	146.08	180.8	229.6	1210
65	6118	4127	clade11sub48	Developing neurons	167.28	219.12	69.0	166.88	190.64	51.6	193.52	219.2	69.1	946
650	5807	3587	clade10sub3subsub5-9	Central nervous system	124.64	176.24	64.8	121.04	141.44	56.6	139.12	188.4	124.9	474
651	1442	896	clade11sub23	Central nervous system	193.92	167.04	24.0	181.52	165.36	24.0	194.0	174.0	44.2	328
652	1312	894	clade11sub9subsub4	Central nervous system	193.44	171.52	22.2	165.52	137.36	19.3	193.52	171.6	40.9	618
653	1423	1056	clade11sub23	Central nervous system	194.56	162.08	25.3	175.92	152.24	19.0	194.64	163.68	34.3	190
654	1594	1143	clade11sub23	Central nervous system	197.36	165.52	25.9	182.56	159.36	25.9	197.44	165.6	40.6	214
655	1154	815	clade11sub23	Central nervous system	191.76	162.96	23.1	186.64	161.76	23.1	202.8	182.88	42.8	388
656	884	693	clade11sub23	Central nervous system	193.6	165.76	16.5	187.28	159.84	16.5	200.16	177.76	43.7	518
657	614	637	clade9sub13	Central nervous system	191.12	162.56	15.0	186.96	160.24	15.0	192.16	165.12	48.8	301
658	615	642	clade9sub13	Central nervous system	194.48	161.2	14.7	184.4	159.84	14.7	194.56	172.8	50.5	488
659	1138	817	clade11sub23	Central nervous system	195.36	163.2	19.0	183.84	161.04	19.0	195.44	173.76	51.0	493
660	851	813	clade11sub8subsub1-4	Central nervous system	189.28	161.76	19.2	184.0	159.84	19.2	189.36	161.84	26.4	22
661	852	641	clade11sub23	Central nervous system	191.84	157.76	18.4	167.44	147.6	18.4	191.92	179.28	54.0	921
662	988	818	clade11sub23	Central nervous system	195.92	158.4	20.3	184.64	158.4	20.3	196.0	164.16	43.5	171
663	725	636	clade9sub13	Central nervous system	190.56	158.32	15.5	172.72	145.6	15.5	190.64	163.76	45.0	457
664	200	436	nocladesub2	Epidermis	193.6	159.84	6.7	167.84	126.8	6.7	198.88	160.4	55.8	440
665	266	506		unknown	198.64	161.6	9.9	198.64	150.64	1.3	223.76	163.6	49.3	302
666	417	510	clade10sub3subsub5-9	Motile cilia	201.68	165.12	11.0	195.52	156.56	11.0	223.04	165.2	63.2	431
667	389	649	clade10sub3subsub5-9	Motile cilia	201.84	160.64	15.2	201.12	148.8	1.8	222.88	163.68	64.6	390
668	617	645	clade10sub3subsub5-9	Motile cilia	198.24	158.96	14.2	198.24	149.28	0.2	221.84	161.6	45.1	327
669	266	503		unknown	196.32	158.16	9.6	196.32	154.72	9.6	222.4	160.88	51.1	243
67	6934	3806	nocladesub19	Central nervous system	197.68	121.52	72.2	188.96	105.04	67.8	220.08	121.92	77.3	169
670	513	505	clade10sub3subsub5-9	Motile cilia	196.96	154.56	11.8	196.56	131.92	11.8	220.88	161.84	58.6	400
671	1885	1337	clade11sub9subsub4	Central nervous system	187.12	159.2	29.7	165.92	141.92	19.2	187.2	160.24	38.0	176
69	6826	4059	clade9sub16	Motile cilia	153.44	188.56	69.2	144.56	185.12	69.2	153.52	188.64	72.0	53
72	6067	3677	clade3.1sub48	Somatic musculature	153.28	190.4	67.2	133.36	185.36	66.7	156.08	223.28	71.5	218
73	2797	2212	clade11sub23	Central nervous system	191.84	205.04	40.5	175.12	176.0	40.5	191.92	207.28	61.8	738
75	1290	0	No_nuclei	No_nuclei	215.92	158.56	27.3	192.56	129.84	0.1	222.72	161.36	62.8	1366
77	514	827	clade11sub4subsub2-5-8	Motile cilia	205.28	158.16	23.4	205.28	156.56	23.4	216.32	160.0	36.7	230
79	2444	1935	clade11sub9subsub3	Central nervous system	186.32	207.2	40.3	174.48	190.4	0.1	187.92	209.12	61.2	1238
8	4482	2811	clade11sub8subsub0	Central nervous system	151.76	197.6	53.3	151.76	192.64	49.6	170.88	197.68	53.5	465
81	928	1214	clade11sub4subsub2-5-8	Developing neurons	189.84	196.72	26.8	171.68	190.0	26.8	191.68	209.04	61.6	763
82	7059	4024	clade11sub15subsub4	Central nervous system	224.88	169.52	69.3	182.32	144.96	39.1	224.96	184.96	70.6	1643
84	6307	4025	clade11sub15subsub4	Developing neurons	228.08	172.64	67.5	203.2	140.8	57.9	228.16	180.64	72.2	1138
86	6478	3891	clade11sub48	Developing neurons	230.64	140.96	72.8	207.76	140.96	55.1	230.72	157.36	72.9	402
88	6225	3526	clade11sub48	Anterior nervous system	234.96	140.8	64.6	209.76	139.6	54.9	237.44	175.84	67.8	843
90	4965	3075	clade11sub13subsub4	Central nervous system	147.84	199.44	54.7	147.84	182.16	44.4	168.72	199.52	54.8	815
92	4483	58	clade11sub8subsub0	Central nervous system	151.28	202.56	55.7	151.28	180.48	51.9	175.2	202.64	55.8	419
94	4967	3080	clade11sub8subsub0	Central nervous system	156.24	201.76	56.8	156.24	184.24	48.4	191.2	201.84	57.7	468
96	1277	1073	clade10sub9	Motile cilia	215.92	152.24	22.4	197.36	146.72	5.8	222.8	161.04	63.9	917
98	996	843	clade10sub9	Motile cilia	220.96	158.0	24.1	196.56	130.48	0.1	221.6	162.4	59.5	970
672	7719	4402	clade3.1sub11	Somatic musculature	155.44	190.8	75.4	131.04	177.84	66.4	157.12	218.16	75.5	238
673	7538	4403	clade3.1sub46	Somatic musculature	155.28	195.04	76.8	128.8	168.08	65.7	155.84	223.12	76.9	331
674	7735	4399	clade10sub3subsub5-9	Motile cilia	151.92	199.28	75.1	125.52	159.12	68.8	152.0	224.72	85.2	338
675	7317	4400	clade10sub9	Motile cilia	152.0	193.44	74.7	132.8	182.16	67.4	152.08	223.52	74.8	174
676	7308	4061	clade9sub11	Motile cilia	155.04	194.64	72.7	133.92	184.08	67.4	155.12	222.96	74.7	157
677	6620	4057	clade10sub9	Motile cilia	150.96	192.0	69.9	118.32	185.44	63.5	151.2	230.72	73.6	191
678	6331	3611	clade11sub8subsub0	Central nervous system	150.16	186.56	67.0	101.76	184.72	63.5	150.24	238.4	74.3	160
679	8115	5068	nocladesub19	Developing neurons	217.92	191.92	81.9	186.0	121.84	56.1	228.32	200.64	82.0	503
680	8314	5060	clade11sub4subsub6	Central nervous system	211.68	191.2	83.0	184.56	177.68	66.3	214.64	199.92	83.1	678
681	8682	5067	clade10sub9	Motile cilia	217.2	197.2	82.7	205.04	179.44	71.4	224.72	200.16	83.0	224
682	8509	5066	clade10sub21	Motile cilia	216.8	194.32	84.9	209.2	191.68	79.3	225.68	198.8	85.0	59
683	8710	5069	clade10sub9	Motile cilia	219.12	197.68	85.4	208.88	190.8	79.6	226.24	198.48	85.5	44
684	8683	5071	nocladesub19	Motile cilia	223.2	195.6	83.6	223.2	195.6	80.0	226.24	198.16	83.7	9
685	8871	5326	clade10sub9	Motile cilia	221.68	191.52	87.4	181.2	164.56	57.5	228.56	199.04	87.5	673
686	8684	5325	clade10sub21	Motile cilia	216.48	191.6	89.6	184.48	119.28	55.5	226.56	200.4	89.7	529
687	9231	5321	clade9sub16	Developing neurons	212.24	189.2	89.3	186.88	180.96	69.4	227.68	201.68	89.4	575
688	9049	5320	clade10sub21	Central nervous system	210.72	195.28	88.6	163.44	189.28	55.5	225.52	202.48	88.7	431
689	9803	5565	clade10sub3subsub5-9	Developing neurons	208.88	194.0	94.5	204.16	186.56	88.2	209.6	194.08	94.6	22
690	9244	5564	clade11sub17subsub6	Central nervous system	205.28	195.84	94.1	203.12	190.88	82.9	209.68	198.32	94.2	55
691	9415	5567	clade11sub17subsub6	Central nervous system	212.4	187.2	94.0	200.24	168.56	59.7	213.76	187.28	94.1	756
692	5751	3918	clade10sub24	Motile cilia	185.92	148.64	68.7	164.08	131.44	55.7	192.96	166.48	79.2	838
693	5980	3545	clade5sub16	zero	188.8	147.52	66.3	170.88	146.72	54.6	188.88	153.36	66.4	160
694	5953	3922	clade1sub12	Midgut	190.0	147.12	70.6	172.48	140.4	58.2	191.12	152.88	70.7	94
695	6248	3920	zero	zero	187.68	151.28	68.0	172.72	145.12	58.4	187.76	153.28	68.1	155
696	5754	3923	clade5sub16	Gland cells	191.68	152.24	69.2	171.36	150.08	54.3	191.76	155.6	69.3	115
697	5752	3540	clade1sub19	Heme/chitin	183.2	146.24	63.2	170.0	146.16	54.7	184.88	154.0	63.3	75
698	5300	3259	clade5sub7	Cardiovascular system	181.84	150.08	61.3	171.04	150.08	59.5	181.92	154.64	61.4	11
699	5947	3491	clade3.2sub17	Heme/chitin	177.92	140.72	63.2	165.36	140.72	57.1	178.0	145.84	63.3	41
700	6466	3846	nocladesub35	Macrophage	182.32	136.64	68.7	166.0	129.2	56.9	185.6	150.88	73.2	322
701	6465	3845	clade10sub14	Motile cilia	181.36	141.04	69.5	164.96	129.84	57.7	185.52	149.36	82.3	548
702	6980	3844	clade10sub24	Motile cilia	178.96	138.16	69.9	169.76	134.64	61.2	181.12	149.2	76.9	306
703	6977	4204	clade3.1sub34	Heme/chitin	180.32	134.24	72.9	169.44	134.24	68.4	180.4	147.52	78.3	209
704	6978	4205	clade3.1sub11	Somatic musculature	181.2	130.8	75.7	167.6	130.8	62.5	181.36	142.16	75.8	51
705	7402	4546	clade3.1sub14	Somatic musculature	177.6	130.16	80.0	164.96	128.48	60.4	177.68	141.52	80.1	84
706	6217	3855	clade3.1sub11	Somatic musculature	190.32	140.64	69.2	172.08	138.64	59.7	190.4	149.84	69.3	67
707	6467	3851	clade13sub9	Gland cells	186.96	143.52	67.7	169.76	143.28	64.3	187.04	151.2	72.7	136
708	6246	95	clade10sub14	Motile cilia	185.84	141.84	70.9	168.4	140.4	62.2	185.92	153.68	71.0	66
709	6215	3852	clade3.2sub16	Somatic musculature	185.84	138.64	72.7	167.12	136.88	58.5	186.0	147.52	72.8	59
710	6951	4206	clade3.1sub44	Somatic musculature	183.44	136.88	74.8	165.36	134.24	57.2	183.68	145.36	74.9	81
711	6500	3848	clade10sub24	Motile cilia	181.6	145.52	68.0	169.28	145.52	64.5	189.44	156.8	74.0	209
712	1448	1175	clade10sub19	Motile cilia	230.0	167.2	23.4	196.24	147.2	0.1	230.56	168.4	63.5	725
713	1743	1474	clade11sub7subsub6	Developing neurons	229.44	172.56	28.3	194.8	150.08	0.1	230.32	172.72	64.0	665
714	1024	1477	clade10sub22	Motile cilia	232.08	169.92	30.8	201.92	140.24	0.2	232.16	170.0	59.8	525
715	2072	1818	clade11sub9subsub3	Motile cilia	231.84	166.88	33.3	210.8	149.28	0.0	231.92	169.04	64.5	387
716	1565	1476	clade10sub9	Motile cilia	230.4	166.24	28.5	190.24	148.4	0.2	233.84	180.48	66.6	669
717	2904	2157	clade11sub9subsub4	Developing neurons	231.28	168.72	38.4	214.4	151.12	0.2	231.36	168.96	57.3	565
718	1601	1172	clade10sub9	Motile cilia	226.56	172.16	25.2	203.92	147.12	0.2	229.36	172.24	62.9	531
719	1025	923	clade10sub9	Motile cilia	225.84	170.4	19.8	186.64	122.4	0.1	229.6	170.48	59.6	642
720	628	924	clade10sub9	Motile cilia	227.04	166.16	20.0	200.48	149.92	0.1	229.92	169.44	63.8	481
721	8101	124	clade11sub3subsub7	Anterior nervous system	224.96	176.96	78.4	198.32	170.88	58.1	235.52	195.44	78.5	475
722	7711	4034	clade11sub3subsub7	Anterior nervous system	226.24	181.12	78.4	203.92	167.12	62.9	239.12	183.2	78.5	446
723	7942	118	clade11sub3subsub7	Anterior nervous system	229.84	186.96	77.5	204.08	173.76	53.5	238.64	190.32	77.6	418
724	7711	4034	clade11sub3subsub7	Anterior nervous system	231.2	183.12	75.4	200.48	169.68	51.4	239.04	186.32	76.0	630
725	7514	4035	clade11sub27subsub7	Anterior nervous system	233.2	180.32	74.4	210.64	170.32	62.0	238.72	181.2	76.2	242
726	7513	4380	clade11sub7subsub1-4	Central nervous system	230.8	174.88	74.5	197.92	171.36	58.3	230.88	196.4	77.3	693
727	8119	4706	clade11sub18subsub2	Central nervous system	222.8	185.92	80.0	199.52	169.12	65.7	237.44	188.88	83.7	405
729	8318	4784	nocladesub19	Anterior nervous system	228.32	188.24	79.2	194.56	172.4	62.8	228.4	188.32	82.7	503
730	8312	4778	nocladesub19	Central nervous system	219.28	188.16	79.8	191.76	177.84	58.3	231.12	199.12	81.1	678
732	12125	6720	clade11sub23	Stem cells	195.84	167.2	119.6	190.96	159.12	103.3	208.16	186.48	124.2	338
733	12795	6768	clade11sub23	Developing neurons	184.0	178.0	119.5	178.0	174.32	102.9	194.48	191.6	126.7	365
735	26011	10174	clade11sub9subsub3	Central nervous system	103.44	86.4	221.2	98.24	79.12	199.3	120.0	103.76	224.5	234
736	26818	10340	clade11sub8subsub0	Central nervous system	101.2	92.56	222.4	92.8	85.6	209.6	115.6	108.24	224.0	112
