label_id	anchor_x	anchor_y	anchor_z	cells	trace_id	cell_type	nucleus_id
10189	127.43415209623028	170.45760672404253	95.23508153404802	0	0	None	0
10190	134.0994641735247	168.31237115967187	95.73258097424127	0	0	None	0
10191	144.07734657363198	174.4216373705472	95.09101608520015	0	0	None	0
10192	147.39722602070714	172.80386474631058	94.02954652009448	0	0	None	0
10193	147.74696501452684	171.13606339928052	95.72684352517986	0	0	None	0
10194	148.59098224308897	172.06525009539277	95.07494442324602	0	0	None	0
10195	156.01563953940163	174.15778952631112	95.35428788466032	1	0	None	5504
10196	156.23765445611392	173.5326198539479	100.52747739227414	1	0	None	5989
10197	158.92439397757826	176.36957984845864	103.37860715379402	1	0	None	6291
10198	158.15228323178698	161.7891226616143	96.40292158668106	1	0	None	5687
10199	166.65442785817697	177.9846096049027	96.67562033877456	0	0	None	0
10200	169.66907759602614	186.4151642626704	103.88048783439095	1	0	None	5996
10201	170.48494716125538	169.00357451490044	97.46429504816929	1	0	None	5744
10202	177.62666055945346	166.02125346977542	95.0327906798615	0	0	None	0
10203	181.8050276389077	172.54641399776867	99.88416723686451	1	0	None	6003
10204	177.50308194801792	167.1933097354677	93.90468824626005	0	0	None	0
10205	184.97637024129486	174.6586754875612	93.941174183132	0	0	None	0
10206	186.3786447609997	171.73676574635667	95.20453408994793	0	0	None	0
10207	189.9384182106443	171.23025694770996	95.79495213639905	0	0	None	0
10208	190.8356242900661	172.77062816286912	93.6064026657954	0	0	None	0
10209	207.5690636351175	168.56305890617503	94.96199390891644	0	0	None	0
10210	208.03101030244176	172.5852226511617	94.3950857352628	0	0	None	0
10211	208.9044070085971	174.52465806384922	95.02910962562237	0	0	None	0
10212	108.10519346470764	183.12339484239442	94.44324167829271	0	0	None	0
10213	120.51700187364818	177.95711910343144	97.24146132512148	0	0	None	0
10214	124.41508437730148	181.7746255518668	96.00198187418793	1	0	None	5495
10215	124.41264246499556	180.55259799123286	93.78104891049921	0	0	None	0
10216	131.6585816819887	179.02670574617161	96.62000554600098	0	0	None	0
10217	127.77043736829913	176.8924799152018	94.40242145079384	0	0	None	0
10218	129.69857096367411	177.93058699101002	94.27797929463448	0	0	None	0
10219	133.3572617527705	176.58999697513718	93.83458537773464	0	0	None	0
10220	130.06618627137914	187.0526443525209	94.36699860010548	0	0	None	0
10221	132.56340212613068	184.96351860364362	95.95914067123172	0	0	None	0
10222	139.2339409473885	199.83481831525813	106.74994589955288	1	0	None	6286
10223	143.65303127427026	182.16595851482933	98.28173313107945	1	0	None	5501
10224	141.12537711611432	180.08269656456642	94.27870764630302	0	0	None	0
