label_id	clusters	morphologyColourScheme
18599	8	255-222-69-200
18591	8	255-222-69-200
18606	7	255-98-132-2
18971	7	255-98-132-2
19302	7	255-98-132-2
18594	0	255-255-0-73
17791	0	255-255-0-73
19294	0	255-255-0-73
18983	8	255-222-69-200
18636	4	255-254-141-100
19633	4	255-254-141-100
19323	8	255-222-69-200
19309	8	255-222-69-200
19650	7	255-98-132-2
19924	4	255-254-141-100
19625	0	255-255-0-73
19332	4	255-254-141-100
18998	4	255-254-141-100
19010	4	255-254-141-100
12628	9	255-0-76-255
11187	9	255-0-76-255
19658	5	255-181-131-84
19324	8	255-222-69-200
19930	5	255-181-131-84
19944	5	255-181-131-84
19932	6	255-209-164-255
19661	6	255-209-164-255
19926	4	255-254-141-100
18701	4	255-254-141-100
17135	9	255-0-76-255
19951	7	255-98-132-2
19664	6	255-209-164-255
17859	6	255-209-164-255
19317	7	255-98-132-2
20237	10	255-114-16-255
19678	8	255-222-69-200
19955	4	255-254-141-100
19980	5	255-181-131-84
20239	10	255-114-16-255
19981	5	255-181-131-84
19983	2	255-7-197-226
19982	5	255-181-131-84
19356	4	255-254-141-100
19681	5	255-181-131-84
19984	5	255-181-131-84
19985	5	255-181-131-84
19941	7	255-98-132-2
19668	4	255-254-141-100
19986	5	255-181-131-84
19670	5	255-181-131-84
19987	5	255-181-131-84
19360	5	255-181-131-84
19682	5	255-181-131-84
19989	5	255-181-131-84
19957	5	255-181-131-84
19375	2	255-7-197-226
19990	5	255-181-131-84
20242	5	255-181-131-84
19041	10	255-114-16-255
20222	5	255-181-131-84
19671	2	255-7-197-226
19991	2	255-7-197-226
19070	2	255-7-197-226
19686	5	255-181-131-84
19992	2	255-7-197-226
19685	1	255-147-172-58
20243	5	255-181-131-84
19069	2	255-7-197-226
19673	9	255-0-76-255
16716	9	255-0-76-255
19689	4	255-254-141-100
20227	4	255-254-141-100
19688	4	255-254-141-100
19995	4	255-254-141-100
19674	5	255-181-131-84
19973	5	255-181-131-84
18360	0	255-255-0-73
19693	7	255-98-132-2
19366	0	255-255-0-73
18329	7	255-98-132-2
19695	0	255-255-0-73
19675	0	255-255-0-73
19405	4	255-254-141-100
19734	4	255-254-141-100
20005	8	255-222-69-200
19719	2	255-7-197-226
19720	5	255-181-131-84
19408	5	255-181-131-84
19721	2	255-7-197-226
20281	5	255-181-131-84
19387	10	255-114-16-255
20283	5	255-181-131-84
20251	10	255-114-16-255
19389	5	255-181-131-84
20253	10	255-114-16-255
19390	5	255-181-131-84
19701	5	255-181-131-84
19702	5	255-181-131-84
20254	10	255-114-16-255
18352	3	255-98-0-122
19703	10	255-114-16-255
20256	2	255-7-197-226
20257	5	255-181-131-84
19683	2	255-7-197-226
19087	10	255-114-16-255
20007	10	255-114-16-255
19704	1	255-147-172-58
20260	10	255-114-16-255
20008	2	255-7-197-226
19684	2	255-7-197-226
19110	3	255-98-0-122
19013	4	255-254-141-100
19417	9	255-0-76-255
19729	9	255-0-76-255
19421	9	255-0-76-255
17944	9	255-0-76-255
19398	5	255-181-131-84
16861	9	255-0-76-255
20014	8	255-222-69-200
19079	9	255-0-76-255
20274	9	255-0-76-255
19449	8	255-222-69-200
19743	4	255-254-141-100
20052	7	255-98-132-2
19428	4	255-254-141-100
19450	4	255-254-141-100
20310	2	255-7-197-226
19429	5	255-181-131-84
20035	5	255-181-131-84
20058	5	255-181-131-84
19748	1	255-147-172-58
20036	5	255-181-131-84
20059	10	255-114-16-255
19749	5	255-181-131-84
19750	5	255-181-131-84
19454	2	255-7-197-226
20060	2	255-7-197-226
19752	2	255-7-197-226
19754	2	255-7-197-226
19432	2	255-7-197-226
20331	2	255-7-197-226
19753	2	255-7-197-226
19456	2	255-7-197-226
18380	4	255-254-141-100
20038	10	255-114-16-255
19120	4	255-254-141-100
18382	4	255-254-141-100
18798	4	255-254-141-100
18402	4	255-254-141-100
19142	4	255-254-141-100
19143	4	255-254-141-100
19463	4	255-254-141-100
18409	4	255-254-141-100
20320	10	255-114-16-255
19764	10	255-114-16-255
19175	4	255-254-141-100
20082	5	255-181-131-84
20325	7	255-98-132-2
19767	5	255-181-131-84
19509	7	255-98-132-2
19161	9	255-0-76-255
13157	9	255-0-76-255
19513	5	255-181-131-84
19512	7	255-98-132-2
19769	2	255-7-197-226
19803	5	255-181-131-84
19746	2	255-7-197-226
20083	1	255-147-172-58
19804	5	255-181-131-84
19785	2	255-7-197-226
19772	1	255-147-172-58
20084	1	255-147-172-58
20057	10	255-114-16-255
19493	2	255-7-197-226
19478	2	255-7-197-226
16600	6	255-209-164-255
19479	2	255-7-197-226
20067	2	255-7-197-226
20341	10	255-114-16-255
19183	9	255-0-76-255
19788	4	255-254-141-100
19773	2	255-7-197-226
19182	4	255-254-141-100
19790	6	255-209-164-255
19185	3	255-98-0-122
19166	4	255-254-141-100
19508	8	255-222-69-200
18503	8	255-222-69-200
18874	8	255-222-69-200
18904	9	255-0-76-255
20110	7	255-98-132-2
19511	5	255-181-131-84
18506	0	255-255-0-73
19805	1	255-147-172-58
18880	7	255-98-132-2
18883	6	255-209-164-255
19806	1	255-147-172-58
19515	6	255-209-164-255
19514	5	255-181-131-84
20379	4	255-254-141-100
19807	4	255-254-141-100
19222	6	255-209-164-255
20380	4	255-254-141-100
19808	9	255-0-76-255
19232	0	255-255-0-73
19835	6	255-209-164-255
18939	8	255-222-69-200
19580	0	255-255-0-73
20134	0	255-255-0-73
19561	5	255-181-131-84
20149	7	255-98-132-2
20444	5	255-181-131-84
20445	5	255-181-131-84
18926	4	255-254-141-100
18951	0	255-255-0-73
20138	5	255-181-131-84
18152	0	255-255-0-73
19853	8	255-222-69-200
18954	0	255-255-0-73
17417	0	255-255-0-73
16370	9	255-0-76-255
17005	9	255-0-76-255
19865	8	255-222-69-200
19912	8	255-222-69-200
19904	0	255-255-0-73
20176	0	255-255-0-73
19604	6	255-209-164-255
19894	7	255-98-132-2
19895	0	255-255-0-73
19605	8	255-222-69-200
20769	8	255-222-69-200
19623	4	255-254-141-100
21020	5	255-181-131-84
20479	8	255-222-69-200
19656	4	255-254-141-100
20495	8	255-222-69-200
19347	4	255-254-141-100
19345	9	255-0-76-255
20483	8	255-222-69-200
19660	3	255-98-0-122
20773	5	255-181-131-84
20485	6	255-209-164-255
20775	5	255-181-131-84
17796	4	255-254-141-100
19933	7	255-98-132-2
20489	5	255-181-131-84
19935	7	255-98-132-2
19919	10	255-114-16-255
19312	6	255-209-164-255
20198	1	255-147-172-58
17886	9	255-0-76-255
17885	9	255-0-76-255
17884	9	255-0-76-255
20494	9	255-0-76-255
20220	8	255-222-69-200
20250	5	255-181-131-84
20513	8	255-222-69-200
20806	5	255-181-131-84
21066	5	255-181-131-84
20794	8	255-222-69-200
20796	5	255-181-131-84
20252	5	255-181-131-84
21067	5	255-181-131-84
21068	5	255-181-131-84
20807	10	255-114-16-255
20797	5	255-181-131-84
19667	4	255-254-141-100
20524	3	255-98-0-122
20241	3	255-98-0-122
20798	7	255-98-132-2
19956	5	255-181-131-84
21069	7	255-98-132-2
20809	5	255-181-131-84
21070	5	255-181-131-84
20525	7	255-98-132-2
12451	9	255-0-76-255
20223	5	255-181-131-84
20810	5	255-181-131-84
20823	5	255-181-131-84
21073	5	255-181-131-84
20526	5	255-181-131-84
20259	10	255-114-16-255
20527	10	255-114-16-255
21074	5	255-181-131-84
20799	10	255-114-16-255
21072	5	255-181-131-84
20826	10	255-114-16-255
19416	9	255-0-76-255
18643	9	255-0-76-255
19946	4	255-254-141-100
19996	4	255-254-141-100
19967	4	255-254-141-100
18705	4	255-254-141-100
32698	10	255-114-16-255
20530	10	255-114-16-255
18236	9	255-0-76-255
20815	9	255-0-76-255
20016	8	255-222-69-200
20277	4	255-254-141-100
20278	8	255-222-69-200
21079	8	255-222-69-200
19699	4	255-254-141-100
21100	5	255-181-131-84
20536	5	255-181-131-84
19385	4	255-254-141-100
20556	5	255-181-131-84
20557	5	255-181-131-84
21101	5	255-181-131-84
21081	5	255-181-131-84
20282	5	255-181-131-84
20819	5	255-181-131-84
20821	5	255-181-131-84
21082	5	255-181-131-84
20538	5	255-181-131-84
20822	2	255-7-197-226
20541	10	255-114-16-255
19722	6	255-209-164-255
20847	4	255-254-141-100
20017	4	255-254-141-100
20543	10	255-114-16-255
20258	2	255-7-197-226
19998	4	255-254-141-100
20273	0	255-255-0-73
21351	9	255-0-76-255
20046	9	255-0-76-255
20276	9	255-0-76-255
19733	8	255-222-69-200
20031	4	255-254-141-100
20620	7	255-98-132-2
20309	8	255-222-69-200
20055	5	255-181-131-84
20584	7	255-98-132-2
20605	5	255-181-131-84
20863	5	255-181-131-84
20606	5	255-181-131-84
21118	5	255-181-131-84
21129	5	255-181-131-84
21115	7	255-98-132-2
20586	5	255-181-131-84
20607	5	255-181-131-84
20608	5	255-181-131-84
21119	10	255-114-16-255
21117	5	255-181-131-84
20609	10	255-114-16-255
21121	5	255-181-131-84
20330	10	255-114-16-255
20610	5	255-181-131-84
20611	10	255-114-16-255
20041	4	255-254-141-100
21159	8	255-222-69-200
20081	8	255-222-69-200
19782	8	255-222-69-200
20600	8	255-222-69-200
20883	5	255-181-131-84
21143	6	255-209-164-255
20643	8	255-222-69-200
20326	5	255-181-131-84
19477	8	255-222-69-200
20329	5	255-181-131-84
21131	5	255-181-131-84
20328	5	255-181-131-84
19495	9	255-0-76-255
19411	9	255-0-76-255
19498	9	255-0-76-255
20629	4	255-254-141-100
19796	4	255-254-141-100
20640	8	255-222-69-200
20393	8	255-222-69-200
19801	8	255-222-69-200
21195	5	255-181-131-84
20712	7	255-98-132-2
21196	7	255-98-132-2
20922	5	255-181-131-84
16557	7	255-98-132-2
20938	5	255-181-131-84
20377	5	255-181-131-84
20400	4	255-254-141-100
20924	8	255-222-69-200
20405	8	255-222-69-200
19791	9	255-0-76-255
20095	6	255-209-164-255
18552	4	255-254-141-100
19268	9	255-0-76-255
20680	10	255-114-16-255
20709	0	255-255-0-73
20617	9	255-0-76-255
20105	9	255-0-76-255
20426	0	255-255-0-73
19817	8	255-222-69-200
20146	6	255-209-164-255
20129	8	255-222-69-200
20734	8	255-222-69-200
20430	0	255-255-0-73
20429	4	255-254-141-100
20939	5	255-181-131-84
17774	9	255-0-76-255
20170	5	255-181-131-84
18146	4	255-254-141-100
20981	6	255-209-164-255
20982	7	255-98-132-2
18076	0	255-255-0-73
19259	4	255-254-141-100
16372	9	255-0-76-255
19824	6	255-209-164-255
20741	8	255-222-69-200
19576	9	255-0-76-255
20450	5	255-181-131-84
20167	8	255-222-69-200
19890	0	255-255-0-73
16668	9	255-0-76-255
20457	0	255-255-0-73
20458	0	255-255-0-73
20753	7	255-98-132-2
19587	8	255-222-69-200
20473	4	255-254-141-100
20178	8	255-222-69-200
20779	8	255-222-69-200
21490	8	255-222-69-200
20480	4	255-254-141-100
21491	5	255-181-131-84
20190	4	255-254-141-100
21274	4	255-254-141-100
18991	9	255-0-76-255
19921	9	255-0-76-255
21035	9	255-0-76-255
20503	4	255-254-141-100
20506	6	255-209-164-255
20474	8	255-222-69-200
21036	7	255-98-132-2
21279	9	255-0-76-255
21278	8	255-222-69-200
21487	8	255-222-69-200
21045	7	255-98-132-2
21713	7	255-98-132-2
21046	7	255-98-132-2
21293	8	255-222-69-200
20804	8	255-222-69-200
21064	4	255-254-141-100
21728	7	255-98-132-2
21065	8	255-222-69-200
21515	5	255-181-131-84
21296	7	255-98-132-2
21308	5	255-181-131-84
21500	5	255-181-131-84
21501	5	255-181-131-84
21516	5	255-181-131-84
21297	4	255-254-141-100
21718	5	255-181-131-84
21730	5	255-181-131-84
21050	6	255-209-164-255
21302	5	255-181-131-84
21071	10	255-114-16-255
21721	5	255-181-131-84
21309	5	255-181-131-84
21505	2	255-7-197-226
21303	5	255-181-131-84
21734	2	255-7-197-226
21310	5	255-181-131-84
20772	9	255-0-76-255
21084	3	255-98-0-122
19961	3	255-98-0-122
21333	9	255-0-76-255
20010	9	255-0-76-255
21511	5	255-181-131-84
20186	9	255-0-76-255
21510	5	255-181-131-84
21534	6	255-209-164-255
21556	5	255-181-131-84
21535	5	255-181-131-84
21536	7	255-98-132-2
21773	5	255-181-131-84
21772	5	255-181-131-84
21342	5	255-181-131-84
21322	5	255-181-131-84
21747	7	255-98-132-2
21748	5	255-181-131-84
21749	5	255-181-131-84
21323	5	255-181-131-84
21307	2	255-7-197-226
21344	5	255-181-131-84
21324	7	255-98-132-2
21543	5	255-181-131-84
20315	4	255-254-141-100
20295	4	255-254-141-100
20297	4	255-254-141-100
21339	3	255-98-0-122
19401	4	255-254-141-100
20860	9	255-0-76-255
20219	9	255-0-76-255
16860	9	255-0-76-255
20049	8	255-222-69-200
20838	8	255-222-69-200
20583	4	255-254-141-100
21341	8	255-222-69-200
21790	7	255-98-132-2
20603	9	255-0-76-255
11488	9	255-0-76-255
20862	7	255-98-132-2
21356	10	255-114-16-255
21571	5	255-181-131-84
21130	5	255-181-131-84
21357	5	255-181-131-84
21120	5	255-181-131-84
21358	9	255-0-76-255
19118	9	255-0-76-255
15985	9	255-0-76-255
20864	4	255-254-141-100
20625	4	255-254-141-100
14409	9	255-0-76-255
21139	0	255-255-0-73
20599	4	255-254-141-100
21158	8	255-222-69-200
21814	7	255-98-132-2
21597	8	255-222-69-200
21142	7	255-98-132-2
21815	5	255-181-131-84
21181	8	255-222-69-200
20644	4	255-254-141-100
20956	9	255-0-76-255
20357	9	255-0-76-255
21145	4	255-254-141-100
18437	4	255-254-141-100
21192	6	255-209-164-255
21173	6	255-209-164-255
20902	8	255-222-69-200
21176	8	255-222-69-200
21194	5	255-181-131-84
21626	5	255-181-131-84
20936	5	255-181-131-84
20423	4	255-254-141-100
20373	4	255-254-141-100
21433	8	255-222-69-200
19837	8	255-222-69-200
20094	9	255-0-76-255
17763	9	255-0-76-255
20743	8	255-222-69-200
21846	7	255-98-132-2
19811	9	255-0-76-255
21431	8	255-222-69-200
21232	8	255-222-69-200
20718	9	255-0-76-255
21652	7	255-98-132-2
19889	8	255-222-69-200
20736	9	255-0-76-255
18536	9	255-0-76-255
21247	9	255-0-76-255
20431	4	255-254-141-100
21461	7	255-98-132-2
20983	9	255-0-76-255
20965	4	255-254-141-100
19186	9	255-0-76-255
20143	9	255-0-76-255
21454	7	255-98-132-2
14936	9	255-0-76-255
21864	5	255-181-131-84
21661	6	255-209-164-255
20758	8	255-222-69-200
21467	8	255-222-69-200
21673	7	255-98-132-2
21678	9	255-0-76-255
21460	9	255-0-76-255
21450	9	255-0-76-255
20440	9	255-0-76-255
21265	8	255-222-69-200
20780	4	255-254-141-100
22102	7	255-98-132-2
15495	9	255-0-76-255
21908	5	255-181-131-84
21907	5	255-181-131-84
21266	4	255-254-141-100
21706	7	255-98-132-2
21900	1	255-147-172-58
21060	9	255-0-76-255
21712	8	255-222-69-200
21292	7	255-98-132-2
21704	7	255-98-132-2
21928	5	255-181-131-84
21930	5	255-181-131-84
21931	3	255-98-0-122
21949	5	255-181-131-84
21729	4	255-254-141-100
22321	5	255-181-131-84
22304	7	255-98-132-2
22126	4	255-254-141-100
21918	5	255-181-131-84
21935	5	255-181-131-84
22118	5	255-181-131-84
21934	5	255-181-131-84
21936	5	255-181-131-84
22305	5	255-181-131-84
21717	5	255-181-131-84
22306	5	255-181-131-84
21938	10	255-114-16-255
21919	10	255-114-16-255
21494	9	255-0-76-255
16213	9	255-0-76-255
22127	9	255-0-76-255
17208	9	255-0-76-255
21545	9	255-0-76-255
22146	9	255-0-76-255
21735	9	255-0-76-255
21760	4	255-254-141-100
21923	5	255-181-131-84
21497	1	255-147-172-58
21925	5	255-181-131-84
22123	5	255-181-131-84
21724	7	255-98-132-2
22124	7	255-98-132-2
22116	8	255-222-69-200
22140	8	255-222-69-200
21744	8	255-222-69-200
21973	5	255-181-131-84
21974	5	255-181-131-84
21975	5	255-181-131-84
22349	8	255-222-69-200
22141	5	255-181-131-84
21537	8	255-222-69-200
22158	5	255-181-131-84
21746	8	255-222-69-200
21976	5	255-181-131-84
22159	5	255-181-131-84
22160	5	255-181-131-84
22338	5	255-181-131-84
22178	10	255-114-16-255
22142	5	255-181-131-84
21951	5	255-181-131-84
21950	5	255-181-131-84
21953	5	255-181-131-84
22144	5	255-181-131-84
16543	9	255-0-76-255
21778	6	255-209-164-255
20845	4	255-254-141-100
21327	4	255-254-141-100
21093	4	255-254-141-100
20577	6	255-209-164-255
18388	9	255-0-76-255
20187	9	255-0-76-255
21947	9	255-0-76-255
21567	8	255-222-69-200
21813	8	255-222-69-200
21788	8	255-222-69-200
22172	4	255-254-141-100
21791	7	255-98-132-2
22174	8	255-222-69-200
22176	7	255-98-132-2
20054	4	255-254-141-100
22005	5	255-181-131-84
21835	9	255-0-76-255
21989	5	255-181-131-84
21991	9	255-0-76-255
21387	4	255-254-141-100
19781	9	255-0-76-255
16000	9	255-0-76-255
22381	0	255-255-0-73
22189	3	255-98-0-122
21600	7	255-98-132-2
22028	5	255-181-131-84
22392	7	255-98-132-2
22015	4	255-254-141-100
22030	9	255-0-76-255
21448	9	255-0-76-255
21558	9	255-0-76-255
21406	4	255-254-141-100
22044	6	255-209-164-255
22386	8	255-222-69-200
20955	8	255-222-69-200
19856	4	255-254-141-100
16681	9	255-0-76-255
22047	9	255-0-76-255
22426	8	255-222-69-200
21650	8	255-222-69-200
21002	8	255-222-69-200
22242	8	255-222-69-200
22073	8	255-222-69-200
21676	9	255-0-76-255
22245	9	255-0-76-255
21457	7	255-98-132-2
22446	5	255-181-131-84
19878	8	255-222-69-200
17679	9	255-0-76-255
20759	9	255-0-76-255
18585	9	255-0-76-255
21686	8	255-222-69-200
22256	0	255-255-0-73
21876	8	255-222-69-200
21877	7	255-98-132-2
22278	7	255-98-132-2
22076	5	255-181-131-84
22464	5	255-181-131-84
20739	5	255-181-131-84
22465	7	255-98-132-2
21692	7	255-98-132-2
22081	7	255-98-132-2
21463	7	255-98-132-2
22280	9	255-0-76-255
21464	8	255-222-69-200
20757	8	255-222-69-200
22092	7	255-98-132-2
22474	7	255-98-132-2
22478	8	255-222-69-200
22655	5	255-181-131-84
22994	7	255-98-132-2
22635	6	255-209-164-255
22482	8	255-222-69-200
21895	4	255-254-141-100
22485	5	255-181-131-84
22484	8	255-222-69-200
21912	9	255-0-76-255
22287	5	255-181-131-84
22290	8	255-222-69-200
22103	5	255-181-131-84
22476	7	255-98-132-2
22640	7	255-98-132-2
22106	8	255-222-69-200
22108	9	255-0-76-255
22643	6	255-209-164-255
22664	5	255-181-131-84
22838	10	255-114-16-255
22666	5	255-181-131-84
22489	4	255-254-141-100
22839	5	255-181-131-84
22668	5	255-181-131-84
22303	8	255-222-69-200
22506	5	255-181-131-84
22816	5	255-181-131-84
22507	5	255-181-131-84
22840	5	255-181-131-84
22817	5	255-181-131-84
22654	5	255-181-131-84
22658	5	255-181-131-84
22510	7	255-98-132-2
22841	5	255-181-131-84
22656	10	255-114-16-255
22657	5	255-181-131-84
22842	5	255-181-131-84
22818	5	255-181-131-84
22819	5	255-181-131-84
20284	9	255-0-76-255
21940	9	255-0-76-255
22492	6	255-209-164-255
22496	4	255-254-141-100
22497	6	255-209-164-255
22829	5	255-181-131-84
22828	5	255-181-131-84
22504	5	255-181-131-84
22315	0	255-255-0-73
22318	9	255-0-76-255
22336	8	255-222-69-200
22173	8	255-222-69-200
22530	8	255-222-69-200
22362	5	255-181-131-84
22712	5	255-181-131-84
22531	7	255-98-132-2
22522	7	255-98-132-2
22855	7	255-98-132-2
22523	5	255-181-131-84
22881	5	255-181-131-84
22696	5	255-181-131-84
22857	5	255-181-131-84
23049	5	255-181-131-84
22680	5	255-181-131-84
22859	5	255-181-131-84
22860	5	255-181-131-84
22861	5	255-181-131-84
22681	5	255-181-131-84
22682	10	255-114-16-255
22862	5	255-181-131-84
21980	4	255-254-141-100
21979	4	255-254-141-100
17209	9	255-0-76-255
22525	4	255-254-141-100
20535	9	255-0-76-255
22529	8	255-222-69-200
21587	8	255-222-69-200
22157	8	255-222-69-200
22552	8	255-222-69-200
22908	8	255-222-69-200
21774	9	255-0-76-255
21821	4	255-254-141-100
22734	0	255-255-0-73
22387	7	255-98-132-2
22384	5	255-181-131-84
22567	5	255-181-131-84
22736	4	255-254-141-100
21812	7	255-98-132-2
22748	8	255-222-69-200
22588	8	255-222-69-200
22923	2	255-7-197-226
21796	9	255-0-76-255
21352	9	255-0-76-255
22419	4	255-254-141-100
22407	10	255-114-16-255
22213	6	255-209-164-255
22941	7	255-98-132-2
22761	3	255-98-0-122
22762	4	255-254-141-100
22764	8	255-222-69-200
21639	8	255-222-69-200
22259	8	255-222-69-200
22279	7	255-98-132-2
21674	3	255-98-0-122
22622	7	255-98-132-2
22611	8	255-222-69-200
22063	9	255-0-76-255
22080	9	255-0-76-255
21438	9	255-0-76-255
20722	9	255-0-76-255
22801	5	255-181-131-84
21883	8	255-222-69-200
22458	8	255-222-69-200
22785	7	255-98-132-2
22462	7	255-98-132-2
21690	8	255-222-69-200
22626	7	255-98-132-2
22800	8	255-222-69-200
23005	8	255-222-69-200
23342	7	255-98-132-2
22634	8	255-222-69-200
22810	8	255-222-69-200
22104	8	255-222-69-200
23027	4	255-254-141-100
23028	0	255-255-0-73
23365	5	255-181-131-84
23680	5	255-181-131-84
23050	2	255-7-197-226
23029	0	255-255-0-73
23179	7	255-98-132-2
23366	5	255-181-131-84
23197	5	255-181-131-84
23180	8	255-222-69-200
23031	5	255-181-131-84
23181	5	255-181-131-84
23004	5	255-181-131-84
23182	5	255-181-131-84
23505	5	255-181-131-84
23200	7	255-98-132-2
23349	5	255-181-131-84
23006	10	255-114-16-255
23370	2	255-7-197-226
23350	2	255-7-197-226
23351	5	255-181-131-84
23183	2	255-7-197-226
23665	5	255-181-131-84
22491	2	255-7-197-226
23035	5	255-181-131-84
23352	5	255-181-131-84
23007	5	255-181-131-84
23372	2	255-7-197-226
23184	5	255-181-131-84
22683	9	255-0-76-255
23185	10	255-114-16-255
23038	3	255-98-0-122
22822	6	255-209-164-255
23011	4	255-254-141-100
22128	9	255-0-76-255
23015	4	255-254-141-100
22833	6	255-209-164-255
23020	6	255-209-164-255
23059	0	255-255-0-73
23060	6	255-209-164-255
22880	6	255-209-164-255
23381	10	255-114-16-255
23382	5	255-181-131-84
23221	5	255-181-131-84
22856	4	255-254-141-100
23392	5	255-181-131-84
23220	5	255-181-131-84
23208	4	255-254-141-100
23222	2	255-7-197-226
23393	5	255-181-131-84
23540	5	255-181-131-84
23394	5	255-181-131-84
23062	7	255-98-132-2
23541	5	255-181-131-84
23223	5	255-181-131-84
23224	5	255-181-131-84
23395	5	255-181-131-84
23368	4	255-254-141-100
23385	10	255-114-16-255
23209	5	255-181-131-84
22150	4	255-254-141-100
22688	4	255-254-141-100
21762	4	255-254-141-100
21350	9	255-0-76-255
22706	7	255-98-132-2
21948	9	255-0-76-255
23075	8	255-222-69-200
23421	9	255-0-76-255
23236	5	255-181-131-84
23104	4	255-254-141-100
20130	4	255-254-141-100
21102	9	255-0-76-255
23067	9	255-0-76-255
22911	4	255-254-141-100
22920	8	255-222-69-200
23101	5	255-181-131-84
22577	4	255-254-141-100
23103	4	255-254-141-100
21574	9	255-0-76-255
22422	4	255-254-141-100
22939	8	255-222-69-200
23129	6	255-209-164-255
23298	0	255-255-0-73
23105	4	255-254-141-100
23445	5	255-181-131-84
23451	6	255-209-164-255
23136	7	255-98-132-2
23134	8	255-222-69-200
23270	9	255-0-76-255
23124	3	255-98-0-122
22957	8	255-222-69-200
23482	5	255-181-131-84
23147	8	255-222-69-200
22798	8	255-222-69-200
23500	8	255-222-69-200
23343	8	255-222-69-200
19357	9	255-0-76-255
23510	9	255-0-76-255
23353	9	255-0-76-255
23345	8	255-222-69-200
21956	9	255-0-76-255
23800	4	255-254-141-100
23678	7	255-98-132-2
24117	4	255-254-141-100
23178	8	255-222-69-200
23801	5	255-181-131-84
23659	7	255-98-132-2
23661	5	255-181-131-84
23660	4	255-254-141-100
23804	7	255-98-132-2
23802	5	255-181-131-84
23788	2	255-7-197-226
23662	5	255-181-131-84
23664	5	255-181-131-84
23681	5	255-181-131-84
23526	2	255-7-197-226
23789	5	255-181-131-84
23663	5	255-181-131-84
23790	10	255-114-16-255
23934	10	255-114-16-255
23666	2	255-7-197-226
23791	5	255-181-131-84
23667	5	255-181-131-84
23506	2	255-7-197-226
23668	5	255-181-131-84
23792	1	255-147-172-58
23507	5	255-181-131-84
23793	5	255-181-131-84
23051	9	255-0-76-255
23515	9	255-0-76-255
23805	6	255-209-164-255
23016	10	255-114-16-255
23202	9	255-0-76-255
23347	8	255-222-69-200
23356	9	255-0-76-255
23206	9	255-0-76-255
22836	8	255-222-69-200
23556	4	255-254-141-100
23193	8	255-222-69-200
23831	5	255-181-131-84
23981	5	255-181-131-84
23539	5	255-181-131-84
23832	5	255-181-131-84
23814	5	255-181-131-84
23695	7	255-98-132-2
23557	5	255-181-131-84
23960	7	255-98-132-2
23813	7	255-98-132-2
23833	5	255-181-131-84
23961	5	255-181-131-84
23834	5	255-181-131-84
23815	5	255-181-131-84
23962	7	255-98-132-2
23964	5	255-181-131-84
23708	5	255-181-131-84
23835	5	255-181-131-84
23817	5	255-181-131-84
23543	2	255-7-197-226
22685	6	255-209-164-255
23219	8	255-222-69-200
23586	7	255-98-132-2
22541	8	255-222-69-200
23983	5	255-181-131-84
22350	9	255-0-76-255
23404	5	255-181-131-84
23225	9	255-0-76-255
23239	3	255-98-0-122
23844	4	255-254-141-100
23567	4	255-254-141-100
23718	4	255-254-141-100
23606	8	255-222-69-200
23563	5	255-181-131-84
23598	8	255-222-69-200
23288	4	255-254-141-100
23755	0	255-255-0-73
19209	9	255-0-76-255
15429	9	255-0-76-255
23626	5	255-181-131-84
23627	6	255-209-164-255
23756	6	255-209-164-255
22780	4	255-254-141-100
23714	9	255-0-76-255
23766	6	255-209-164-255
23335	9	255-0-76-255
24278	7	255-98-132-2
24419	5	255-181-131-84
24103	5	255-181-131-84
24265	5	255-181-131-84
24267	10	255-114-16-255
18696	9	255-0-76-255
23943	4	255-254-141-100
23944	8	255-222-69-200
23959	7	255-98-132-2
23679	8	255-222-69-200
24100	5	255-181-131-84
24287	7	255-98-132-2
24118	7	255-98-132-2
24102	5	255-181-131-84
23933	10	255-114-16-255
24288	5	255-181-131-84
24424	5	255-181-131-84
24263	10	255-114-16-255
24289	5	255-181-131-84
24119	5	255-181-131-84
24104	5	255-181-131-84
23946	7	255-98-132-2
23947	2	255-7-197-226
24105	2	255-7-197-226
24425	5	255-181-131-84
24106	5	255-181-131-84
24107	2	255-7-197-226
24108	5	255-181-131-84
24280	2	255-7-197-226
24290	10	255-114-16-255
24109	5	255-181-131-84
24110	5	255-181-131-84
23948	1	255-147-172-58
24281	10	255-114-16-255
24291	2	255-7-197-226
24282	5	255-181-131-84
23936	9	255-0-76-255
20559	9	255-0-76-255
24295	0	255-255-0-73
24441	7	255-98-132-2
23795	8	255-222-69-200
23940	8	255-222-69-200
23958	4	255-254-141-100
23982	6	255-209-164-255
24303	5	255-181-131-84
24133	7	255-98-132-2
24328	5	255-181-131-84
24304	5	255-181-131-84
24134	5	255-181-131-84
24149	5	255-181-131-84
24306	5	255-181-131-84
24331	10	255-114-16-255
24444	5	255-181-131-84
24135	5	255-181-131-84
24151	5	255-181-131-84
24445	7	255-98-132-2
24332	5	255-181-131-84
24154	2	255-7-197-226
24635	2	255-7-197-226
23966	2	255-7-197-226
23545	4	255-254-141-100
24137	4	255-254-141-100
23969	4	255-254-141-100
24315	9	255-0-76-255
24316	9	255-0-76-255
24294	3	255-98-0-122
24321	0	255-255-0-73
23977	0	255-255-0-73
23828	8	255-222-69-200
20338	9	255-0-76-255
23857	6	255-209-164-255
