label_id	nucleus_id
1141	0
1142	1743
1143	854
1144	0
1145	0
1146	856
1147	0
1148	859
1149	0
1150	871
1151	0
1152	0
1153	887
1154	815
1155	0
1156	901
1157	906
1158	910
1159	914
1160	918
1161	0
1162	1092
1163	0
1164	0
1165	1102
1166	0
1167	0
1168	1109
1169	938
1170	866
1171	865
1172	1118
1173	881
1174	879
1175	0
1176	893
1177	899
1178	0
1179	903
1180	907
1181	909
1182	0
1183	0
1184	919
1185	0
1186	1472
1187	0
1188	0
1189	867
1190	945
1191	944
1192	0
1193	0
1194	956
1195	0
1196	963
1197	1878
1198	967
1199	968
1200	971
1201	1229
1202	972
1203	0
1204	0
1205	0
1206	977
1207	1179
1208	0
1209	1566
1210	0
1211	949
1212	953
1213	0
1214	0
1215	1224
1216	0
1217	0
1218	970
1219	975
1220	974
1221	982
1222	0
1223	1245
1224	1247
1225	1246
1226	0
1227	1547
1228	1269
1229	1256
1230	993
1231	0
1232	0
1233	0
1234	0
1235	1272
1236	0
1237	1285
1238	0
1239	1633
1240	770
1241	1013
1242	781
1243	0
1244	1022
1245	0
1246	776
1247	0
1248	0
1249	0
1250	0
1251	0
1252	0
1253	0
1254	0
1255	1058
1256	0
1257	18
1258	788
1259	786
1260	1031
1261	0
1262	0
1263	0
1264	0
1265	0
1266	0
1267	802
1268	0
1269	0
1270	1048
1271	1053
1272	1336
1273	814
1274	0
1275	831
1276	1069
1277	1073
1278	0
1279	1032
1280	0
1281	1036
1282	0
1283	1327
1284	0
1285	0
1286	0
1287	811
1288	824
1289	822
1290	1071
1291	840
1292	1072
1293	847
1294	1088
1295	0
1296	1085
1297	1380
1298	0
1299	1033
1300	0
1301	0
1302	1099
1303	0
1304	1110
1305	0
1306	0
1307	1045
1308	884
1309	0
1310	891
1311	1049
1312	894
1313	897
1314	0
1315	911
1316	916
1317	0
1318	1164
1319	1470
1320	1165
1321	1469
1322	0
1323	0
1324	0
1325	1096
1326	858
1327	1183
1328	857
1329	1754
1330	1188
1331	1121
1332	1115
1333	0
1334	877
1335	0
1336	892
1337	0
1338	0
1339	902
1340	904
1341	912
1342	917
1343	0
1344	1471
1345	1169
1346	0
1347	1093
1348	0
1349	930
1350	0
1351	933
1352	22
1353	1204
1354	960
1355	969
1356	976
1357	978
1358	980
1359	0
1360	0
1361	0
1362	947
1363	1206
1364	959
1365	1215
1366	0
1367	981
1368	1559
1369	0
1370	0
1371	986
1372	1563
1373	0
1374	0
1375	1253
1376	1264
1377	0
1378	1000
1379	0
1380	0
1381	1281
1382	1006
1383	1008
1384	0
1385	1291
1386	1262
1387	1016
1388	1014
1389	1028
1390	1026
1391	0
1392	0
1393	0
1394	0
1395	0
1396	1012
1397	1015
1398	0
1399	1019
1400	0
1401	1027
1402	0
1403	0
1404	1708
1405	0
1406	1317
1407	0
1408	0
1409	0
1410	0
1411	1046
1412	0
1413	1047
1414	0
1415	1079
1416	1324
1417	0
1418	3601
1419	0
1420	0
1421	1051
1422	1054
1423	1056
1424	1065
1425	1070
1426	1077
1427	1083
1428	1081
1429	0
1430	1373
1431	0
1432	0
1433	0
1434	0
1435	1100
1436	1098
1437	0
1438	1104
1439	1423
1440	1122
1441	0
1442	896
1443	1148
1444	1061
1445	1455
1446	0
1447	0
1448	1175
1449	0
1450	0
1451	0
1452	0
1453	1185
1454	1184
1455	1106
1456	934
1457	1113
1458	1195
1459	1125
1460	1130
1461	1133
1462	14
1463	0
1464	1158
1465	1161
1466	1162
1467	0
1468	2095
1469	21
1470	0
1471	2439
1472	1824
1473	0
1474	1187
1475	0
1476	1503
1477	0
1478	0
1479	1202
1480	1210
1481	1526
1482	0
1483	1221
1484	1227
1485	1234
1486	1233
1487	16
1488	0
1489	1180
1490	0
1491	1484
1492	1182
1493	1189
1494	1192
1495	1196
1496	1200
1497	0
1498	1519
1499	1205
1500	1207
1501	1251
1502	1531
1503	1220
1504	1217
1505	1528
1506	1223
1507	1230
1508	1255
1509	1231
1510	0
1511	0
1512	0
1513	1259
1514	1258
1515	1956
1516	27
1517	0
1518	0
1519	1001
1520	0
1521	0
1522	0
1523	1002
1524	0
1525	1021
1526	1296
1527	1020
1528	1300
1529	0
1530	1588
1531	0
1532	0
1533	0
1534	1271
1535	0
1536	1279
1537	1005
1538	1010
1539	0
1540	23
1541	1295
1542	0
1543	1029
1544	1313
1545	0
1546	0
1547	1340
1548	1057
1549	1062
1550	1366
1551	1063
1552	1074
1553	0
1554	0
1555	1321
1556	0
1557	0
1558	1322
1559	0
1560	19
1561	0
1562	0
1563	0
1564	1372
1565	1476
1566	1089
1567	1091
1568	1383
1569	1384
1570	0
1571	0
1572	0
1573	1103
1574	1108
1575	1408
1576	1111
1577	1412
1578	1116
1579	1114
1580	1119
1581	1120
1582	1127
1583	1129
1584	0
1585	0
1586	0
1587	0
1588	0
1589	0
1590	1137
1591	1135
1592	0
1593	1134
1594	1143
1595	1147
1596	1146
1597	1151
1598	1155
1599	0
1600	1167
1601	1172
1602	1176
1603	0
1604	0
1605	1178
1606	0
1607	0
1608	0
1609	0
1610	1830
1611	1417
1612	1124
1613	1128
1614	1152
1615	1166
1616	1462
1617	1461
1618	2169
1619	0
1620	1478
1621	0
1622	1480
1623	1186
1624	1190
1625	0
1626	1197
1627	0
1628	1126
1629	1209
1630	1216
1631	1225
1632	1219
1633	1237
1634	1239
1635	0
1636	1481
1637	1483
1638	0
1639	0
1640	1244
1641	1194
1642	0
1643	1201
1644	1572
1645	1933
1646	1211
1647	0
1648	1532
1649	1226
1650	1535
1651	1228
1652	1238
1653	1558
1654	0
1655	0
1656	0
1657	0
1658	0
1659	1575
1660	1579
1661	0
1662	1943
1663	1235
1664	1590
1665	0
1666	0
1667	0
1668	1602
1669	0
1670	0
1671	0
1672	0
1673	0
1674	0
1675	1288
1676	0
1677	0
1678	0
1679	0
1680	0
1681	0
1682	0
1683	0
1684	1297
1685	1298
1686	1309
1687	0
1688	1328
1689	1266
1690	1004
1691	1283
1692	1007
1693	1289
1694	1292
1695	0
1696	1310
1697	1314
1698	1316
1699	0
1700	0
1701	1608
1702	1052
1703	1348
1704	1067
1705	1363
1706	0
1707	1084
1708	1087
1709	1662
1710	1326
1711	48
1712	0
1713	1038
1714	0
1715	1678
1716	0
1717	1059
1718	1068
1719	1369
1720	1712
1721	1090
1722	0
1723	0
1724	0
1725	0
1726	1397
1727	1101
1728	1395
1729	0
1730	1398
1731	1758
1732	1105
1733	0
1734	0
1735	1420
1736	0
1737	1139
1738	1141
1739	1144
1740	1142
1741	0
1742	1153
1743	1474
1744	1174
1745	1733
1746	0
1747	1738
1748	0
1749	0
1750	1097
1751	0
1752	1131
1753	1132
1754	1136
1755	1138
1756	1140
1757	1145
1758	1150
1759	0
1760	0
1761	1154
1762	1449
1763	1156
1764	1452
1765	1160
1766	1168
1767	1557
1768	1171
1769	0
1770	0
1771	0
1772	1488
1773	1181
1774	0
1775	0
1776	1415
1777	1193
1778	1198
1779	1203
1780	0
1781	1523
1782	0
1783	1213
1784	1242
1785	1554
1786	0
1787	1486
1788	0
1789	0
1790	1191
1791	1498
1792	1199
1793	1510
1794	0
1795	1576
1796	1212
1797	1574
1798	0
1799	1521
1800	1527
1801	1578
1802	1236
1803	1548
1804	1241
1805	0
1806	1560
1807	0
1808	1248
1809	0
1810	0
1811	0
1812	0
1813	1254
1814	0
1815	1257
1816	1261
1817	1601
1818	1603
1819	0
1820	0
1821	0
1822	0
1823	0
1824	0
1825	1277
1826	0
1827	0
1828	1595
1829	0
1830	0
1831	1635
1832	1600
1833	0
1834	1301
1835	0
1836	1265
1837	1307
1838	0
1839	0
1840	0
1841	0
1842	0
1843	1278
1844	1274
1845	1333
1846	1280
1847	1339
1848	1286
1849	1299
1850	1353
1851	0
1852	1305
1853	0
1854	1311
1855	1657
1856	1315
1857	1318
1858	0
1859	0
1860	0
1861	0
1862	1345
1863	1346
1864	1338
1865	1355
1866	20
1867	0
1868	1064
1869	1078
1870	1080
1871	0
1872	0
1873	1660
1874	1320
1875	0
1876	0
1877	1664
1878	0
1879	4949
1880	0
1881	0
1882	0
1883	1332
1884	0
1885	1337
1886	1055
1887	1343
1888	1349
1889	1149
1890	1359
1891	0
1892	0
1893	1709
1894	1364
1895	1370
1896	1376
1897	1473
1898	1379
1899	1740
1900	1389
1901	2763
1902	1392
1903	0
1904	1749
1905	2113
1906	0
1907	1401
1908	1411
1909	1416
1910	0
1911	3600
1912	1428
1913	1430
1914	0
1915	0
1916	0
1917	1465
1918	1810
1919	2091
1920	1385
1921	1390
1922	1388
1923	2173
1924	1402
1925	1396
1926	0
1927	1403
1928	1406
1929	1497
1930	1112
1931	1123
1932	1511
1933	1437
1934	1439
1935	1453
1936	1457
1937	0
1938	1479
1939	1485
1940	0
1941	1489
1942	1494
1943	0
1944	0
1945	1516
1946	0
1947	0
1948	1222
1949	1529
1950	1533
1951	0
1952	1544
1953	0
1954	1545
1955	0
1956	1555
1957	0
1958	1828
1959	1496
1960	1507
1961	1509
1962	1513
1963	3136
1964	0
1965	0
1966	0
1967	1538
1968	0
1969	1541
1970	1585
1971	1243
1972	0
1973	1920
1974	1569
1975	1567
1976	0
1977	0
1978	1561
1979	0
1980	1949
1981	1592
1982	0
1983	1594
1984	1260
1985	1263
1986	0
1987	0
1988	1615
1989	1621
1990	1273
1991	1284
1992	1628
1993	0
1994	1634
1995	1294
1996	1302
1997	1304
1998	1641
1999	1994
2000	1606
2001	1268
2002	1331
2003	1616
2004	1618
2005	1610
2006	1287
2007	1290
2008	1352
2009	1293
2010	1636
2011	0
2012	1650
2013	1604
2014	1658
2015	0
2016	0
2017	4155
2018	2033
2019	1330
2020	0
2021	1357
2022	1360
2023	1361
2024	1368
2025	1371
2026	1374
2027	1378
2028	0
2029	1381
2030	0
2031	1667
2032	1325
2033	2029
2034	0
2035	1341
2036	1344
2037	1347
2038	1350
2039	1356
2040	0
2041	0
2042	0
2043	0
2044	4074
2045	1386
2046	0
2047	1394
2048	1391
2049	1746
2050	1400
2051	0
2052	1405
2053	1761
2054	0
2055	1414
2056	1413
2057	1418
2058	2035
2059	1424
2060	1671
2061	0
2062	24
2063	1433
2064	1438
2065	1444
2066	1443
2067	1358
2068	1451
2069	1460
2070	1464
2071	1467
2072	1818
2073	0
2074	0
2075	1382
2076	1482
2077	1393
2078	0
2079	1404
2080	1407
2081	1410
2082	25
2083	1421
2084	1425
2085	1426
2086	1427
2087	0
2088	1431
2089	1442
2090	1446
2091	1448
2092	0
2093	0
2094	1458
2095	1459
2096	2478
2097	1466
2098	1463
2099	0
2100	0
2101	1826
2102	0
2103	0
2104	0
2105	1493
2106	0
2107	0
2108	0
2109	1508
2110	1512
2111	1520
2112	1872
2113	1232
2114	1539
2115	1540
2116	1546
2117	1825
2118	0
2119	1910
2120	1492
2121	1500
2122	1504
2123	1502
2124	0
2125	0
2126	1534
2127	0
2128	0
2129	1919
2130	0
2131	1917
2132	1501
2133	1506
2134	1564
2135	1568
2136	1577
2137	1580
2138	1582
2139	1937
2140	1581
2141	0
2142	0
2143	1885
2144	0
2145	0
2146	1587
2147	1591
2148	1596
2149	1962
2150	0
2151	1613
2152	0
2153	0
2154	1624
2155	1622
2156	1276
2157	1593
2158	0
2159	0
2160	0
2161	1652
2162	0
2163	0
2164	1267
2165	0
2166	0
2167	1614
2168	1282
2169	37
2170	1623
2171	0
2172	0
2173	1640
2174	1992
2175	1312
2176	1654
2177	0
2178	0
2179	0
2180	1968
2181	1334
2182	0
2183	1367
2184	0
2185	0
2186	1377
2187	0
2188	0
2189	0
2190	29
2191	1668
2192	1335
2193	3494
2194	1354
2195	1351
2196	1715
2197	1718
2198	0
2199	1724
2200	1375
2201	0
2202	0
2203	0
2204	1659
2205	2437
2206	0
2207	1741
2208	0
2209	1387
2210	1745
2211	0
2212	0
2213	0
2214	0
2215	2114
2216	1673
2217	0
2218	0
2219	1450
2220	1454
2221	1813
2222	0
2223	0
2224	0
2225	0
2226	0
2227	0
2228	2813
2229	1399
2230	1748
2231	0
2232	0
2233	0
2234	1409
2235	1419
2236	1768
2237	1432
2238	1434
2239	1435
2240	1796
2241	1475
2242	1817
2243	0
2244	0
2245	1487
2246	1837
2247	0
2248	1505
2249	1771
2250	1862
2251	1515
2252	1522
2253	1525
2254	0
2255	1530
2256	1536
2257	1537
2258	0
2259	1888
2260	0
2261	1549
2262	1551
2263	1552
2264	1553
2265	1556
2266	0
2267	0
2268	1490
2269	1491
2270	1835
2271	0
2272	1495
2273	0
2274	1499
2275	0
2276	0
2277	0
2278	1517
2279	1518
2280	0
2281	1543
2282	1550
2283	0
2284	1921
2285	2254
2286	1562
2287	1565
2288	1927
2289	1570
2290	0
2291	0
2292	1931
2293	1573
2294	1940
2295	2277
2296	1939
2297	1941
2298	1584
2299	1583
2300	0
2301	0
2302	0
2303	0
2304	2279
2305	0
2306	0
2307	0
2308	2318
2309	4295
2310	0
2311	1630
2312	1958
2313	1957
2314	0
2315	0
2316	0
2317	1620
2318	1991
2319	2660
2320	1609
2321	1611
2322	1612
2323	1631
2324	0
2325	1993
2326	1638
2327	1988
2328	1303
2329	1306
2330	1362
2331	1644
2332	1655
2333	0
2334	3930
2335	0
2336	0
2337	1685
2338	0
2339	1698
2340	1707
2341	1713
2342	0
2343	0
2344	0
2345	1669
2346	1672
2347	0
2348	1679
2349	1342
2350	1680
2351	1440
2352	1702
2353	0
2354	0
2355	0
2356	1721
2357	1722
2358	0
2359	1728
2360	0
2361	3898
2362	2088
2363	3532
2364	1737
2365	0
2366	0
2367	0
2368	1665
2369	1750
2370	0
2371	1756
2372	1763
2373	1769
2374	0
2375	0
2376	1422
2377	1773
2378	0
2379	1779
2380	0
2381	0
2382	0
2383	1436
2384	0
2385	1441
2386	1445
2387	1456
2388	1814
2389	1816
2390	0
2391	2165
2392	1739
2393	0
2394	1747
2395	1827
2396	2186
2397	1762
2398	0
2399	1429
2400	1780
2401	1447
2402	1795
2403	1468
2404	0
2405	1812
2406	1819
2407	1815
2408	0
2409	2090
2410	0
2411	2167
2412	1832
2413	0
2414	1843
2415	1853
2416	1865
2417	0
2418	1869
2419	1524
2420	1879
2421	1894
2422	1895
2423	1836
2424	1844
2425	1845
2426	1854
2427	1857
2428	1856
2429	1514
2430	1877
2431	0
2432	1542
2433	1889
2434	0
2435	0
2436	1902
2437	1829
2438	0
2439	0
2440	1914
2441	1915
2442	1848
2443	1923
2444	1935
2445	1938
2446	1942
2447	2276
2448	0
2449	0
2450	0
2451	1916
2452	1932
2453	1571
2454	0
2455	0
2456	0
2457	1586
2458	1946
2459	0
2460	2612
2461	2025
2462	1954
2463	26
2464	1948
2465	1597
2466	1598
2467	0
2468	1607
2469	0
2470	0
2471	0
2472	0
2473	1972
2474	1978
2475	1626
2476	0
2477	1981
2478	1985
2479	1632
2480	1960
2481	0
2482	1637
2483	1649
2484	0
2485	0
2486	0
2487	4819
2488	0
2489	0
2490	0
2491	1619
2492	1976
2493	1674
2494	1979
2495	1982
2496	1629
2497	0
2498	0
2499	1666
2500	1670
2501	0
2502	1681
2503	1689
2504	1695
2505	1703
2506	1717
2507	1726
2508	28
2509	0
2510	0
2511	0
2512	0
2513	0
2514	1663
2515	1661
2516	0
2517	4070
2518	0
2519	0
2520	4007
2521	0
2522	0
2523	0
2524	2647
2525	1686
2526	1687
2527	1690
2528	1696
2529	2060
2530	1701
2531	1704
2532	1705
2533	1719
2534	1723
2535	0
2536	0
2537	0
2538	0
2539	0
2540	2107
2541	1751
2542	2109
2543	1757
2544	1760
2545	2031
2546	1765
2547	1766
2548	0
2549	0
2550	1776
2551	1789
2552	1793
2553	1798
2554	0
2555	1801
2556	1800
2557	1807
2558	2079
2559	0
2560	0
2561	1744
2562	1753
2563	0
2564	1846
2565	0
2566	1772
2567	1777
2568	1778
2569	1775
2570	1783
2571	1782
2572	1788
2573	0
2574	1786
2575	1791
2576	0
2577	1792
2578	1797
2579	1799
2580	1802
2581	1804
2582	1811
2583	1808
2584	0
2585	0
2586	0
2587	1822
2588	2175
2589	1834
2590	1839
2591	1850
2592	1770
2593	1859
2594	1858
2595	1867
2596	1875
2597	1874
2598	1887
2599	1891
2600	1794
2601	1899
2602	0
2603	0
2604	0
2605	0
2606	0
2607	0
2608	2168
2609	1831
2610	1840
2611	0
2612	1883
2613	1898
2614	1897
2615	1903
2616	1905
2617	0
2618	0
2619	0
2620	2246
2621	0
2622	1913
2623	1849
2624	1924
2625	1926
2626	2260
2627	1863
2628	0
2629	2274
2630	2275
2631	1944
2632	1911
2633	2245
2634	0
2635	0
2636	2255
2637	0
2638	1928
2639	0
2640	0
2641	0
2642	0
2643	0
2644	0
2645	81
2646	0
2647	1589
2648	0
2649	1952
2650	0
2651	0
2652	0
2653	1599
2654	1961
2655	0
2656	36
2657	1950
2658	1969
2659	1973
2660	0
2661	2328
2662	1989
2663	1639
2664	1995
2665	1647
2666	1648
2667	1651
2668	1656
2669	1967
2670	1975
2671	1625
2672	1682
2673	1627
2674	0
2675	1646
2676	0
2677	43
2678	2030
2679	0
2680	0
2681	0
2682	2037
2683	1677
2684	1684
2685	1693
2686	0
2687	0
2688	1710
2689	1711
2690	1714
2691	1716
2692	2070
2693	2073
2694	1720
2695	1730
2696	0
2697	0
2698	2080
2699	0
2700	0
2701	2024
2702	0
2703	0
2704	2124
2705	0
2706	2036
2707	1676
2708	1683
2709	1688
2710	1692
2711	0
2712	1699
2713	0
2714	1727
2715	2492
2716	1731
2717	1734
2718	1735
2719	2086
2720	0
2721	1947
2722	1755
2723	2112
2724	31
2725	1774
2726	1785
2727	1790
2728	0
2729	1820
2730	1823
2731	2087
2732	0
2733	1736
2734	30
2735	2100
2736	0
2737	0
2738	2106
2739	1752
2740	0
2741	1764
2742	1767
2743	1851
2744	0
2745	1784
2746	1881
2747	1787
2748	1806
2749	0
2750	0
2751	0
2752	0
2753	1842
2754	2180
2755	0
2756	2197
2757	0
2758	1864
2759	2208
2760	0
2761	1884
2762	0
2763	1896
2764	1900
2765	1904
2766	1907
2767	0
2768	2155
2769	0
2770	0
2771	2171
2772	0
2773	0
2774	1833
2775	0
2776	1912
2777	1838
2778	1841
2779	1847
2780	1852
2781	1855
2782	1860
2783	1861
2784	0
2785	1866
2786	1870
