label_id	anchor_x	anchor_y	anchor_z
1	186.888829787234	166.8937943262412	19.205141843971635
2	199.2998302207129	190.74915110356545	27.65127334465194
3	124.97670744138651	78.24016309887871	235.7234964322121
4	125.37917754569179	119.75675587467363	170.6565274151436
5	210.5496099843993	187.0188767550703	36.91092043681748
6	234.6195530726257	165.00204841713222	36.932960893854755
7	112.98878748370278	111.28428943937423	179.15299869621902
8	151.8294117647064	146.35000000000025	50.555555555555564
9	145.2674999999999	79.34000000000003	152.705
10	140.41985737794846	115.57723532638514	168.71513987931982
11	156.56252821670432	89.50722347629805	162.02217832957112
12	112.48517173051523	89.25439233817688	254.72955746367242
13	114.97293343087046	93.21997073884422	257.09301389904897
14	167.73580645161283	172.22664516129018	18.290516129032266
15	212.94742351046688	141.59798711755238	99.87504025764895
16	109.0061550151976	91.16458966565357	237.95273556231004
17	112.98416949152546	91.48644067796623	251.11955932203392
18	178.77495636998253	167.53595113438047	68.20671902268761
19	117.48272490221642	146.1243155149934	157.99700130378096
20	149.00528846153838	70.62548076923075	200.90721153846158
21	178.27078169685424	182.43064823641566	183.19089609151573
22	165.08085106382998	158.659574468085	224.14148936170216
23	92.70555555555555	147.32311827957	157.08413978494625
24	133.9794542174113	125.81504285069911	163.14607577807845
25	138.2349283520985	129.71865404298867	249.26540429887413
26	109.148447204969	84.33850931677031	235.13416149068325
27	116.57357774968395	87.76776232616949	231.8128318584071
28	150.62474344355766	139.7056442417332	60.66932725199547
29	171.0122278056951	151.60192629815754	34.9641541038526
30	152.26992099322806	140.67708803611728	59.07409706546277
31	168.09329829172157	152.80459921156384	34.835019710906714
32	106.24995479204348	95.54136528028938	234.43625678119358
33	109.4331794575881	90.21967686093477	247.7415175995384
34	107.87579329102451	85.98050770625572	247.59873073436088
35	109.0291842475387	88.95457102672304	249.11673699015472
36	107.16093884582277	138.82833763996555	172.00267011197244
37	117.11787204450623	145.78748261474271	155.34401947148814
38	146.6418402777777	47.95312499999999	226.51883680555562
39	158.68526119402975	130.1423134328359	183.427052238806
40	206.608695652174	149.37188215102998	146.60677917620134
41	199.75725785510278	170.30062321474966	150.75227213710727
42	134.78367346938774	137.18321995464856	108.09308390022676
43	88.0219026548672	116.47831858407078	207.65663716814163
44	122.32725509214352	113.01993210475264	167.10451018428708
45	119.81928327645052	112.66552901023891	173.44709897610923
46	123.1842643051771	115.52997275204358	166.7324250681199
47	123.55632295719845	84.5459143968871	207.87003891050583
48	166.55573022312402	149.00035496957406	33.585699797160245
49	192.78804651162812	178.3804341085268	158.98206201550389
50	137.50315789473706	122.24157894736842	169.2273684210527
51	125.59070598748907	130.4104557640751	172.5092940125112
52	139.06133501259444	117.23381612090674	171.41227959697736
53	182.42412199630292	167.04547134935294	195.13613678373383
54	184.75735586481102	150.57024519549373	171.00480450629556
55	201.9096183206107	184.2659541984734	106.77305343511452
56	101.6156828703704	94.2677083333333	237.86927083333345
57	150.8618167202573	144.09204180064316	108.70546623794212
58	135.94608433734942	133.09337349397592	128.9451807228916
59	111.12669300225737	94.32003386004529	231.19057562076748
60	107.93353531132477	91.21863769327204	236.59078562473888
61	174.99990234374994	120.170703125	72.48076171875
62	106.46209905660388	124.07792452830195	214.5378773584906
63	166.11443750000015	148.1768749999998	235.02943750000003
64	192.6513489208633	173.94838129496426	166.64208633093526
65	214.6066610455313	176.9914839797639	112.56821247892073
66	148.94927710843382	147.7664457831325	34.84879518072289
67	104.36485463958576	91.2833532457188	232.16571087216252
68	133.1512807377049	124.58401639344265	132.85514856557378
69	132.41961852861036	122.47815622161673	128.344323342416
70	133.17889812889814	126.13809771309772	125.29137214137216
71	105.36540962288684	139.4310793237971	145.139921976593
72	123.79176500769621	134.99212416623914	163.63727552591072
73	100.34241706161146	100.84158767772509	237.1086492890995
74	107.88385012919895	92.52506459948329	236.65206718346252
75	204.00935960591136	129.89076354679804	21.422906403940875
76	191.1154560129136	170.64471347861186	174.16622276029057
77	159.29375	157.1364583333333	228.4875
78	211.57150943396232	177.19547169811332	114.64698113207548
79	96.8068322981367	109.48416149068323	230.2129192546584
80	146.70720081135892	144.9205375253551	37.995182555780936
81	123.22419454770758	109.59278190830237	176.04225526641886
82	110.15801587301588	127.52972222222223	164.67916666666667
83	122.45854430379744	116.48077531645569	171.01867088607597
84	138.55511129431162	167.3201566364386	70.51924979389942
85	199.09648000000004	187.8175200000001	94.72232000000002
86	189.63535980148887	167.74909015715463	80.92506203473947
87	136.9989239598278	114.62883787661421	208.29020803443328
88	144.55878048780477	130.29312195121952	108.87853658536586
89	111.82894211576848	82.79530938123762	202.64920159680642
90	123.3993844049246	142.18440492476063	154.87051983584132
91	151.48471017800094	69.05324052943858	192.3724783204016
92	153.28816091954016	72.66448275862071	198.6283908045977
93	148.45507614213219	142.35025380710658	38.444162436548226
94	102.2734200743495	104.67460966542744	221.97345724907063
95	145.0946951219513	142.7404268292684	38.34908536585366
96	196.97963917525774	154.66752577319573	166.4729381443299
97	164.8541243654821	187.13889593908638	189.95031725888327
98	112.38035814213762	137.68774482372692	189.51454952434247
99	110.46175141242941	119.0964406779661	193.23861581920903
100	145.9122950819672	146.9471766848818	37.23269581056466
101	129.6369980879541	102.30736137667307	171.38652007648184
102	111.17108355091386	95.53880548302877	234.01566579634468
103	108.33189775910358	96.6551820728293	237.9601190476191
104	122.94648924122312	113.39343148357872	177.22893544733864
105	120.24553004396681	112.53827552515881	183.01646311675626
106	211.65330232558136	162.49558139534852	123.9505581395349
107	205.37823970037465	175.23205992509378	125.16558052434459
108	147.60979381443312	156.72731958762864	41.643127147766336
109	165.15366412213712	178.13198473282452	208.36854961832063
110	103.47531328320801	115.2314536340852	220.6076441102757
111	170.50311614730862	96.61521246458916	153.0290084985836
112	161.61571588366897	37.369854586129726	235.76728187919463
113	69.34627151051626	155.53747609942639	245.08652007648186
114	145.5879634206623	92.7501730103807	194.73887790410282
115	163.76443661971834	52.1957746478873	217.706073943662
116	150.58400000000015	135.082	35.22833333333333
117	208.64449999999988	172.6864999999998	140.09650000000002
118	208.80466101694918	150.54237288135587	146.30593220338983
119	205.13529411764733	139.3668067226891	147.94831932773113
120	209.66313131313115	139.72424242424245	133.19040404040405
121	192.38491124260375	184.57692307692304	134.00118343195268
122	190.6159226190477	195.06339285714267	143.3863095238096
123	182.42038745387475	180.06462177121722	164.7092712177122
124	114.40572916666672	110.46897321428571	236.2847470238096
125	153.29008152173932	103.66304347826092	108.75951086956523
126	112.6286272806256	88.44296264118151	215.52354474370117
127	93.37904564315355	147.66016597510387	160.53609958506226
128	90.81982182628059	112.21837416481071	218.23853006681514
129	136.04363057324838	123.03248407643312	120.628025477707
130	143.81684322033897	133.73622881355934	95.13834745762712
131	154.96638036809819	141.26024539877315	103.61797546012272
132	144.69024390243888	126.15625000000006	108.83125
133	192.50153738644303	183.54395527603046	148.20866526904263
134	196.39968304278943	151.83486529318546	188.57416798732172
135	181.0607508532424	199.5843003412969	117.19317406143348
136	150.07609988109408	139.14607609988118	56.442033293697996
137	149.6444520547946	148.6100000000003	44.89130136986302
138	121.45472440944886	117.91076115485563	192.02506561679792
139	136.74342723004662	124.96785714285713	171.92516767270286
140	174.46553254437882	120.5508875739645	64.65917159763313
141	113.97276302851525	112.80570304818092	181.02084562438546
142	151.05025817555932	137.58235800344235	42.92508605851978
143	129.82763157894738	98.35131578947365	181.9197368421053
144	149.31572420634916	120.6420634920635	131.70099206349207
145	122.1734681372549	113.10453431372551	177.3596660539216
146	201.47422360248456	172.04836956521737	142.71902173913043
147	133.0213156002875	84.4437814521925	220.0755212077642
148	212.07544378698222	172.3566568047339	122.62938856015779
149	149.45801186943615	66.59896142433234	204.6
150	121.47865028981516	89.62677339221644	236.83837979574943
151	124.14325	81.64804999999998	223.66685
152	146.52058823529413	66.95735294117647	200.6705882352941
153	202.5453639514731	179.09601386481805	141.74033795493938
154	191.0497641509435	177.77749326145542	159.85876010781666
155	182.3098392036754	183.44942572741192	171.17970903522206
156	178.8626057529611	176.21311336717415	189.0441201353638
157	180.57818181818183	190.07181818181812	162.2040909090909
158	193.08451882845205	177.32398884239902	163.6645048814505
159	141.71129707112974	129.69184100418408	106.26046025104604
160	207.46556082148498	138.4714060031596	134.41026856240128
161	141.0530674846626	122.47743207712536	98.48808063102541
162	106.02965811965817	151.66202991452988	185.72207264957265
163	142.7528918692372	169.08466051969825	142.75104777870914
164	193.22911877394642	199.02203065134108	110.9250957854406
165	132.9337777777778	168.18999999999986	51.551703703703716
166	114.69229208924948	89.1490872210952	227.22809330628812
167	153.33691588785044	139.66059190031157	81.09587227414329
168	106.39408284023668	96.43387573964499	238.2899408284024
169	125.17932790224043	109.84093686354376	156.95386965376784
170	97.78876404494386	144.15561797752824	165.0041198501873
171	81.72597402597404	152.86233766233758	225.3532467532468
172	148.47125890736328	135.20659144893114	49.30861045130642
173	144.7867699115044	150.4103982300886	50.61654867256639
