label_id	max_first_view	best_first_view_type	colour_first_view
1	0.5785290671518376	clade6sub19	255-254-152-44
2	0.0026390933583993	clade6sub19	255-254-152-44
3	0.0146923226143767	clade6sub19	255-254-152-44
4	0.2445797192755271	clade6sub19	255-254-152-44
5	1.1941000175396542e-12	nocladesub2	255-70-122-242
6	5.4899905951887056e-15	nocladesub20	255-212-231-53
7	1.1446408031067798e-05	nocladesub20	255-212-231-53
8	2.8473792299750303e-11	nocladesub12	255-122-4-2
9	1.5664364505655682e-15	nocladesub12	255-122-4-2
10	6.401153291311317e-16	nocladesub10	255-26-209-210
11	1.6028759771583158e-19	nocladesub10	255-26-209-210
12	3.7814494694846456e-16	nocladesub2	255-70-122-242
13	4.0790869626216073e-16	clade6sub19	255-254-152-44
14	1.588788994992609e-16	nocladesub22	255-101-252-104
15	1.0662706234257795e-17	nocladesub10	255-26-209-210
16	2.3649414275183004e-14	nocladesub2	255-70-122-242
17	2.0386216630642128e-10	clade6sub19	255-254-152-44
18	6.810190432022706e-21	nocladesub2	255-70-122-242
19	4.251539192120401e-11	nocladesub10	255-26-209-210
20	1.2942246772772305e-18	nocladesub10	255-26-209-210
21	2.709799712231573e-12	nocladesub10	255-26-209-210
22	3.1771018172242627e-20	nocladesub12	255-122-4-2
23	4.0198514840973715e-20	nocladesub10	255-26-209-210
24	5.5635920823934045e-14	nocladesub12	255-122-4-2
25	1.4260718237259741e-08	nocladesub22	255-101-252-104
26	0.0781551273406259	nocladesub2	255-70-122-242
27	1.4172699425436972e-14	nocladesub12	255-122-4-2
28	0.228193374557461	nocladesub2	255-70-122-242
29	5.749062558992805e-11	nocladesub22	255-101-252-104
30	4.307434729378885e-14	nocladesub2	255-70-122-242
31	9.789876762139398e-13	nocladesub22	255-101-252-104
32	5.281168330415351e-05	nocladesub12	255-122-4-2
33	4.433057520282568e-27	nocladesub2	255-70-122-242
34	0.0838780359357609	nocladesub12	255-122-4-2
35	9.485096860322268e-07	nocladesub12	255-122-4-2
36	0.4116034983519105	clade6sub19	255-254-152-44
37	1.1780171917081626e-11	nocladesub12	255-122-4-2
38	1.7314525272860454e-19	nocladesub12	255-122-4-2
39	1.7884030948807802e-17	nocladesub12	255-122-4-2
41	0.3067235178409488	nocladesub12	255-122-4-2
42	1.1774773223961209e-19	nocladesub12	255-122-4-2
43	6.817147419913731e-09	nocladesub12	255-122-4-2
44	1.2674092650355341e-13	nocladesub12	255-122-4-2
45	1.1582420317730055e-14	nocladesub12	255-122-4-2
46	0.0031174743658678	nocladesub2	255-70-122-242
47	3.7702978761564084e-13	nocladesub2	255-70-122-242
48	3.4152534412455363e-05	nocladesub22	255-101-252-104
49	2.612113315560432e-10	nocladesub22	255-101-252-104
50	2.7322700509683563e-19	nocladesub10	255-26-209-210
51	1.5534998351624654e-17	nocladesub12	255-122-4-2
52	9.441389959570212e-17	nocladesub10	255-26-209-210
53	1.0346050010239868e-15	nocladesub12	255-122-4-2
54	1.9358701467640792e-20	nocladesub12	255-122-4-2
55	1.1611113347731547e-14	nocladesub2	255-70-122-242
56	1.315573007549406e-06	nocladesub12	255-122-4-2
57	0.0068778058602415	clade6sub19	255-254-152-44
58	9.534451877468496e-17	nocladesub22	255-101-252-104
59	3.532762722650474e-13	nocladesub22	255-101-252-104
60	3.5511000244595244e-12	nocladesub20	255-212-231-53
61	1.9411888782167689e-19	nocladesub12	255-122-4-2
62	2.7917157040885847e-05	nocladesub22	255-101-252-104
68	3.1625141248286098e-06	nocladesub12	255-122-4-2
69	1.332679605103681e-14	nocladesub20	255-212-231-53
70	3.794836640812306e-15	nocladesub20	255-212-231-53
71	0.0019593664984472	nocladesub2	255-70-122-242
72	2.83529597234128e-05	nocladesub2	255-70-122-242
73	6.325395006353247e-19	nocladesub12	255-122-4-2
74	0.0001882995235799	nocladesub2	255-70-122-242
75	0.0001544116700997	nocladesub2	255-70-122-242
77	1.0076083348175282e-23	nocladesub10	255-26-209-210
78	0.000826652919032	nocladesub22	255-101-252-104
79	2.995239323808432e-20	nocladesub20	255-212-231-53
80	3.569501259222357e-17	nocladesub12	255-122-4-2
81	5.270690064711808e-05	nocladesub2	255-70-122-242
82	6.905412422408804e-17	nocladesub10	255-26-209-210
83	0.0002498690321258	nocladesub22	255-101-252-104
84	6.238582628536588e-21	nocladesub22	255-101-252-104
85	1.5210645964036702e-13	nocladesub22	255-101-252-104
86	0.0001803612499837	nocladesub22	255-101-252-104
87	0.0172935105857572	nocladesub10	255-26-209-210
88	0.0270896127950509	clade6sub19	255-254-152-44
89	2.0727101746292162e-07	nocladesub20	255-212-231-53
90	3.06353766518702e-18	nocladesub20	255-212-231-53
91	0.0014461898002114	nocladesub2	255-70-122-242
92	0.5059167227144623	nocladesub2	255-70-122-242
93	5.461257185033773e-05	nocladesub22	255-101-252-104
94	1.4305546589450768e-11	nocladesub2	255-70-122-242
95	0.0022764544053049	nocladesub12	255-122-4-2
96	1.9981593928742692e-13	nocladesub20	255-212-231-53
97	1.119275458981581e-11	nocladesub2	255-70-122-242
98	2.0952413209316387e-06	nocladesub2	255-70-122-242
99	1.1559936942901276e-05	nocladesub2	255-70-122-242
100	0.0549523429759995	nocladesub10	255-26-209-210
101	0.1610971004548494	nocladesub12	255-122-4-2
102	2.0479142753391343e-06	nocladesub22	255-101-252-104
103	7.459821720848913e-15	nocladesub2	255-70-122-242
104	1.0096127789998894e-16	nocladesub10	255-26-209-210
105	1.3697180801803392e-11	nocladesub22	255-101-252-104
106	7.622318199182912e-06	nocladesub2	255-70-122-242
107	0.0001820812948183	nocladesub2	255-70-122-242
109	7.273841186514534e-05	nocladesub22	255-101-252-104
110	1.835244896930772e-19	nocladesub20	255-212-231-53
111	2.5419302644892853e-08	nocladesub2	255-70-122-242
112	0.9996244550037297	nocladesub10	255-26-209-210
113	2.293738951408281e-17	nocladesub2	255-70-122-242
115	2.9196508184619e-07	nocladesub20	255-212-231-53
116	5.835039505732234e-10	nocladesub2	255-70-122-242
117	2.3091802394822704e-05	nocladesub20	255-212-231-53
118	3.896339664999842e-16	nocladesub2	255-70-122-242
119	0.0012444716060172	nocladesub2	255-70-122-242
120	2.948463007101358e-09	nocladesub20	255-212-231-53
121	4.420222527341053e-19	nocladesub2	255-70-122-242
122	1.0777875018822059e-13	nocladesub12	255-122-4-2
123	8.970939261437559e-12	nocladesub12	255-122-4-2
124	2.327279965631528e-20	nocladesub2	255-70-122-242
125	0.0639596763273447	nocladesub2	255-70-122-242
127	4.294001083465993e-09	nocladesub22	255-101-252-104
128	1.954459488732772e-12	nocladesub22	255-101-252-104
129	0.0799338325759704	nocladesub10	255-26-209-210
130	0.964519193045116	nocladesub10	255-26-209-210
131	0.1280287711395607	nocladesub10	255-26-209-210
132	1.2562851887364423e-20	nocladesub20	255-212-231-53
133	7.115007475045163e-08	nocladesub2	255-70-122-242
134	7.233050645520107e-15	nocladesub12	255-122-4-2
135	1.0369281503055602e-15	nocladesub12	255-122-4-2
136	1.3301218677770684e-17	nocladesub12	255-122-4-2
137	1.2595906999225578e-17	nocladesub2	255-70-122-242
138	5.944141181011791e-19	nocladesub2	255-70-122-242
139	0.999765506913784	nocladesub10	255-26-209-210
140	0.001198093083985	nocladesub10	255-26-209-210
141	1.282618937914145e-07	nocladesub2	255-70-122-242
142	0.0022584796579335	nocladesub2	255-70-122-242
143	0.0846458003443892	nocladesub10	255-26-209-210
144	9.279878572001134e-10	nocladesub2	255-70-122-242
145	7.335736875396004e-14	nocladesub12	255-122-4-2
146	8.188012412299293e-16	nocladesub2	255-70-122-242
147	0.0026503093168368	nocladesub2	255-70-122-242
148	1.1816807848728326e-11	nocladesub12	255-122-4-2
149	4.772081182077357e-15	nocladesub20	255-212-231-53
150	8.177403920885682e-13	nocladesub2	255-70-122-242
151	0.0003968501399357	nocladesub22	255-101-252-104
152	8.340032137055787e-05	nocladesub10	255-26-209-210
153	0.0001096165374631	nocladesub22	255-101-252-104
154	0.0096672841306652	nocladesub10	255-26-209-210
155	5.771693569051824e-06	nocladesub20	255-212-231-53
156	0.0108669812083222	nocladesub2	255-70-122-242
157	1.5602197154496495e-05	nocladesub12	255-122-4-2
158	3.0108784450438736e-12	nocladesub2	255-70-122-242
159	0.0029539514895263	nocladesub2	255-70-122-242
160	7.616427435853368e-15	nocladesub20	255-212-231-53
161	2.881902984320797e-05	nocladesub22	255-101-252-104
162	9.62503371080303e-13	nocladesub2	255-70-122-242
163	1.3148216452171045e-13	nocladesub2	255-70-122-242
164	0.0016636382749991	nocladesub2	255-70-122-242
165	5.3413929729839104e-17	nocladesub2	255-70-122-242
166	1.0726611324737647e-06	nocladesub20	255-212-231-53
167	1.2449656470362664e-05	nocladesub2	255-70-122-242
168	4.83881026482993e-12	nocladesub22	255-101-252-104
169	6.830691121284928e-08	clade6sub19	255-254-152-44
170	0.4275223983034407	nocladesub2	255-70-122-242
171	4.293071849258349e-13	nocladesub20	255-212-231-53
172	2.927227157888436e-17	nocladesub22	255-101-252-104
173	0.004875465659824	nocladesub2	255-70-122-242
174	1.5233334966026357e-05	nocladesub10	255-26-209-210
175	4.5248567765188696e-05	nocladesub22	255-101-252-104
176	1.63814352645559e-06	nocladesub2	255-70-122-242
177	5.241163906924586e-06	nocladesub10	255-26-209-210
178	0.0041278105518056	nocladesub12	255-122-4-2
179	3.541243566437265e-05	nocladesub22	255-101-252-104
180	4.5412733439214776e-05	nocladesub22	255-101-252-104
181	1.330750038018981e-11	nocladesub2	255-70-122-242
182	2.726604277696819e-12	nocladesub12	255-122-4-2
183	0.1709351447405134	nocladesub2	255-70-122-242
184	0.0012020318980901	nocladesub22	255-101-252-104
185	5.842619793777252e-10	nocladesub12	255-122-4-2
186	1.109934412331823e-05	nocladesub22	255-101-252-104
187	9.441421523009857e-21	nocladesub12	255-122-4-2
188	1.0669460378392203e-09	nocladesub26	255-217-56-6
189	3.18704293536912e-12	nocladesub12	255-122-4-2
190	0.0019165952954177	nocladesub10	255-26-209-210
191	1.2643403297550965e-05	nocladesub2	255-70-122-242
192	1.3946202253132093e-12	nocladesub2	255-70-122-242
193	0.0002736606216941	nocladesub20	255-212-231-53
194	0.0013794149002951	nocladesub22	255-101-252-104
195	0.1316906698162931	nocladesub10	255-26-209-210
197	5.533114232024192e-10	nocladesub22	255-101-252-104
198	0.0060860667621191	clade6sub19	255-254-152-44
199	0.0801770718780438	nocladesub26	255-217-56-6
200	0.3466352252307131	nocladesub26	255-217-56-6
201	0.0034431155601904	nocladesub10	255-26-209-210
202	4.191764231054855e-05	nocladesub10	255-26-209-210
203	1.1275583598934022e-12	nocladesub12	255-122-4-2
204	3.066142537766016e-05	nocladesub20	255-212-231-53
205	6.309502744822951e-07	nocladesub2	255-70-122-242
206	0.0390059782994675	nocladesub2	255-70-122-242
207	0.0003162326246192	nocladesub22	255-101-252-104
208	1.1206543196698818e-15	nocladesub12	255-122-4-2
209	0.0017243231284099	nocladesub2	255-70-122-242
210	8.797528193195069e-21	nocladesub22	255-101-252-104
211	1.1517861653028626e-06	nocladesub12	255-122-4-2
212	0.4086838913276525	nocladesub2	255-70-122-242
213	0.0271998195251753	clade6sub19	255-254-152-44
214	5.920288576593935e-06	clade6sub19	255-254-152-44
215	0.0005775759402366	nocladesub26	255-217-56-6
216	0.0001263907298219	nocladesub22	255-101-252-104
217	0.0016366239753058	nocladesub10	255-26-209-210
218	0.0001629253910062	nocladesub22	255-101-252-104
219	4.893752363153498e-06	nocladesub12	255-122-4-2
220	0.0013244918073579	nocladesub2	255-70-122-242
221	0.0154749268463799	nocladesub2	255-70-122-242
222	9.795655276862291e-07	nocladesub12	255-122-4-2
223	0.002764682253199	nocladesub22	255-101-252-104
224	0.0001449966398961	nocladesub26	255-217-56-6
225	0.001051908639205	nocladesub2	255-70-122-242
226	2.1411328238945208e-09	nocladesub20	255-212-231-53
227	1.3727099245292791e-09	nocladesub2	255-70-122-242
228	0.0008439020387509	nocladesub2	255-70-122-242
229	0.0005702927652099	nocladesub22	255-101-252-104
230	2.1160192826207456e-05	nocladesub2	255-70-122-242
231	0.0568917432310699	clade6sub19	255-254-152-44
232	0.0046490219318129	nocladesub12	255-122-4-2
233	0.0005069206181959	nocladesub22	255-101-252-104
235	0.0103766181303144	nocladesub2	255-70-122-242
236	0.0001876576158064	nocladesub2	255-70-122-242
237	0.1666552735588163	nocladesub10	255-26-209-210
238	0.11096289223038	nocladesub2	255-70-122-242
239	1.917866267038191e-05	nocladesub2	255-70-122-242
240	1.7273178435074297e-06	nocladesub20	255-212-231-53
241	0.0002975872318588	nocladesub12	255-122-4-2
242	8.688073081870108e-18	nocladesub12	255-122-4-2
243	9.628373888591804e-11	nocladesub20	255-212-231-53
244	7.897749527443174e-06	nocladesub2	255-70-122-242
245	2.8703287689423223e-13	nocladesub12	255-122-4-2
246	3.790452715814167e-19	nocladesub12	255-122-4-2
247	0.00302100937175	nocladesub22	255-101-252-104
248	0.0107296694362243	nocladesub22	255-101-252-104
249	6.266928358893946e-13	nocladesub12	255-122-4-2
250	5.0297969583603567e-05	nocladesub2	255-70-122-242
251	2.7017716162576456e-05	nocladesub2	255-70-122-242
252	4.387036689440168e-06	nocladesub2	255-70-122-242
253	1.7570884055136778e-13	nocladesub12	255-122-4-2
254	1.959007552514978e-07	nocladesub12	255-122-4-2
255	9.536142741741123e-14	nocladesub12	255-122-4-2
256	1.3393742635958865e-15	nocladesub12	255-122-4-2
257	1.0265446789676476e-13	nocladesub12	255-122-4-2
258	0.3013714389118761	nocladesub22	255-101-252-104
259	2.442605909532448e-07	nocladesub22	255-101-252-104
260	0.9979952019211866	nocladesub22	255-101-252-104
261	3.638470303733219e-05	nocladesub2	255-70-122-242
262	0.0001059903310404	nocladesub2	255-70-122-242
263	2.1263811828343078e-06	nocladesub2	255-70-122-242
264	1.4005427407326706e-07	nocladesub2	255-70-122-242
265	9.512551121037995e-12	nocladesub12	255-122-4-2
266	0.0043465191691914	nocladesub2	255-70-122-242
267	3.2374729898236293e-13	nocladesub12	255-122-4-2
268	1.3168402698502011e-14	nocladesub12	255-122-4-2
269	1.0631463790731049e-07	nocladesub2	255-70-122-242
270	0.1927629789939343	nocladesub22	255-101-252-104
271	4.32355656540554e-11	nocladesub10	255-26-209-210
272	0.0001103966473582	nocladesub12	255-122-4-2
273	0.0029038889051737	nocladesub2	255-70-122-242
274	0.3763281198860259	nocladesub22	255-101-252-104
275	1.515293586707855e-05	nocladesub2	255-70-122-242
276	6.054493640265725e-12	nocladesub12	255-122-4-2
277	4.985284989628173e-09	nocladesub22	255-101-252-104
278	2.5508517975556708e-11	nocladesub12	255-122-4-2
279	3.4546905437977494e-11	nocladesub2	255-70-122-242
280	0.7106402208969723	nocladesub22	255-101-252-104
281	0.233024713647776	nocladesub26	255-217-56-6
282	3.3295792315065383e-09	nocladesub2	255-70-122-242
283	0.0677012372241238	nocladesub12	255-122-4-2
284	2.6472911201917416e-12	nocladesub20	255-212-231-53
285	5.366135459531312e-13	nocladesub12	255-122-4-2
286	1.5229061126349774e-06	nocladesub2	255-70-122-242
287	8.863945815490294e-06	nocladesub2	255-70-122-242
288	2.0165914016085064e-12	nocladesub20	255-212-231-53
289	3.8304817426319273e-14	nocladesub12	255-122-4-2
290	0.0001659311245143	nocladesub22	255-101-252-104
291	6.340289293077546e-05	nocladesub22	255-101-252-104
292	1.2878192805863625e-12	nocladesub12	255-122-4-2
294	5.56001840825624e-09	nocladesub2	255-70-122-242
296	0.0002991890143081	nocladesub2	255-70-122-242
297	0.000878346962464	nocladesub12	255-122-4-2
298	0.0489394319348576	nocladesub2	255-70-122-242
299	1.6907117804681295e-10	nocladesub20	255-212-231-53
300	0.000288236133111	nocladesub2	255-70-122-242
301	0.2257207495656841	nocladesub22	255-101-252-104
302	0.0007473134785383	nocladesub22	255-101-252-104
303	1.1247241842701477e-05	nocladesub2	255-70-122-242
304	0.0006909229210562	nocladesub2	255-70-122-242
305	1.0528916631260955e-09	nocladesub12	255-122-4-2
307	0.0009268334471048	nocladesub10	255-26-209-210
308	2.128393247945597e-20	nocladesub22	255-101-252-104
309	0.0001539188228657	nocladesub22	255-101-252-104
310	4.795871302220576e-10	nocladesub20	255-212-231-53
312	0.0303868509236971	nocladesub22	255-101-252-104
313	6.769798268652045e-05	nocladesub26	255-217-56-6
314	7.545047590378027e-05	nocladesub22	255-101-252-104
315	0.1961795681094721	nocladesub22	255-101-252-104
317	0.0002625095762556	nocladesub2	255-70-122-242
318	0.0102652759108299	nocladesub10	255-26-209-210
319	2.6017033662476163e-23	nocladesub20	255-212-231-53
320	0.0425026741598156	nocladesub22	255-101-252-104
321	2.3134192579299287e-11	nocladesub12	255-122-4-2
322	5.659126158622399e-08	nocladesub2	255-70-122-242
323	5.496887755928323e-05	nocladesub22	255-101-252-104
324	2.2814035226687955e-11	nocladesub2	255-70-122-242
325	1.6710970658931696e-15	nocladesub12	255-122-4-2
326	6.962492270395403e-08	nocladesub12	255-122-4-2
327	3.443945497749487e-05	nocladesub2	255-70-122-242
328	0.0010862952620404	nocladesub12	255-122-4-2
329	0.0144200711625724	nocladesub22	255-101-252-104
330	0.0029608546802694	nocladesub22	255-101-252-104
331	5.193740965413965e-15	nocladesub12	255-122-4-2
332	8.811932701392325e-14	nocladesub10	255-26-209-210
333	0.0325554602049613	nocladesub22	255-101-252-104
334	0.0010635993932722	clade6sub19	255-254-152-44
335	0.0006096091376178	nocladesub2	255-70-122-242
336	3.779494690566076e-12	nocladesub12	255-122-4-2
337	0.0434470150425869	nocladesub22	255-101-252-104
338	1.0196751768823455e-16	nocladesub2	255-70-122-242
339	6.324288936992774e-05	nocladesub10	255-26-209-210
340	0.0029745841554191	nocladesub2	255-70-122-242
342	0.000111094014571	nocladesub10	255-26-209-210
343	0.0004878842725702	nocladesub2	255-70-122-242
344	0.0038832227877304	nocladesub12	255-122-4-2
345	2.138582713832836e-07	nocladesub12	255-122-4-2
346	2.6525484657667082e-18	nocladesub12	255-122-4-2
347	6.454215717156372e-05	nocladesub22	255-101-252-104
348	0.2988532064213977	nocladesub20	255-212-231-53
349	1.8511699725963568e-10	nocladesub2	255-70-122-242
350	3.729240656052093e-16	nocladesub12	255-122-4-2
351	1.5327345540846695e-14	nocladesub12	255-122-4-2
352	1.6034058480209962e-08	nocladesub22	255-101-252-104
353	1.6565489075098657e-07	nocladesub10	255-26-209-210
354	1.1213138018266652e-11	nocladesub12	255-122-4-2
355	0.0113140580921088	nocladesub22	255-101-252-104
356	0.0265551688043631	nocladesub2	255-70-122-242
357	1.2140601171705188e-10	nocladesub2	255-70-122-242
358	8.172957376838716e-13	nocladesub12	255-122-4-2
359	3.0414302755136654e-13	nocladesub22	255-101-252-104
360	0.0041762993374139	nocladesub22	255-101-252-104
361	4.858331375078407e-06	nocladesub2	255-70-122-242
362	7.678358814986353e-07	nocladesub12	255-122-4-2
364	9.099326781930614e-06	nocladesub2	255-70-122-242
365	4.522634003468816e-05	nocladesub2	255-70-122-242
366	6.621163005822366e-11	nocladesub12	255-122-4-2
367	2.0321313019014606e-07	nocladesub12	255-122-4-2
368	0.0001706614130594	nocladesub22	255-101-252-104
369	8.810780525589084e-08	nocladesub22	255-101-252-104
370	9.105157526960648e-05	nocladesub22	255-101-252-104
371	1.2135448074767212e-05	nocladesub2	255-70-122-242
372	2.0760100756024493e-05	nocladesub20	255-212-231-53
373	0.0298148335456909	nocladesub2	255-70-122-242
374	0.004970122868773	clade6sub19	255-254-152-44
375	0.0082561124491945	nocladesub2	255-70-122-242
376	3.059280450677642e-05	nocladesub22	255-101-252-104
378	1.2507996844693616e-07	nocladesub22	255-101-252-104
379	0.0002318904264311	nocladesub22	255-101-252-104
380	0.0006025598228791	nocladesub22	255-101-252-104
381	0.0245497735813066	nocladesub2	255-70-122-242
382	0.0003767856198106	nocladesub2	255-70-122-242
383	9.675185164568252e-05	clade6sub19	255-254-152-44
384	9.862167898026136e-06	nocladesub2	255-70-122-242
385	1.32547066359624e-10	nocladesub22	255-101-252-104
386	3.1175041501380625e-05	nocladesub2	255-70-122-242
387	0.0025678961499099	nocladesub12	255-122-4-2
388	4.823749129902214e-06	nocladesub2	255-70-122-242
389	1.906038136389618e-06	nocladesub2	255-70-122-242
390	0.158945529893152	nocladesub12	255-122-4-2
391	0.0006305462891049	nocladesub22	255-101-252-104
392	2.2723883947988965e-07	nocladesub20	255-212-231-53
393	2.251903949548067e-09	nocladesub12	255-122-4-2
395	6.776804544584294e-05	nocladesub12	255-122-4-2
396	1.8257743222955342e-09	nocladesub12	255-122-4-2
397	8.870459957223887e-05	clade6sub19	255-254-152-44
398	0.0012351947692568	nocladesub12	255-122-4-2
399	0.007429538485975	nocladesub2	255-70-122-242
400	0.0046940744025767	nocladesub12	255-122-4-2
401	0.0006138906457678	nocladesub12	255-122-4-2
402	0.6504889236036027	nocladesub12	255-122-4-2
403	9.560212988205911e-15	nocladesub12	255-122-4-2
404	0.0250150055671401	nocladesub20	255-212-231-53
405	8.673697051618103e-05	nocladesub2	255-70-122-242
406	0.0169769120880277	nocladesub26	255-217-56-6
408	1.205825863130788e-06	nocladesub12	255-122-4-2
409	2.382263354562131e-12	nocladesub12	255-122-4-2
410	4.525886101801457e-08	nocladesub12	255-122-4-2
411	7.517561359682314e-06	nocladesub12	255-122-4-2
412	0.002936064011247	nocladesub12	255-122-4-2
413	0.007361225068065	clade6sub19	255-254-152-44
414	0.0001908887805006	nocladesub12	255-122-4-2
415	0.0013265849269467	nocladesub2	255-70-122-242
416	2.1055588318993534e-06	nocladesub12	255-122-4-2
417	0.0026308387276862	nocladesub22	255-101-252-104
418	0.0469454618285147	nocladesub22	255-101-252-104
419	0.0017346990232279	nocladesub2	255-70-122-242
420	0.0064706234085394	nocladesub22	255-101-252-104
421	0.0061834785460234	clade6sub19	255-254-152-44
422	5.8897065911333835e-25	nocladesub2	255-70-122-242
423	4.282883184350811e-13	nocladesub12	255-122-4-2
424	2.8113422492010564e-14	nocladesub20	255-212-231-53
425	1.8871286140820609e-22	nocladesub2	255-70-122-242
426	0.0052698570092158	nocladesub26	255-217-56-6
427	0.0092059457771085	nocladesub2	255-70-122-242
428	2.392607287995856e-05	nocladesub12	255-122-4-2
429	0.0201485803048878	nocladesub12	255-122-4-2
430	3.447719016081426e-06	nocladesub12	255-122-4-2
431	4.953139029445398e-07	nocladesub12	255-122-4-2
432	0.0012515189805134	clade6sub19	255-254-152-44
433	0.0017498271636	nocladesub2	255-70-122-242
434	0.0404110431365742	clade6sub19	255-254-152-44
435	0.2311618197184538	nocladesub20	255-212-231-53
436	0.9985248397384316	nocladesub2	255-70-122-242
437	0.2510781355162557	clade6sub19	255-254-152-44
438	0.575103498934823	clade6sub19	255-254-152-44
439	0.2915961158291443	clade6sub19	255-254-152-44
440	0.1054687726283278	clade6sub19	255-254-152-44
441	0.2467593002185336	nocladesub20	255-212-231-53
442	0.0395047715838665	clade6sub19	255-254-152-44
443	0.239713664120253	clade6sub19	255-254-152-44
444	0.4374942220723287	clade6sub19	255-254-152-44
445	3.2621128482548926e-05	clade6sub19	255-254-152-44
446	1.5345600904798765e-07	nocladesub12	255-122-4-2
447	0.7762021212326186	clade6sub19	255-254-152-44
448	0.0032214511216534	nocladesub2	255-70-122-242
449	0.0019462679672362	nocladesub2	255-70-122-242
450	0.0133134030016909	clade6sub19	255-254-152-44
451	0.8098272812708124	clade6sub19	255-254-152-44
452	0.0043564259047647	clade6sub19	255-254-152-44
453	0.2199478697159481	nocladesub20	255-212-231-53
454	3.1199612466053194e-06	nocladesub20	255-212-231-53
455	2.788788852846117e-05	clade6sub19	255-254-152-44
456	0.4197100036801833	clade6sub19	255-254-152-44
457	0.003260777956951	nocladesub20	255-212-231-53
458	1.6393261288139483e-16	nocladesub12	255-122-4-2
459	0.000251473292875	clade6sub19	255-254-152-44
460	0.0421697357802702	nocladesub12	255-122-4-2
461	0.001264408961073	clade6sub19	255-254-152-44
462	4.923977888830597e-06	nocladesub12	255-122-4-2
463	0.00125522880545	nocladesub12	255-122-4-2
464	0.3119056292654419	clade6sub19	255-254-152-44
465	0.9472150361648546	clade6sub19	255-254-152-44
466	0.2003258270546757	clade6sub19	255-254-152-44
467	0.2324981216223612	nocladesub20	255-212-231-53
468	0.913081057948392	nocladesub20	255-212-231-53
469	0.5115236995379864	clade6sub19	255-254-152-44
470	0.0023508547981274	nocladesub2	255-70-122-242
471	1.5506664349984124e-05	nocladesub20	255-212-231-53
472	2.773258196117296e-05	nocladesub2	255-70-122-242
473	1.7376928613883111e-09	nocladesub2	255-70-122-242
474	2.7457368669187797e-05	clade6sub19	255-254-152-44
475	1.2080500769108028e-06	nocladesub12	255-122-4-2
476	7.11581504008424e-08	nocladesub20	255-212-231-53
477	0.0251534990946664	nocladesub2	255-70-122-242
478	0.0713901560243817	nocladesub2	255-70-122-242
479	0.0008292336768207	nocladesub2	255-70-122-242
480	0.5233565662979868	nocladesub2	255-70-122-242
481	4.88898041212117e-06	clade6sub19	255-254-152-44
482	0.001551333698734	nocladesub20	255-212-231-53
483	2.259809831102389e-07	nocladesub20	255-212-231-53
484	0.2208483697697164	clade6sub19	255-254-152-44
485	0.0859636517910691	clade6sub19	255-254-152-44
486	1.702983519049331e-09	clade6sub19	255-254-152-44
487	0.0246167116388331	clade6sub19	255-254-152-44
488	0.0382886437008796	nocladesub20	255-212-231-53
489	0.0064608506810305	clade6sub19	255-254-152-44
490	0.0032459038566272	clade6sub19	255-254-152-44
491	8.495033348762185e-08	clade6sub19	255-254-152-44
492	0.0078655501956625	clade6sub19	255-254-152-44
493	0.0759506936613769	nocladesub20	255-212-231-53
494	0.4792307592144671	nocladesub2	255-70-122-242
495	0.1283743608803365	clade6sub19	255-254-152-44
496	0.0475815962039484	nocladesub2	255-70-122-242
497	0.0048242990586832	nocladesub2	255-70-122-242
498	0.0064503111444911	clade6sub19	255-254-152-44
499	0.0034441730320798	nocladesub20	255-212-231-53
500	5.229634891311707e-05	nocladesub26	255-217-56-6
501	1.09151670973625e-05	nocladesub20	255-212-231-53
502	6.327536988254141e-07	clade6sub19	255-254-152-44
504	5.48689035944515e-07	nocladesub2	255-70-122-242
505	7.364015658774509e-15	nocladesub20	255-212-231-53
507	0.8852262953945362	nocladesub20	255-212-231-53
508	7.500652965389291e-15	nocladesub10	255-26-209-210
509	3.993778741814449e-09	nocladesub20	255-212-231-53
510	1.0002897441297088e-16	nocladesub20	255-212-231-53
511	0.0696624427412913	nocladesub20	255-212-231-53
512	7.304873946630788e-05	nocladesub20	255-212-231-53
513	1.0602873863293225e-15	nocladesub2	255-70-122-242
514	9.719094947889889e-13	nocladesub20	255-212-231-53
515	0.0046287060372027	nocladesub2	255-70-122-242
516	0.4811378899378847	clade6sub19	255-254-152-44
517	0.0099355559865225	clade6sub19	255-254-152-44
518	1.9493308592109936e-12	nocladesub2	255-70-122-242
519	0.0030473950997763	nocladesub2	255-70-122-242
520	0.0156318475084751	clade6sub19	255-254-152-44
521	0.0002601377156842	clade6sub19	255-254-152-44
522	0.0009816077001755	clade6sub19	255-254-152-44
523	1.3901598867648535e-05	clade6sub19	255-254-152-44
524	0.0025137885204163	nocladesub20	255-212-231-53
525	0.0768016094666466	nocladesub26	255-217-56-6
526	0.7027532185576799	clade6sub19	255-254-152-44
527	0.0061091272572548	clade6sub19	255-254-152-44
529	0.2323446808719051	nocladesub12	255-122-4-2
530	0.0201041371654355	clade6sub19	255-254-152-44
531	0.0001467084741954	clade6sub19	255-254-152-44
532	8.674882068956237e-15	clade6sub19	255-254-152-44
533	7.959068179472298e-11	nocladesub12	255-122-4-2
534	0.0002316451500765	clade6sub19	255-254-152-44
535	5.048652073446423e-13	nocladesub12	255-122-4-2
536	0.0051788938950672	nocladesub20	255-212-231-53
