label_id	max_first_view	best_first_view_type	colour_first_view
7425	6.02996398217928e-18	nocladesub22	255-101-252-104
7426	4.71196465660887e-20	nocladesub22	255-101-252-104
7427	1.9522390998635415e-18	nocladesub22	255-101-252-104
7428	2.0685202483915134e-16	nocladesub20	255-212-231-53
7429	2.51121505287106e-21	nocladesub22	255-101-252-104
7430	1.0827291650906308e-21	nocladesub22	255-101-252-104
7431	1.8206160319465317e-19	nocladesub20	255-212-231-53
7432	3.767168710458384e-16	nocladesub12	255-122-4-2
7433	3.457873505899334e-20	nocladesub12	255-122-4-2
7434	5.2721735476413006e-17	nocladesub22	255-101-252-104
7435	9.381683068474238e-18	nocladesub22	255-101-252-104
7436	1.6860894617807336e-20	nocladesub22	255-101-252-104
7437	1.764745710720059e-21	nocladesub12	255-122-4-2
7438	1.3487796218412594e-14	nocladesub22	255-101-252-104
7439	3.227339117736712e-18	nocladesub12	255-122-4-2
7440	1.579701888306433e-18	nocladesub12	255-122-4-2
7441	5.307684795977331e-15	nocladesub12	255-122-4-2
7442	9.041500943719871e-21	nocladesub12	255-122-4-2
7443	2.4856034277177938e-19	nocladesub12	255-122-4-2
7444	2.4384498557278688e-09	nocladesub12	255-122-4-2
7445	3.9563719035315576e-11	nocladesub22	255-101-252-104
7446	8.995258757918216e-15	nocladesub22	255-101-252-104
7447	7.30506862840647e-14	nocladesub2	255-70-122-242
7448	6.151048038738056e-08	nocladesub2	255-70-122-242
7449	8.871309068985547e-06	nocladesub22	255-101-252-104
7450	3.5809386478863496e-08	nocladesub2	255-70-122-242
