label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels
6209	185.9199981689453	165.27999877929688	108.5999984741211	182.4	161.28	105.5	189.52	167.28	110.6	94800
6264	195.67999267578125	181.1199951171875	112.20000457763672	193.28	178.72	109.7	198.48	183.36	117.3	105018
6451	163.51998901367188	150.87998962402344	114.8000030517578	160.72	148.96	112.4	167.36	155.04	116.8	113673
6522	184.63999938964844	172.8000030517578	116.8000030517578	182.64	170.56	112.8	187.44	177.36	118.3	87545
6526	188.8000030517578	167.83999633789062	116.5999984741211	186.72	164.8	112.9	192.4	170.32	118.9	88156
6527	191.83999633789062	171.51998901367188	113.5999984741211	189.68	168.72	110.0	194.72	173.44	117.4	106907
6528	195.67999267578125	170.55999755859375	114.20000457763672	193.52	168.48	110.5	199.12	173.20000000000005	116.5	101699
6707	172.0	152.95999145507812	122.5999984741211	169.6	148.8	119.1	173.92000000000004	155.44	125.5	99960
7325	172.95999145507812	148.0	134.19999694824222	170.96	145.84	130.1	175.28	155.52	136.20000000000002	86994
7972	169.27999877929688	143.36000061035156	150.40000915527344	163.84	140.16	148.4	171.12	147.84	150.70000000000005	94915
7975	175.0399932861328	140.31999206542972	151.8000030517578	171.76	137.84	149.1	178.64	144.96	152.8	116175
7978	183.51998901367188	142.55999755859375	150.8000030517578	180.8	138.64	149.0	187.44	146.88	153.0	110878
8009	160.3199920654297	153.59999084472656	151.0	153.44	149.28	148.6	162.8	157.20000000000005	151.6	114916
8010	158.0800018310547	158.55999755859375	150.8000030517578	154.16	156.56	148.20000000000005	161.68	163.36	151.3	110632
8012	161.75999450683594	157.59999084472656	148.0	156.0	154.4	146.3	164.4	161.12	149.3	111453
8014	167.67999267578125	161.9199981689453	148.1999969482422	165.12	158.88	145.70000000000005	170.56	167.68	150.5	107809
8015	173.27999877929688	163.83999633789062	147.60000610351562	169.92000000000004	161.04	145.6	176.24	167.84	149.9	107700
8016	176.8000030517578	158.87998962402344	150.8000030517578	174.16	155.92000000000004	147.9	182.0	163.6	151.20000000000005	118018
8017	180.0	157.9199981689453	147.1999969482422	176.96	155.36	145.5	185.52	161.44	149.8	117266
8018	183.0399932861328	152.47999572753906	148.8000030517578	180.4	149.44	146.6	187.36	156.16	151.0	118470
8019	182.0800018310547	147.83999633789062	152.1999969482422	179.52	145.52	149.20000000000005	187.12	151.76	153.20000000000005	111367
8058	155.36000061035156	175.1999969482422	152.1999969482422	149.84	170.08	149.1	159.92000000000004	177.6	157.20000000000005	242818
8059	164.3199920654297	163.36000061035156	151.1999969482422	156.96	161.52	149.70000000000005	166.56	168.48	153.4	95347
8076	116.31999969482422	194.72000122070312	148.0	113.12	189.92	145.0	118.64	198.24	150.6	107836
8263	151.36000061035156	145.44000244140625	154.1999969482422	148.8	142.16	151.3	157.04	149.04	158.20000000000005	180990
8265	160.3199920654297	137.44000244140622	155.8000030517578	157.52	133.04	153.3	166.8	139.92000000000002	158.8	173913
8266	160.8000030517578	144.16000366210938	156.0	158.48	139.52	152.5	165.20000000000005	146.8	158.4	150181
8267	161.27999877929688	148.63999938964844	154.1999969482422	155.04	142.8	151.9	165.92000000000004	153.68	156.4	168638
8268	170.0800018310547	145.9199981689453	153.1999969482422	166.24	138.88	151.0	174.56	149.20000000000005	155.4	141570
8270	175.36000061035156	146.39999389648438	156.60000610351562	171.92000000000004	137.44	153.4	182.24	148.4	157.70000000000005	164446
8271	180.63999938964844	139.67999267578122	154.0	176.72	135.92000000000002	151.3	184.24	144.24	154.3	121768
8272	178.72000122070312	146.239990234375	158.8000030517578	176.8	137.84	154.20000000000005	184.88	149.28	159.60000000000005	171227
8307	155.51998901367188	164.3199920654297	155.40000915527344	151.44	159.28	153.0	161.28	169.20000000000005	158.60000000000005	203128
8308	160.8000030517578	154.239990234375	154.1999969482422	152.56	149.20000000000005	151.20000000000005	163.12	159.36	155.5	134981
8310	169.44000244140625	161.27999877929688	152.1999969482422	165.92000000000004	159.20000000000005	150.0	174.4	167.52	152.8	115822
8311	172.95999145507812	160.16000366210938	155.0	169.92000000000004	155.44	151.20000000000005	180.24	166.16	156.4	136496
8313	183.1999969482422	154.55999755859375	155.8000030517578	180.32	148.88	152.5	186.88	160.64	158.10000000000005	154404
8314	183.0399932861328	161.9199981689453	155.40000915527344	180.8	159.6	151.5	188.0	164.8	157.60000000000005	142994
8315	187.83999633789062	156.16000366210938	154.8000030517578	184.8	149.84	151.8	190.16	158.24	159.20000000000005	153397
8316	193.44000244140625	148.16000366210938	156.0	189.84	141.68	153.8	196.0	151.84	160.4	214184
8343	162.0800018310547	172.16000366210938	154.0	155.76	167.92000000000004	151.4	165.76	173.52	157.9	162817
8344	170.239990234375	168.3199920654297	153.8000030517578	163.28	165.76	151.20000000000005	175.6	170.96	155.9	158027
8345	173.1199951171875	172.47999572753906	152.60000610351562	170.4	166.32	150.6	179.68	174.88	156.9	167190
8529	168.8000030517578	139.03999328613278	160.0	167.04	133.36	156.5	175.28	140.88	162.10000000000005	161179
8530	175.51998901367188	139.36000061035156	158.40000915527344	169.76	136.16	155.20000000000005	179.28	143.20000000000005	161.0	166502
8533	181.44000244140625	127.83999633789062	162.40000915527344	178.96	124.0	159.4	183.84	131.44	164.70000000000005	131109
8534	187.83999633789062	134.08000183105472	160.0	185.36	131.76	157.5	191.04	138.56	162.70000000000005	134385
8889	124.95999908447266	134.08000183105472	169.60000610351562	122.24	130.0	166.20000000000005	129.04	138.88	172.4	224951
9177	94.23999786376952	177.1199951171875	180.8000030517578	89.52	168.48	178.4	95.84	179.68	182.5	92839
9297	104.63999938964844	188.0	185.8000030517578	99.68	184.32	183.3	108.0	191.52	187.9	112266
9934	161.27999877929688	163.51998901367188	211.40000915527344	158.64	158.96	208.6	163.68	169.12	214.5	180424
11023	109.27999877929688	83.19999694824219	252.6000061035156	107.76	80.24	249.4	112.24	86.88	255.4	74447
