label_id	aka	comment	source_file	first_node_zyx_nm	n_nodes	nmx_in_traces	nmx_in_data	cell_group_dir	min_dist_nucleus_um	closest_nucleus_id	in_platybrowser
226	87.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	166151|112528|120486	352	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.39	6814	True
227	6.2	commissural (finished group)	david_Common_PyKnossos_Tracing_Nk6_all_Nk6.366.nmx	166475|111436|120494	315	david/Common/PyKnossos/Tracing/Nk6_all/Nk6.366.nmx	data/Projects/Common/PyKnossos/Tracing/Nk6_all/Nk6.366.nmx	david	1.64	6361	True
228	171.2	DP-only: comm_sec_seg all chain	commissural_all_comm_sec_seg.021.nmx	166583|132825|107147	12	commissural/all/comm_sec_seg.021.nmx	data/data_Tracing/commissural/all/comm_sec_seg.021.nmx	commissural	2.15	5908	False
229	85.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	166763|113714|118448	553	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.74	6402	True
230	46.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	166825|113180|120711	327	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.45	6399	True
231	78.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	166884|111342|122360	326	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.85	7281	True
232	48.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	166972|112092|122147	683	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.54	7248	True
233	8.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	166999|89516.8|131755	29	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	2.43	7046	False
234	80.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.165.nmx	167045|111747|122203	318	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.165.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.165.nmx	david	0.71	6354	True
235	79.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	167084|110710|123177	242	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.58	6399	True
236	7.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	167131|89058.8|131480	160	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	1.45	7047	False
237	88.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	167138|113610|121343	219	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.13	7074	True
238	9.0	non-commissural: big-chain extra cell	david_1_Commissures_Tracing_old versions and back-ups_Commissures tracing_old_commissral_interneuron_1.083.nmx	167224|89142.7|131722	363	david/1_Commissures/Tracing/old versions and back-ups/Commissures tracing_old/commissral_interneuron_1.083.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Commissures tracing_old/commissral_interneuron_1.083.nmx	david	0.85	7624	False
239	186.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	167517|113454|122053	135	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.97	6841	True
240	81.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.178.nmx	167528|113383|121742	339	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.178.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.178.nmx	david	0.49	7047	True
241	47.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	167675|113173|121333	381	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.90	6399	True
242	83.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	168467|110636|121388	386	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.74	6101	True
243	84.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	168517|111524|121198	548	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.50	7903	True
244	77.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	168733|110589|121166	358	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.81	6355	True
245	74.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.081.nmx	168775|111882|120501	703	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.081.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.081.nmx	david	0.85	6354	True
246	82.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	168817|112032|121153	526	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.56	7105	True
247	76.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	168933|111639|121860	687	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.49	5622	True
248	71.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	168975|112073|120339	301	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.56	6148	True
249	70.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	169025|112059|119951	706	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.70	7648	True
250	73.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	169234|111565|120826	610	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.93	6356	True
251	72.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	169275|112542|119670	234	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.62	5617	True
252	1010.0	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.099.nmx	169318|112012|121284	627	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.099.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.099.nmx	david	0.44	5194	True
253	69.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	169375|111768|119577	884	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.63	6394	True
254	67.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	169575|112550|119878	594	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.52	6643	True
255	1	DP-only: bilateral counterpart	commissural_bilateral_counterpart_bilateral_counter.001.nmx	169659|143856|108381	80	commissural/bilateral_counterpart/bilateral_counter.001.nmx	data/data_Tracing/commissural/bilateral_counterpart/bilateral_counter.001.nmx	commissural	0.47	6153	False
256	68.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	169700|113138|120130	275	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.15	6355	True
257	66.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	169725|111470|120899	411	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.39	6356	True
258	0.0	DP-only: bilateral counterpart	commissural_bilateral_counterpart_bilateral_counter.001.nmx	169750|138157|106179	103	commissural/bilateral_counterpart/bilateral_counter.001.nmx	data/data_Tracing/commissural/bilateral_counterpart/bilateral_counter.001.nmx	commissural	1.10	6840	False
259	1000.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	169875|111784|120857	216	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.84	7624	True
260	74.2	non-commissural: big-chain extra cell	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.084.nmx	171808|103894|126275	155	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.084.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.084.nmx	david	2.27	6579	False
261	9.3	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	173536|102853|125270	199	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.98	5875	False
262	24.3	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	179512|111586|117500	156	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	2.13	6578	False
263	25.3	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	179562|111551|116843	252	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	1.27	5200	False
264	26.3	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	179662|112274|116927	453	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.65	5872	False
265	22.3	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	179737|110597|118428	298	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	2.12	6620	False
266	1.003	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	180200|96363.3|112007	435	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	2.45	6580	False
267	2.003	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	181875|108183|101883	119	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.71	5875	False
268	23.3	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	182212|111122|117650	210	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.32	5875	False
269	75.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	184206|115691|108966	468	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.36	5882	False
270	6.1	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	184242|109303|118190	583	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.55	6861	False
271	4.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	197196|110216|116884	130	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	1.17	6367	False
272	5.2	non-commissural: big-chain extra cell	david_Common_PyKnossos_Tracing_Nk6_all_Nk6.362.nmx	199450|106143|119679	292	david/Common/PyKnossos/Tracing/Nk6_all/Nk6.362.nmx	data/Projects/Common/PyKnossos/Tracing/Nk6_all/Nk6.362.nmx	david	0.70	6109	False
273	0.18	non-commissural: p0 / V0 class	david_1_Commissures_Tracing_biased_old_p0v0_all.nmx	201100|105854|90869.2	49	david/1_Commissures/Tracing/biased/old/p0v0_all.nmx	data/Projects/1_Commissures/Tracing/biased/old/p0v0_all.nmx	david	1.10	5629	False
274	171	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.009.nmx	205548|83209.2|101779	44	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.009.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.009.nmx	david	6.10	5826	False
275	25243.0	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.011.nmx	206275|98588.2|89397.9	17	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.011.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.011.nmx	david	1.44	5094	False
276	170	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.008.nmx	207510|94939|96534.5	26	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.008.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.008.nmx	david	2.06	6118	False
277	25220.0	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.013.nmx	208025|94752.3|97028.8	109	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.013.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.013.nmx	david	1.69	6581	False
278	25409.0	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.010.nmx	208425|82000.3|100306	22	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.010.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.010.nmx	david	7.23	5592	False
279	168	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.005.nmx	209900|80225.1|104391	64	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.005.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.005.nmx	david	7.52	6628	False
280	25821.0	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.015.nmx	211200|96906.7|91028.6	124	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.015.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.015.nmx	david	1.69	6581	False
281	1.3	non-commissural: eve (paper)	david_1_Commissures_Tracing_biased_Pyg_git_pyg.005.nmx	238500|78392.7|108516	52	david/1_Commissures/Tracing/biased/Pyg/git/pyg.005.nmx	data/Projects/1_Commissures/Tracing/biased/Pyg/git/pyg.005.nmx	david	13.82	5831	False
282	1.1	non-commissural: eve (paper)	david_1_Commissures_Tracing_biased_Pyg_git_pyg.005.nmx	241225|78003.4|115126	56	david/1_Commissures/Tracing/biased/Pyg/git/pyg.005.nmx	data/Projects/1_Commissures/Tracing/biased/Pyg/git/pyg.005.nmx	david	11.11	5831	False
283	2	non-commissural: Pyg	david_1_Commissures_Tracing_biased_Pyg_git_pyg.002.nmx	241350|73958.2|111757	13	david/1_Commissures/Tracing/biased/Pyg/git/pyg.002.nmx	data/Projects/1_Commissures/Tracing/biased/Pyg/git/pyg.002.nmx	david	32.19	5831	False
284	1.2	non-commissural: eve (paper)	david_1_Commissures_Tracing_biased_Pyg_git_pyg.001.nmx	243125|95140.8|96226.4	28	david/1_Commissures/Tracing/biased/Pyg/git/pyg.001.nmx	data/Projects/1_Commissures/Tracing/biased/Pyg/git/pyg.001.nmx	david	21.86	5360	False
