label_id	aka	comment	source_file	first_node_zyx_nm	n_nodes	nmx_in_traces	nmx_in_data	cell_group_dir	min_dist_nucleus_um	closest_nucleus_id	in_platybrowser
115	120.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	144039|123991|132449	139	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.34	6870	True
116	1059.004	non-commissural: big-chain extra cell	david_1_Commissures_Tracing_old versions and back-ups_Tracing commissures V2_Commissures.nmx	144139|123850|132858	27	david/1_Commissures/Tracing/old versions and back-ups/Tracing commissures V2/Commissures.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Tracing commissures V2/Commissures.nmx	david	3.84	6875	False
117	14.001	non-commissural: Dbx neuron chain	commissural_all_comm_sec_seg.nmx	144220|96531.5|151481	334	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.52	7247	False
118	0.15	non-commissural: p0 / V0 class	david_1_Commissures_Tracing_biased_old_p0v0_all.nmx	144225|135662|104591	167	david/1_Commissures/Tracing/biased/old/p0v0_all.nmx	data/Projects/1_Commissures/Tracing/biased/old/p0v0_all.nmx	david	0.61	6105	False
119	142.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	144259|122623|131248	258	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.25	7431	True
120	138.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	144859|122493|132105	134	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	3.29	6874	True
121	145.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	145359|123261|132118	189	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.50	7107	True
122	45.0	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	145382|124062|130933	143	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	1.85	6651	False
123	141.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	145509|122749|131951	80	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	3.04	6874	True
124	140.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.656.nmx	145659|122894|132161	106	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.656.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.656.nmx	david	1.52	7918	True
125	139.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	145909|122730|132193	169	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	2.36	6654	True
126	143.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	146059|121762|131784	167	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.88	6837	True
127	144.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	146059|123137|131743	218	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.85	6146	True
128	4.001	non-commissural: Dbx neuron chain	commissural_all_comm_sec_seg.nmx	146200|93647.2|147377	91	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.30	7247	False
129	2.001	non-commissural: Dbx neuron chain	commissural_all_comm_sec_seg.nmx	146200|96434.1|144092	207	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.74	7247	False
130	3.001	non-commissural: Dbx neuron chain	commissural_all_comm_sec_seg.nmx	146438|98360.6|147014	487	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.30	7661	False
131	44.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	146657|122979|129726	718	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.16	8183	True
132	2.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	146807|122509|129344	220	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.78	7305	False
133	118.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	146839|121811|130074	42	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	3.99	6839	True
134	117.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	146889|122138|129989	112	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.57	7920	True
135	116.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	146889|122247|130286	132	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.11	7280	True
136	119.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	147089|122458|130336	109	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	4.14	7283	True
137	115.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	147339|122399|130764	128	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.49	7283	True
138	2.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	147407|122541|129927	359	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.14	7604	True
139	114.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	147439|122167|130674	181	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	3.22	7280	True
140	0.16	non-commissural: p0 / V0 class	david_1_Commissures_Tracing_biased_old_p0v0_all.nmx	147475|139774|105402	61	david/1_Commissures/Tracing/biased/old/p0v0_all.nmx	data/Projects/1_Commissures/Tracing/biased/old/p0v0_all.nmx	david	0.71	6141	False
141	43.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	147807|121525|128228	310	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.94	6838	True
142	32.004	non-commissural: big-chain extra cell	david_Common_PyKnossos_Tracing_Nk6_all_Nk6.502.nmx	147861|111777|133103	1669	david/Common/PyKnossos/Tracing/Nk6_all/Nk6.502.nmx	data/Projects/Common/PyKnossos/Tracing/Nk6_all/Nk6.502.nmx	david	0.63	6143	False
143	13.2	commissural (finished group)	commissural_unfinished_unifnished_comm_sec_seg.015.nmx	148145|121251|129087	593	commissural/unfinished/unifnished_comm_sec_seg.015.nmx	data/data_Tracing/commissural/unfinished/unifnished_comm_sec_seg.015.nmx	commissural	0.49	6638	True
144	31	non-commissural: big-chain extra cell	david_Common_PyKnossos_Tracing_Nk6_all_Nk6.229.nmx	148197|122656|129016	200	david/Common/PyKnossos/Tracing/Nk6_all/Nk6.229.nmx	data/Projects/Common/PyKnossos/Tracing/Nk6_all/Nk6.229.nmx	david	0.51	7403	True
145	31.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	148295|122454|129193	526	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.35	7373	True
146	32.2	commissural (finished group)	david_Common_PyKnossos_Tracing_Nk6_all_Nk6.495.nmx	148345|121602|129117	1971	david/Common/PyKnossos/Tracing/Nk6_all/Nk6.495.nmx	data/Projects/Common/PyKnossos/Tracing/Nk6_all/Nk6.495.nmx	david	0.63	6143	True
147	42.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_unknown_Neurons_Tracing backup_Nk6 - 04.01.19_Nk6.337.nmx	148522|121715|128832	590	david/1_Commissures/Tracing/old versions and back-ups/unknown/Neurons/Tracing backup/Nk6 - 04.01.19/Nk6.337.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/unknown/Neurons/Tracing backup/Nk6 - 04.01.19/Nk6.337.nmx	david	0.62	6360	True
148	62.004	non-commissural: Dbx neuron chain	commissural_all_comm_sec_seg.nmx	148600|98249|141181	163	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	1.13	7277	False
149	41.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	148757|122022|129088	486	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.39	7245	True
150	3.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	148757|122035|128758	539	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.79	8198	True
151	36.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	148772|122024|128481	219	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.49	7280	True
152	30.0	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_unknown_Neurons_Tracing backup_Nk6 - 04.01.19_Nk6.243.nmx	148807|122330|129135	955	david/1_Commissures/Tracing/old versions and back-ups/unknown/Neurons/Tracing backup/Nk6 - 04.01.19/Nk6.243.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/unknown/Neurons/Tracing backup/Nk6 - 04.01.19/Nk6.243.nmx	david	0.40	7446	True
153	15.2	commissural (finished group)	commissural_finished_finished_comm_sec_seg.003.nmx	148847|121774|128478	339	commissural/finished/finished_comm_sec_seg.003.nmx	data/data_Tracing/commissural/finished/finished_comm_sec_seg.003.nmx	commissural	0.29	6653	True
154	17.2	commissural (finished group)	commissural_finished_finished_comm_sec_seg.003.nmx	148922|122540|128873	415	commissural/finished/finished_comm_sec_seg.003.nmx	data/data_Tracing/commissural/finished/finished_comm_sec_seg.003.nmx	commissural	0.27	7402	True
155	34.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	148945|121466|129213	537	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.60	5194	True
156	5.2	commissural (finished group)	commissural_finished_finished_comm_sec_seg.003.nmx	149157|121821|129485	154	commissural/finished/finished_comm_sec_seg.003.nmx	data/data_Tracing/commissural/finished/finished_comm_sec_seg.003.nmx	commissural	1.15	7284	True
157	7.2	commissural (finished group)	commissural_finished_finished_comm_sec_seg.003.nmx	149207|122081|129117	143	commissural/finished/finished_comm_sec_seg.003.nmx	data/data_Tracing/commissural/finished/finished_comm_sec_seg.003.nmx	commissural	0.72	7284	True
158	29.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	149207|122246|129458	340	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.10	211	True
159	39	non-commissural: big-chain extra cell	david_Common_PyKnossos_Tracing_Nk6_all_Nk6.285.nmx	149323|119413|129407	95	david/Common/PyKnossos/Tracing/Nk6_all/Nk6.285.nmx	data/Projects/Common/PyKnossos/Tracing/Nk6_all/Nk6.285.nmx	david	1.17	6350	False
160	27.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	149457|121809|129289	402	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.14	7284	True
161	19.2	commissural (finished group)	commissural_all_comm_sec_seg.018.nmx	149507|120596|128910	1071	commissural/all/comm_sec_seg.018.nmx	data/data_Tracing/commissural/all/comm_sec_seg.018.nmx	commissural	0.39	8112	True
162	39.2	non-commissural: big-chain extra cell	david_1_Commissures_Tracing_old versions and back-ups_unknown_Neurons_Tracing backup_Nk6 - 04.01.19_Nk6.294.nmx	149557|120383|129104	103	david/1_Commissures/Tracing/old versions and back-ups/unknown/Neurons/Tracing backup/Nk6 - 04.01.19/Nk6.294.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/unknown/Neurons/Tracing backup/Nk6 - 04.01.19/Nk6.294.nmx	david	1.17	6350	True
163	38.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	149807|120738|128938	581	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.62	7099	True
164	7.001	non-commissural: Dbx neuron chain	commissural_all_comm_sec_seg.nmx	149875|146382|116156	32	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	3.10	6391	False
165	30.201	non-commissural: big-chain extra cell	david_Common_PyKnossos_Tracing_Nk6_all_Nk6.399.nmx	150157|117259|138661	682	david/Common/PyKnossos/Tracing/Nk6_all/Nk6.399.nmx	data/Projects/Common/PyKnossos/Tracing/Nk6_all/Nk6.399.nmx	david	1.23	9121	False
166	41.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	150157|121284|128717	109	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.65	6571	False
167	40.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	150207|119930|129283	164	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.65	7074	True
168	63.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	151014|93872.1|139493	864	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.23	7401	True
169	65.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	151838|125368|125802	197	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.87	7300	False
170	103.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	151933|119692|127762	441	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.94	6840	True
171	101.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	152333|117888|125594	738	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.23	5868	True
172	104.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	152333|118457|125855	381	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.55	8191	True
173	100.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	152383|118172|125685	1048	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.13	7043	True
174	99.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	152433|118693|125832	517	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.62	7610	True
175	98.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	152533|118823|126389	539	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.48	6840	True
176	82.2	commissural (finished group)	commissural_finished_finished_comm_sec_seg.004.nmx	152833|117480|125394	598	commissural/finished/finished_comm_sec_seg.004.nmx	data/data_Tracing/commissural/finished/finished_comm_sec_seg.004.nmx	commissural	1.02	6627	True
177	18743.0	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.015.nmx	152850|116804|106544	49	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.015.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.015.nmx	david	0.97	6842	False
178	18335.0	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.016.nmx	152950|111137|105655	44	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.016.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.016.nmx	david	1.20	6611	False
179	65.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	154154|117650|124234	528	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.20	6840	True
180	97.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.403.nmx	154433|116575|123656	571	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.403.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.403.nmx	david	0.27	7281	True
181	88.2	commissural (finished group)	commissural_unfinished_unifnished_comm_sec_seg.064.nmx	154608|116513|125067	171	commissural/unfinished/unifnished_comm_sec_seg.064.nmx	data/data_Tracing/commissural/unfinished/unifnished_comm_sec_seg.064.nmx	commissural	1.27	6840	True
182	89.2	commissural (finished group)	commissural_unfinished_unifnished_comm_sec_seg.068.nmx	154858|116145|124785	331	commissural/unfinished/unifnished_comm_sec_seg.068.nmx	data/data_Tracing/commissural/unfinished/unifnished_comm_sec_seg.068.nmx	commissural	0.36	7429	True
183	96.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	154933|117608|124632	874	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.60	7406	True
184	60.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	155104|117270|124391	131	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.26	6610	True
185	105.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.568.nmx	155133|116444|125484	304	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.568.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.568.nmx	david	1.35	6653	True
186	86.2	commissural (finished group)	commissural_finished_finished_comm_sec_seg.004.nmx	155133|116534|124874	180	commissural/finished/finished_comm_sec_seg.004.nmx	data/data_Tracing/commissural/finished/finished_comm_sec_seg.004.nmx	commissural	0.95	7408	True
187	62.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	155154|117588|124346	462	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.47	6614	True
188	64.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	155204|116855|123954	514	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.83	6611	True
189	61.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	155204|116987|124133	323	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.76	6402	True
190	87.2	commissural (finished group)	commissural_all_comm_sec_seg.016.nmx	155208|116388|124635	230	commissural/all/comm_sec_seg.016.nmx	data/data_Tracing/commissural/all/comm_sec_seg.016.nmx	commissural	0.62	6611	True
191	25822	non-commissural: TF-biased project: sim_hox4 (sim+/hox4+)	david_1_Commissures_Tracing_biased_sim_hox4_sim_hox4.014.nmx	155600|114314|104309	105	david/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.014.nmx	data/Projects/1_Commissures/Tracing/biased/sim_hox4/sim_hox4.014.nmx	david	1.99	6356	False
192	94.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	155783|117639|124118	259	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.31	6611	True
193	60.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	155854|116490|123230	285	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.55	6611	False
194	31.2	commissural (finished group)	commissural_finished_finished_comm_sec_seg.004.nmx	155878|117821|124427	439	commissural/finished/finished_comm_sec_seg.004.nmx	data/data_Tracing/commissural/finished/finished_comm_sec_seg.004.nmx	commissural	0.84	6611	True
195	42.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	155936|132111|125357	701	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.62	6360	False
196	50.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	156128|116625|124343	379	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.41	7074	True
197	90.2	commissural (finished group)	commissural_unfinished_unifnished_comm_sec_seg.069.nmx	156258|117146|125098	239	commissural/unfinished/unifnished_comm_sec_seg.069.nmx	data/data_Tracing/commissural/unfinished/unifnished_comm_sec_seg.069.nmx	commissural	1.22	7284	True
198	111.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	156608|115221|125230	72	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.53	7076	True
199	95.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	156633|117082|125153	170	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.68	6812	True
200	112.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	156758|114837|125517	185	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.34	7661	True
201	56.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	157464|115170|122933	492	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.86	6611	True
202	57.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	157564|115422|123068	525	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.95	7658	True
203	39.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	157622|106723|120288	315	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.45	6321	False
204	40.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	157674|104756|109943	43	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	1.96	6093	False
205	55.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	157814|115784|122418	280	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.88	6836	True
206	52.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	157828|115829|123365	167	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.22	6876	True
207	58.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	157864|116112|123386	226	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.21	6100	True
208	59.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	158064|116363|123661	165	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.90	7623	True
209	53.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	158228|116764|123002	237	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.10	211	True
210	32.201	non-commissural: big-chain extra cell	david_Common_PyKnossos_Tracing_Nk6_all_Nk6.498.nmx	158612|102864|133276	776	david/Common/PyKnossos/Tracing/Nk6_all/Nk6.498.nmx	data/Projects/Common/PyKnossos/Tracing/Nk6_all/Nk6.498.nmx	david	2.19	7248	False
211	93.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.353.nmx	158883|116149|122702	562	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.353.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.353.nmx	david	0.73	203	True
212	30.201	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	158958|121536|212724	357	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	2.52	10067	True
213	54.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	159128|116240|122728	451	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.20	6402	True
214	91.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.327.nmx	159733|116276|122078	203	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.327.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.327.nmx	david	0.69	6876	True
215	92.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	159783|115615|122099	406	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.45	7446	True
216	113.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	160464|114546|123434	450	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.11	7373	True
217	168.2	DP-only: comm_sec_seg all chain	commissural_all_comm_sec_seg.021.nmx	160650|91574.7|130847	40	commissural/all/comm_sec_seg.021.nmx	data/data_Tracing/commissural/all/comm_sec_seg.021.nmx	commissural	1.71	7044	False
218	90.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	160883|115163|122301	702	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	0.74	6399	True
219	89.2	commissural (finished group)	david_1_Commissures_Tracing_old versions and back-ups_Remaining_Remaining_comm_.293.nmx	161183|114381|122874	548	david/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.293.nmx	data/Projects/1_Commissures/Tracing/old versions and back-ups/Remaining/Remaining_comm_.293.nmx	david	0.28	7098	True
220	38.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	161391|71834.3|155896	348	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	0.75	7807	False
221	170.2	DP-only: comm_sec_seg all chain	commissural_all_comm_sec_seg.021.nmx	163525|128921|105017	177	commissural/all/comm_sec_seg.021.nmx	data/data_Tracing/commissural/all/comm_sec_seg.021.nmx	commissural	0.41	6610	False
222	169.2	DP-only: comm_sec_seg all chain	commissural_all_comm_sec_seg.021.nmx	163525|128984|109213	88	commissural/all/comm_sec_seg.021.nmx	data/data_Tracing/commissural/all/comm_sec_seg.021.nmx	commissural	1.67	5909	False
223	32.004	non-commissural: big-chain extra cell	commissural_all_comm_sec_seg.nmx	164891|102679|130212	703	commissural/all/comm_sec_seg.nmx	data/data_Tracing/commissural/all/comm_sec_seg.nmx	commissural	2.67	6581	False
224	29.2	commissural (finished group)	david_1_Commissures_Tracing_biased_old_lbx_no_pitx_lbx_no_pitx.nmx	166053|113416|119760	710	david/1_Commissures/Tracing/biased/old/lbx_no_pitx/lbx_no_pitx.nmx	data/Projects/1_Commissures/Tracing/biased/old/lbx_no_pitx/lbx_no_pitx.nmx	david	1.13	6628	True
225	86.2	commissural (finished group)	commissural_all_comm_sec_seg.001.nmx	166095|113891|120037	354	commissural/all/comm_sec_seg.001.nmx	data/data_Tracing/commissural/all/comm_sec_seg.001.nmx	commissural	1.47	7047	True
