label_id	max_midgut_endo	best_midgut_type	colour_midgut
1	1.4584354339590993e-14	clade1sub11	232-213-56-255
2	2.3134383004278946e-13	clade1sub11	232-213-56-255
3	1.6369759329641372e-14	clade1sub7	24-215-202-255
4	2.877646590978873e-06	clade1sub3	70-122-242-255
5	3.0546221517684055e-29	clade1sub14	247-113-27-255
6	3.0110558843161856e-18	clade1sub3	70-122-242-255
7	1.9374208197336057e-07	clade1sub3	70-122-242-255
8	8.588417934550232e-19	clade1sub7	24-215-202-255
9	3.9170380137395846e-28	clade1sub7	24-215-202-255
10	6.263123708852905e-25	clade1sub7	24-215-202-255
11	2.6264636955121577e-25	clade1sub7	24-215-202-255
12	1.5005481496383018e-23	clade1sub7	24-215-202-255
13	5.84050609556535e-24	clade1sub7	24-215-202-255
14	1.6871571923976094e-17	clade1sub7	24-215-202-255
15	9.93248655141106e-25	clade1sub7	24-215-202-255
16	1.2873843139634845e-19	clade1sub3	70-122-242-255
17	6.110181208324257e-20	clade1sub7	24-215-202-255
18	1.5022965354994974e-29	clade1sub3	70-122-242-255
19	6.095529678711838e-16	clade1sub7	24-215-202-255
20	1.0494581672263664e-24	clade1sub3	70-122-242-255
21	2.4979195211118194e-25	clade1sub3	70-122-242-255
22	4.587408546614093e-28	clade1sub7	24-215-202-255
23	2.139531819580394e-25	clade1sub7	24-215-202-255
24	1.0213623911142085e-15	clade1sub7	24-215-202-255
25	1.7584825877005263e-10	clade1sub3	70-122-242-255
26	6.395695982385796e-08	clade1sub11	232-213-56-255
27	1.8609694017388737e-21	clade1sub14	247-113-27-255
28	2.5060212928347692e-09	clade1sub11	232-213-56-255
29	1.8582935531697238e-11	clade1sub7	24-215-202-255
30	3.5061677839453463e-17	clade1sub3	70-122-242-255
31	3.4438709335907136e-14	clade1sub3	70-122-242-255
32	9.869708221870056e-05	clade1sub12	128-254-83-255
33	1.040637751574468e-31	clade1sub3	70-122-242-255
34	4.130037909469415e-08	clade1sub7	24-215-202-255
35	4.80728404619835e-07	clade1sub18	122-4-2-255
36	8.07088784120854e-08	clade1sub17	222-62-8-255
37	5.16287851514376e-13	clade1sub3	70-122-242-255
38	2.831900924542586e-23	clade1sub7	24-215-202-255
39	2.787588448244014e-19	clade1sub3	70-122-242-255
41	1.833938374109178e-07	clade1sub12	128-254-83-255
42	1.147087653006054e-29	clade1sub7	24-215-202-255
43	2.5113802955958185e-16	clade1sub3	70-122-242-255
44	2.587833141307808e-13	clade1sub7	24-215-202-255
45	1.3558422073047587e-20	clade1sub7	24-215-202-255
46	0.0003201675261582	clade1sub11	232-213-56-255
47	1.051680958530528e-19	clade1sub3	70-122-242-255
48	1.7317589115041252e-05	clade1sub13	180-27-1-255
49	1.1238212427814694e-10	clade1sub3	70-122-242-255
50	1.2598622431082044e-32	clade1sub3	70-122-242-255
51	3.2206364648790664e-23	clade1sub7	24-215-202-255
52	2.535597776981091e-19	clade1sub7	24-215-202-255
53	3.455691672073635e-17	clade1sub7	24-215-202-255
54	3.21435315053399e-28	clade1sub7	24-215-202-255
55	5.172733690735743e-21	clade1sub7	24-215-202-255
56	1.8840517619939984e-06	clade1sub3	70-122-242-255
57	1.0414484035633226e-11	clade1sub11	232-213-56-255
58	4.3737119529076726e-20	clade1sub3	70-122-242-255
59	1.1391441431536562e-14	clade1sub3	70-122-242-255
60	1.1530718267765942e-13	clade1sub3	70-122-242-255
61	8.315332210558183e-24	clade1sub7	24-215-202-255
62	0.0030901400033663	clade1sub18	122-4-2-255
68	3.638996269470356e-05	clade1sub12	128-254-83-255
69	4.563747601363883e-19	clade1sub3	70-122-242-255
70	4.481390545972701e-18	clade1sub7	24-215-202-255
71	5.116086668326451e-05	clade1sub11	232-213-56-255
72	8.470104247376483e-08	clade1sub3	70-122-242-255
73	1.925413033838717e-21	clade1sub7	24-215-202-255
74	0.2075723070294009	clade1sub12	128-254-83-255
75	7.738102771048107e-05	clade1sub18	122-4-2-255
77	5.714573754506598e-29	clade1sub7	24-215-202-255
78	0.2203051976778453	clade1sub18	122-4-2-255
79	2.446041507738039e-30	clade1sub3	70-122-242-255
80	3.994073597932021e-20	clade1sub7	24-215-202-255
81	0.0120677201662544	clade1sub19	187-244-52-255
82	2.767615240993663e-17	clade1sub7	24-215-202-255
83	0.027961052056047	clade1sub19	187-244-52-255
84	6.222026890275437e-25	clade1sub3	70-122-242-255
85	3.3883645796990107e-16	clade1sub3	70-122-242-255
86	0.3414750282506845	clade1sub12	128-254-83-255
87	1.2919436861968688e-11	clade1sub3	70-122-242-255
88	0.0007565772298337	clade1sub12	128-254-83-255
89	4.889364206709951e-13	clade1sub11	232-213-56-255
90	5.488618176379303e-23	clade1sub3	70-122-242-255
91	4.122341783311745e-12	clade1sub11	232-213-56-255
92	1.4293415441954036e-13	clade1sub11	232-213-56-255
93	0.0105688900019705	clade1sub19	187-244-52-255
94	3.7068291804133664e-11	clade1sub14	247-113-27-255
95	0.0001623515591371	clade1sub7	24-215-202-255
96	2.5817019324850578e-17	clade1sub3	70-122-242-255
97	1.9831652221612223e-18	clade1sub17	222-62-8-255
98	0.0067637300053064	clade1sub19	187-244-52-255
99	0.0026792802045986	clade1sub19	187-244-52-255
100	0.0011104223970191	clade1sub12	128-254-83-255
101	1.0448663021100697e-06	clade1sub7	24-215-202-255
102	8.06505077590266e-08	clade1sub7	24-215-202-255
103	4.973011606037693e-16	clade1sub7	24-215-202-255
104	9.819183946793515e-21	clade1sub7	24-215-202-255
105	6.797209298330786e-12	clade1sub4	53-243-148-255
106	0.0006240965490654	clade1sub12	128-254-83-255
107	0.0027549205205411	clade1sub7	24-215-202-255
109	0.0127925362554567	clade1sub12	128-254-83-255
110	1.1443270146172537e-21	clade1sub7	24-215-202-255
111	1.4076309761805316e-07	clade1sub12	128-254-83-255
112	2.6691510148596922e-11	clade1sub11	232-213-56-255
113	1.3057533028746701e-21	clade1sub7	24-215-202-255
115	1.1380133444287755e-09	clade1sub3	70-122-242-255
116	2.751944746258528e-16	clade1sub7	24-215-202-255
117	1.716253205458201e-12	clade1sub11	232-213-56-255
118	5.587853142157685e-20	clade1sub3	70-122-242-255
119	1.5475079089112458e-10	clade1sub3	70-122-242-255
120	2.0707334180149863e-14	clade1sub3	70-122-242-255
121	3.3356340490029074e-27	clade1sub7	24-215-202-255
122	4.834377552222698e-18	clade1sub7	24-215-202-255
123	4.8852592548359576e-14	clade1sub7	24-215-202-255
124	4.2083159855804115e-25	clade1sub7	24-215-202-255
125	0.1585737649184	clade1sub11	232-213-56-255
127	1.327282788661541e-07	clade1sub7	24-215-202-255
128	1.5566635525914057e-11	clade1sub7	24-215-202-255
129	0.0031984851207805	clade1sub11	232-213-56-255
130	6.758753859846751e-11	clade1sub3	70-122-242-255
131	0.0325644596146485	clade1sub11	232-213-56-255
132	2.5338997371241253e-24	clade1sub7	24-215-202-255
133	7.47989877505783e-08	clade1sub7	24-215-202-255
134	3.264646121253288e-15	clade1sub7	24-215-202-255
135	5.141617171373752e-15	clade1sub7	24-215-202-255
136	3.4460482587123668e-15	clade1sub7	24-215-202-255
137	9.78794457083992e-20	clade1sub7	24-215-202-255
138	8.328457501156579e-20	clade1sub7	24-215-202-255
139	1.0278838159871614e-14	clade1sub14	247-113-27-255
140	1.7157191213190186e-11	clade1sub14	247-113-27-255
141	4.713224898178671e-13	clade1sub3	70-122-242-255
142	0.0300332422113841	clade1sub12	128-254-83-255
143	2.0134388135964303e-11	clade1sub3	70-122-242-255
144	3.2520201140794476e-08	clade1sub4	53-243-148-255
145	2.066735717311497e-20	clade1sub7	24-215-202-255
146	8.737184994934864e-19	clade1sub7	24-215-202-255
147	1.1057320373381512e-08	clade1sub11	232-213-56-255
148	1.2042488373236332e-14	clade1sub7	24-215-202-255
149	4.487799790971683e-19	clade1sub7	24-215-202-255
150	6.250574136354278e-12	clade1sub7	24-215-202-255
151	0.0191910904875682	clade1sub12	128-254-83-255
152	4.059120185482999e-10	clade1sub14	247-113-27-255
153	0.1325108957187201	clade1sub12	128-254-83-255
154	3.073484308242756e-09	clade1sub14	247-113-27-255
155	1.113725002824889e-09	clade1sub3	70-122-242-255
156	0.0008582641893521	clade1sub11	232-213-56-255
157	1.6812445256874843e-08	clade1sub3	70-122-242-255
158	7.844148990876244e-13	clade1sub7	24-215-202-255
159	0.014740214261965	clade1sub12	128-254-83-255
160	1.957143645951277e-23	clade1sub3	70-122-242-255
161	0.0001470405101298	clade1sub12	128-254-83-255
162	7.357101025745411e-12	clade1sub7	24-215-202-255
163	6.662995994474057e-17	clade1sub7	24-215-202-255
164	0.0001812700511038	clade1sub12	128-254-83-255
165	2.32980428152948e-19	clade1sub7	24-215-202-255
166	1.1856592188718332e-07	clade1sub3	70-122-242-255
167	5.060470820490154e-06	clade1sub4	53-243-148-255
168	6.200295516977518e-12	clade1sub7	24-215-202-255
169	5.247366456296353e-13	clade1sub7	24-215-202-255
170	0.000196895579581	clade1sub11	232-213-56-255
171	1.4923078801805326e-16	clade1sub3	70-122-242-255
172	3.1354557459640047e-18	clade1sub13	180-27-1-255
173	0.0008257595529845	clade1sub14	247-113-27-255
174	1.6109467388863277e-06	clade1sub12	128-254-83-255
175	0.1081853482204539	clade1sub12	128-254-83-255
176	1.1894841665822592e-05	clade1sub7	24-215-202-255
177	1.758518392910832e-09	clade1sub12	128-254-83-255
178	1.208919573333175e-12	clade1sub3	70-122-242-255
179	0.0007399218891095	clade1sub3	70-122-242-255
180	1.8729635083904133e-05	clade1sub3	70-122-242-255
181	6.395972733993795e-11	clade1sub4	53-243-148-255
182	4.953435584186224e-12	clade1sub7	24-215-202-255
183	0.0040377741853208	clade1sub11	232-213-56-255
184	6.104601021228043e-05	clade1sub3	70-122-242-255
185	1.2864089040199126e-10	clade1sub13	180-27-1-255
186	0.0036948876203177	clade1sub12	128-254-83-255
187	7.687800839513173e-21	clade1sub7	24-215-202-255
188	1.4535892798994922e-13	clade1sub12	128-254-83-255
189	9.611678104165655e-09	clade1sub7	24-215-202-255
190	2.2781408174567862e-06	clade1sub14	247-113-27-255
191	0.0001037749849393	clade1sub18	122-4-2-255
192	9.910234035879321e-14	clade1sub7	24-215-202-255
193	1.775853205805254e-05	clade1sub14	247-113-27-255
194	8.601046895143762e-05	clade1sub3	70-122-242-255
195	0.000105072782872	clade1sub11	232-213-56-255
197	2.100268477086722e-12	clade1sub3	70-122-242-255
198	3.6870167935332647e-06	clade1sub11	232-213-56-255
199	3.042704112947857e-05	clade1sub11	232-213-56-255
200	0.0018375745598941	clade1sub11	232-213-56-255
201	3.0423914562727207e-06	clade1sub11	232-213-56-255
202	4.1455221853291626e-12	clade1sub3	70-122-242-255
203	8.259450612268453e-14	clade1sub7	24-215-202-255
204	7.764815679651451e-06	clade1sub3	70-122-242-255
205	9.11915683677586e-06	clade1sub7	24-215-202-255
206	0.0059588587542445	clade1sub11	232-213-56-255
207	9.217410033698957e-06	clade1sub18	122-4-2-255
208	1.0936640664831195e-16	clade1sub7	24-215-202-255
209	4.044743680156359e-05	clade1sub11	232-213-56-255
210	5.127366088371433e-22	clade1sub7	24-215-202-255
211	1.6040083188659106e-05	clade1sub3	70-122-242-255
212	0.0001028477268342	clade1sub11	232-213-56-255
213	0.0024789095190642	clade1sub12	128-254-83-255
214	9.329316558858543e-06	clade1sub11	232-213-56-255
215	1.2462265834842765e-06	clade1sub7	24-215-202-255
216	0.1347585519141867	clade1sub12	128-254-83-255
217	0.0005498184242196	clade1sub12	128-254-83-255
218	0.0855764282913361	clade1sub12	128-254-83-255
219	3.846404384393964e-06	clade1sub3	70-122-242-255
220	0.0737527552346622	clade1sub11	232-213-56-255
221	1.1933038862000534e-05	clade1sub3	70-122-242-255
222	1.0864575185454812e-10	clade1sub7	24-215-202-255
223	8.339122091546148e-06	clade1sub3	70-122-242-255
224	1.7292265279954184e-06	clade1sub12	128-254-83-255
225	6.738103182556342e-14	clade1sub7	24-215-202-255
226	5.02817955654677e-10	clade1sub14	247-113-27-255
227	9.142891291848427e-10	clade1sub14	247-113-27-255
228	0.0195801007508311	clade1sub14	247-113-27-255
229	0.1595811357663089	clade1sub12	128-254-83-255
230	8.230699892410858e-06	clade1sub18	122-4-2-255
231	6.241386102669702e-05	clade1sub3	70-122-242-255
232	0.0017994793953224	clade1sub7	24-215-202-255
233	0.2302331271526772	clade1sub12	128-254-83-255
235	0.0001603479044918	clade1sub3	70-122-242-255
236	2.479483880691658e-05	clade1sub7	24-215-202-255
237	3.050571228911068e-05	clade1sub11	232-213-56-255
238	0.001449098181221	clade1sub11	232-213-56-255
239	1.8770518810909407e-09	clade1sub14	247-113-27-255
240	3.993102890788246e-11	clade1sub14	247-113-27-255
241	1.2509256670524358e-06	clade1sub14	247-113-27-255
242	3.612548508802661e-18	clade1sub7	24-215-202-255
243	1.4324430887404099e-09	clade1sub7	24-215-202-255
244	5.002583321420884e-10	clade1sub3	70-122-242-255
245	9.764235874251736e-14	clade1sub7	24-215-202-255
246	4.0355066680943225e-19	clade1sub7	24-215-202-255
247	5.557920347447466e-05	clade1sub7	24-215-202-255
248	0.2127004676324951	clade1sub12	128-254-83-255
249	1.5316835685949478e-14	clade1sub7	24-215-202-255
250	2.1846603495586136e-06	clade1sub14	247-113-27-255
251	1.406780377666498e-08	clade1sub12	128-254-83-255
252	1.0755941395122247e-09	clade1sub3	70-122-242-255
253	1.138541599800692e-15	clade1sub7	24-215-202-255
254	3.838225580632164e-11	clade1sub7	24-215-202-255
255	4.7574385522657135e-14	clade1sub7	24-215-202-255
256	2.226602358174718e-16	clade1sub7	24-215-202-255
257	1.6548911034168223e-14	clade1sub7	24-215-202-255
258	7.555828306551753e-07	clade1sub7	24-215-202-255
259	1.0154884124259864e-06	clade1sub3	70-122-242-255
260	5.663595506651613e-05	clade1sub3	70-122-242-255
261	5.9962906612048146e-12	clade1sub3	70-122-242-255
262	2.5779994876830002e-12	clade1sub7	24-215-202-255
263	2.2850280836922959e-07	clade1sub14	247-113-27-255
264	1.874939276463828e-15	clade1sub3	70-122-242-255
265	8.043933181897016e-13	clade1sub7	24-215-202-255
266	5.875838448192997e-05	clade1sub3	70-122-242-255
267	1.3709142748951745e-13	clade1sub7	24-215-202-255
268	2.5645956039697184e-14	clade1sub7	24-215-202-255
269	8.392243273976992e-05	clade1sub19	187-244-52-255
270	0.5003633865903316	clade1sub7	24-215-202-255
271	3.2379456745032066e-15	clade1sub14	247-113-27-255
272	3.26057024052699e-10	clade1sub3	70-122-242-255
273	0.0002577893829474	clade1sub19	187-244-52-255
274	0.0036867722432936	clade1sub3	70-122-242-255
275	6.543042096871106e-11	clade1sub7	24-215-202-255
276	5.897521682208393e-12	clade1sub7	24-215-202-255
277	1.9899546223519998e-07	clade1sub7	24-215-202-255
278	7.378988880480781e-13	clade1sub7	24-215-202-255
279	4.666986417442808e-09	clade1sub4	53-243-148-255
280	0.0127636202865583	clade1sub3	70-122-242-255
281	0.024629368431569	clade1sub7	24-215-202-255
282	1.776933929698739e-19	clade1sub7	24-215-202-255
283	7.234352092944645e-09	clade1sub14	247-113-27-255
284	5.0221796445499987e-14	clade1sub7	24-215-202-255
285	2.963504539314125e-12	clade1sub7	24-215-202-255
286	4.918787643908943e-07	clade1sub7	24-215-202-255
287	1.6013076863889043e-09	clade1sub12	128-254-83-255
288	1.2776809719302677e-13	clade1sub3	70-122-242-255
289	1.3233262134372897e-15	clade1sub7	24-215-202-255
290	0.0024048458071236	clade1sub14	247-113-27-255
291	0.0002292741706721	clade1sub3	70-122-242-255
292	1.1312617137997698e-11	clade1sub17	222-62-8-255
294	1.1810693057721577e-12	clade1sub7	24-215-202-255
296	0.0025800041193865	clade1sub12	128-254-83-255
297	0.0011339258509379	clade1sub4	53-243-148-255
298	0.0107384825587301	clade1sub12	128-254-83-255
299	1.32722389286668e-11	clade1sub14	247-113-27-255
300	2.5633017237913614e-07	clade1sub14	247-113-27-255
301	0.0013537163977979	clade1sub3	70-122-242-255
302	0.0041974222612198	clade1sub4	53-243-148-255
303	0.0139518399811442	clade1sub12	128-254-83-255
304	1.3163390146780144e-08	clade1sub11	232-213-56-255
305	6.849343766571643e-13	clade1sub7	24-215-202-255
307	3.2357448550260764e-07	clade1sub7	24-215-202-255
308	7.244129030762943e-21	clade1sub7	24-215-202-255
309	0.0188171446486358	clade1sub7	24-215-202-255
310	5.099835315439217e-13	clade1sub7	24-215-202-255
312	0.0026783505283394	clade1sub7	24-215-202-255
313	1.95140017583742e-07	clade1sub4	53-243-148-255
314	0.0179988164154854	clade1sub12	128-254-83-255
315	0.0924524913959185	clade1sub7	24-215-202-255
317	9.66534640430621e-07	clade1sub4	53-243-148-255
318	1.1171696913292803e-07	clade1sub11	232-213-56-255
319	4.126817143864703e-23	clade1sub7	24-215-202-255
320	0.0194163689319354	clade1sub3	70-122-242-255
321	7.161834316163842e-12	clade1sub7	24-215-202-255
322	1.3778121221830524e-06	clade1sub19	187-244-52-255
323	0.0092701619501931	clade1sub7	24-215-202-255
324	8.607228059312245e-13	clade1sub7	24-215-202-255
325	5.759119325513266e-17	clade1sub7	24-215-202-255
326	8.30218204849623e-08	clade1sub7	24-215-202-255
327	0.0109294767270288	clade1sub4	53-243-148-255
328	0.0028421004265057	clade1sub7	24-215-202-255
329	9.800878480883717e-07	clade1sub3	70-122-242-255
330	0.0086266889550371	clade1sub18	122-4-2-255
331	8.273489009659045e-15	clade1sub7	24-215-202-255
332	1.1101618938228344e-16	clade1sub7	24-215-202-255
333	0.5818218824579509	clade1sub7	24-215-202-255
334	0.0011910988259268	clade1sub11	232-213-56-255
335	0.1225302827739	clade1sub12	128-254-83-255
336	2.926636450498052e-26	clade1sub13	180-27-1-255
337	0.0084029140913882	clade1sub3	70-122-242-255
338	2.9974735105506215e-17	clade1sub7	24-215-202-255
339	1.5593788657642233e-08	clade1sub11	232-213-56-255
340	0.0015905633607116	clade1sub11	232-213-56-255
342	4.049652505104111e-07	clade1sub11	232-213-56-255
343	0.0349248516252215	clade1sub12	128-254-83-255
344	1.983122065006703e-06	clade1sub3	70-122-242-255
345	1.6232399937047268e-15	clade1sub7	24-215-202-255
346	8.476684519881154e-18	clade1sub7	24-215-202-255
347	0.0001842796948397	clade1sub18	122-4-2-255
348	7.050421042850848e-05	clade1sub11	232-213-56-255
349	4.926134407258785e-09	clade1sub7	24-215-202-255
350	2.7525630545243745e-17	clade1sub7	24-215-202-255
351	2.7942510729134906e-12	clade1sub7	24-215-202-255
352	2.496601113283905e-07	clade1sub4	53-243-148-255
353	1.0243614412826417e-13	clade1sub11	232-213-56-255
354	3.553193646578877e-11	clade1sub14	247-113-27-255
355	0.0174076733093574	clade1sub3	70-122-242-255
356	1.0669691137203965e-08	clade1sub11	232-213-56-255
357	1.0714665134877614e-12	clade1sub14	247-113-27-255
358	7.56799687988901e-10	clade1sub7	24-215-202-255
359	1.592789080656325e-16	clade1sub3	70-122-242-255
360	0.2431787380581364	clade1sub4	53-243-148-255
361	4.619095525968037e-05	clade1sub14	247-113-27-255
362	0.0003570002411677	clade1sub7	24-215-202-255
364	4.586241836995634e-08	clade1sub4	53-243-148-255
365	2.2670931175144823e-10	clade1sub11	232-213-56-255
366	2.77911191094716e-13	clade1sub7	24-215-202-255
367	1.0693074158863799e-10	clade1sub11	232-213-56-255
368	7.823876824527223e-06	clade1sub3	70-122-242-255
369	0.0107616922970104	clade1sub7	24-215-202-255
370	7.509327591097022e-06	clade1sub3	70-122-242-255
371	7.616493260841344e-15	clade1sub3	70-122-242-255
372	6.772583397165586e-14	clade1sub7	24-215-202-255
373	2.6286821195562122e-09	clade1sub11	232-213-56-255
374	4.6331926340521204e-14	clade1sub3	70-122-242-255
375	2.2063569360165347e-08	clade1sub7	24-215-202-255
376	1.4830271397732662e-06	clade1sub3	70-122-242-255
378	4.455222042034279e-08	clade1sub3	70-122-242-255
379	0.0688113363115284	clade1sub12	128-254-83-255
380	0.5070201782965381	clade1sub12	128-254-83-255
381	0.0002316704984865	clade1sub12	128-254-83-255
382	0.00124359700056	clade1sub7	24-215-202-255
383	1.439001594891995e-16	clade1sub3	70-122-242-255
384	1.4304347122297873e-07	clade1sub2	51-172-246-255
385	0.8963922477818987	clade1sub7	24-215-202-255
386	3.588248344316235e-17	clade1sub7	24-215-202-255
387	8.486812976736593e-07	clade1sub7	24-215-202-255
388	1.5266629629150078e-06	clade1sub12	128-254-83-255
389	0.0001059442556494	clade1sub12	128-254-83-255
390	8.416590122540474e-11	clade1sub14	247-113-27-255
391	0.0041870194866161	clade1sub12	128-254-83-255
392	4.418091892737825e-12	clade1sub7	24-215-202-255
393	4.1149506394667846e-11	clade1sub2	51-172-246-255
395	0.0086440136806457	clade1sub12	128-254-83-255
396	1.2621623031580365e-12	clade1sub7	24-215-202-255
397	7.473532621555103e-06	clade1sub12	128-254-83-255
398	0.0063259930231964	clade1sub7	24-215-202-255
399	3.973755746787681e-07	clade1sub3	70-122-242-255
400	6.523028936244506e-12	clade1sub7	24-215-202-255
401	1.079113546336179e-15	clade1sub7	24-215-202-255
402	2.0482210239511402e-10	clade1sub7	24-215-202-255
403	3.6566348985423823e-19	clade1sub7	24-215-202-255
404	0.0004953744521019	clade1sub7	24-215-202-255
405	1.0093371854024875e-07	clade1sub7	24-215-202-255
406	1.7669644203430394e-09	clade1sub11	232-213-56-255
408	5.16003190812317e-17	clade1sub7	24-215-202-255
409	3.7354354519240494e-20	clade1sub7	24-215-202-255
410	2.5539212555639786e-08	clade1sub7	24-215-202-255
411	0.9987618868054728	clade1sub7	24-215-202-255
412	2.3566529104690003e-09	clade1sub11	232-213-56-255
413	1.933391165131072e-12	clade1sub3	70-122-242-255
414	6.419699097308488e-09	clade1sub7	24-215-202-255
415	2.2529052404632982e-06	clade1sub7	24-215-202-255
416	8.899195365747039e-05	clade1sub7	24-215-202-255
417	0.0266185345522062	clade1sub4	53-243-148-255
418	0.0432894219287681	clade1sub17	222-62-8-255
419	7.192473676986203e-06	clade1sub12	128-254-83-255
420	0.0003523638144558	clade1sub4	53-243-148-255
421	1.8427993768840427e-09	clade1sub17	222-62-8-255
422	2.3404376568242097e-30	clade1sub17	222-62-8-255
423	5.397496957261426e-16	clade1sub7	24-215-202-255
424	1.1005641691144747e-18	clade1sub13	180-27-1-255
425	1.3079710543211347e-25	clade1sub3	70-122-242-255
426	8.040419019914238e-08	clade1sub7	24-215-202-255
427	2.2717630826032206e-10	clade1sub7	24-215-202-255
428	1.22152572295487e-12	clade1sub13	180-27-1-255
429	0.0064831851287522	clade1sub7	24-215-202-255
430	3.4055848569043494e-11	clade1sub7	24-215-202-255
431	7.51099405032753e-11	clade1sub7	24-215-202-255
432	6.62693743071078e-10	clade1sub11	232-213-56-255
433	4.797183914848027e-15	clade1sub3	70-122-242-255
434	2.6977174682231996e-13	clade1sub3	70-122-242-255
435	1.24308397207304e-10	clade1sub3	70-122-242-255
436	1.988262589185993e-09	clade1sub3	70-122-242-255
437	2.1093292691769344e-10	clade1sub3	70-122-242-255
438	7.815387688105296e-11	clade1sub3	70-122-242-255
439	3.206377057948905e-10	clade1sub11	232-213-56-255
440	7.29950077351133e-17	clade1sub11	232-213-56-255
441	1.289723024878172e-07	clade1sub11	232-213-56-255
442	1.7295144735563683e-11	clade1sub11	232-213-56-255
443	3.0007713423378775e-15	clade1sub11	232-213-56-255
444	8.757960213919493e-13	clade1sub7	24-215-202-255
445	6.314659513383522e-17	clade1sub11	232-213-56-255
446	1.6132673378710288e-17	clade1sub7	24-215-202-255
447	1.4672449052632452e-16	clade1sub3	70-122-242-255
448	3.000757128960202e-17	clade1sub7	24-215-202-255
449	2.6425963845329614e-13	clade1sub11	232-213-56-255
450	3.27847647906474e-12	clade1sub17	222-62-8-255
451	1.2238534406540244e-14	clade1sub3	70-122-242-255
452	8.298215475173925e-13	clade1sub3	70-122-242-255
453	1.966580007193567e-10	clade1sub3	70-122-242-255
454	3.100495548757461e-15	clade1sub7	24-215-202-255
455	3.9731426489972446e-08	clade1sub3	70-122-242-255
456	8.9119534735491e-10	clade1sub3	70-122-242-255
457	6.97135768714434e-07	clade1sub3	70-122-242-255
458	2.915493772907368e-17	clade1sub7	24-215-202-255
459	3.0708979029052e-08	clade1sub3	70-122-242-255
460	0.0007588157176862	clade1sub3	70-122-242-255
461	1.3736210689645898e-07	clade1sub3	70-122-242-255
462	3.241075639434255e-10	clade1sub12	128-254-83-255
463	6.488291171423225e-14	clade1sub11	232-213-56-255
464	2.5290847961993163e-16	clade1sub3	70-122-242-255
465	5.699167877507064e-16	clade1sub3	70-122-242-255
466	6.4321332050872135e-12	clade1sub13	180-27-1-255
467	1.2554242977364804e-14	clade1sub3	70-122-242-255
468	2.897668918498932e-17	clade1sub3	70-122-242-255
469	1.3413449232180646e-10	clade1sub11	232-213-56-255
470	1.4045857526838066e-14	clade1sub11	232-213-56-255
471	1.4596916139132393e-18	clade1sub7	24-215-202-255
472	1.7196305999073085e-18	clade1sub11	232-213-56-255
473	3.5368120714147923e-19	clade1sub7	24-215-202-255
474	4.101022376218091e-15	clade1sub11	232-213-56-255
475	6.102162648248506e-13	clade1sub11	232-213-56-255
476	2.533858877260025e-14	clade1sub17	222-62-8-255
477	2.002746357297101e-09	clade1sub17	222-62-8-255
478	1.7381750753405984e-11	clade1sub11	232-213-56-255
479	5.752617635354277e-12	clade1sub11	232-213-56-255
480	2.809614578394596e-11	clade1sub11	232-213-56-255
481	4.289104736116138e-14	clade1sub7	24-215-202-255
482	3.431352618425652e-11	clade1sub11	232-213-56-255
483	2.4430279862923902e-20	clade1sub7	24-215-202-255
484	4.007866197273247e-16	clade1sub7	24-215-202-255
485	2.6258005514849334e-19	clade1sub7	24-215-202-255
486	9.703664794321037e-22	clade1sub3	70-122-242-255
487	2.459080004132385e-15	clade1sub3	70-122-242-255
488	1.3297965601040218e-08	clade1sub11	232-213-56-255
489	1.3533826225184961e-08	clade1sub11	232-213-56-255
490	9.560600473393563e-10	clade1sub11	232-213-56-255
491	1.8765449255061144e-19	clade1sub17	222-62-8-255
492	8.925361035980404e-09	clade1sub3	70-122-242-255
493	3.720866009891348e-06	clade1sub3	70-122-242-255
494	1.2040226303273556e-09	clade1sub3	70-122-242-255
495	5.497052789165667e-07	clade1sub3	70-122-242-255
496	4.274905570714329e-12	clade1sub7	24-215-202-255
497	3.172913712541826e-08	clade1sub7	24-215-202-255
498	1.0067174355885612e-07	clade1sub3	70-122-242-255
499	3.420239558553912e-05	clade1sub3	70-122-242-255
500	8.726436614867156e-17	clade1sub7	24-215-202-255
501	2.1799962592762982e-09	clade1sub3	70-122-242-255
502	7.481688376010953e-19	clade1sub3	70-122-242-255
504	5.019672139265342e-09	clade1sub3	70-122-242-255
505	2.921759708887368e-18	clade1sub3	70-122-242-255
507	1.4573508455302012e-16	clade1sub11	232-213-56-255
508	1.091335589434222e-25	clade1sub7	24-215-202-255
509	1.5737646806148662e-19	clade1sub7	24-215-202-255
510	1.1217373783873116e-20	clade1sub12	128-254-83-255
511	1.9621831127270496e-12	clade1sub13	180-27-1-255
512	1.9101722655904733e-13	clade1sub7	24-215-202-255
513	4.9564646517006165e-27	clade1sub7	24-215-202-255
514	2.337714721093501e-21	clade1sub7	24-215-202-255
515	3.874415625949469e-13	clade1sub13	180-27-1-255
516	2.6263582373782936e-13	clade1sub11	232-213-56-255
517	2.028022289229024e-14	clade1sub7	24-215-202-255
518	4.319997925178026e-20	clade1sub7	24-215-202-255
519	5.773975444290562e-12	clade1sub17	222-62-8-255
520	2.4988862891211096e-12	clade1sub11	232-213-56-255
521	6.661672878478783e-13	clade1sub7	24-215-202-255
522	7.487863081726647e-13	clade1sub17	222-62-8-255
523	4.409179173424132e-13	clade1sub11	232-213-56-255
524	5.059283758049926e-10	clade1sub3	70-122-242-255
